id,sender,receiver,text,date,answer
238,#2PUJ2URC,#92J8VQRJ9,"I’ll get there, if I leave everything but my bones behind,,",2021-06-16,
239,#28CVU99UQ,#2YGCCC8VV,"Look! There's a rhythmic ceremonial ritual coming up.,",2021-02-06,1
240,#28V9Q0,#C9C0R0V8,"He's an idiot. Comes from upbringing. His parents are probably idiots, too. Lorraine, you ever have a kid who acts that way, I'll disown you.,",2021-06-16,688
241,#GY9Y8GLG,#92R9QJYYQ,"You want a Pepsi, pal, you're gonna pay for it.,",2020-10-24,619
242,#2QYC8YLLG,#8088R0VP,"Marty, don't be such a square. Everybody who's anybody drinks.,",2020-11-23,583
243,#YU8CCU0Q,#GG8UC0CP,"To the sea, to the sea! The white gulls are crying,",2020-08-29,819
244,#8C8QJR9JG,#P0VC8PJR,"You know, this is — excuse me — a damn fine cup of coffee!",2021-09-18,237
245,#P29Q09C9V,#89RQQV2U9,"I don't keep water in my pockets.,",2020-08-10,
246,#28V9Q0,#YU9C2UGL,"Lorraine. My density has brought me to you.,",2020-09-03,73
247,#YLUY9YQ0,#UVL9V8RV,"There are no heroes...in life, the monsters win.,",2020-12-09,536
248,#22U8RQ908,#9PYJVPPLV,"Marty, I'm sorry, but the only power source capable of generating 1.21 gigawatts of electricity is a bolt of lightning.,",2020-11-20,762
249,#PG9CR2RC,#90PUP92J,"You want a Pepsi, pal, you're gonna pay for it.,",2021-06-26,475
250,#928UL0RR,#8Y9QVU2QJ,"Isn’t ‘bribe’ just another word for ‘love’?,",2021-06-09,848
251,#20J8VCV2Q,#8ULLYVCY9,"Cooper, you may be fearless in this world, but there are other worlds.",2021-11-01,
252,#2L9VVLUR,#RV29VYG,"Look, Marvin, you gotta play. See, that's where they kiss for the first time on the dance floor. And if there's no music, they can't dance. If they can't dance, they can't kiss. If they can't kiss they can't fall in love, and I'm history.,",2021-03-20,820
253,#R2UYQ9898,#8YRJ0928,"Damn! I'm late for school!,",2021-09-23,
254,#CQ8CPPG9,#LP098UL8L,"Radiation suit? Of course. 'Cause of all the fallout from the atomic wars.,",2020-12-08,
255,#2L2QGJQQ,#LP098UL8L,"That was the best ice-cream soda I ever tasted.,",2021-01-05,750
256,#P99JPCLQ8,#C9Q2VJ9,"Roads? Where we're going, we don't need roads.,",2021-01-01,766
257,#QP022PLJV,#LYJLLPQR,"Give me honorable enemies rather than ambitious ones, and I'll sleep more easily by night.,",2021-02-23,688
258,#JLCJCUPJ,#JPQPPUJ,"Already know you that which you need.,",2020-10-31,845
259,#9JCVUYP,#2JUP20J9,"I'm sure that in 1985, plutonium is available in every corner drugstore, but in 1955, it's a little hard to come by.,",2021-11-01,
260,#9CRJ0YUVL,#QQVYGQ0Y,"I g-guess you guys aren't ready for that yet. But your kids are gonna love it.,",2021-10-13,106
261,#2RCPG208L,#PJLCL9YUQ,"NO ADMITTANCE EXCEPT ON PARTY BUSINESS.,",2021-07-14,543
262,#GUJ2PLG89,#2V9LQ2YUG,"You know, this is — excuse me — a damn fine cup of coffee!",2020-08-24,498
263,#2Q9JG29RL,#82L2VCV8,"When the snows fall and the white winds blow, the lone wolf dies but the pack survives.,",2021-09-19,775
264,#9YPJY2GU2,#9JCVUYP,"Maybe you were adopted.,",2020-09-14,786
265,#8PRGRYPCC,#89RYUPQ0V,"One! Two! Three!,",2021-09-30,955
266,#2P8RV9UQ,#22GYRRYLJ,"Hey, Biff, get a load of this guy's life preserver. Dork thinks he's gonna drown.,",2020-12-13,121
267,#GVPVJQR,#VPC9RRQ,"At an end your rule is, and not short enough it was!,",2020-08-10,335
268,#2GRQQU02,#2P0PQCVPC,"Do not assume anything Obi-Wan. Clear your mind must be if you are to discover the real villains behind this plot.,",2021-09-12,
269,#PLL8Q9LVR,#UP9QQ9VY,"I want to be a healer, and love all things that grow and are not barren.,",2021-06-16,786
270,#28V9Q0,#8P9JYRLL,"Yeah, well, history is gonna change.,",2021-09-28,
271,#YU9C2UGL,#2CQV02CYR,"People in love can overcome anything.,",2021-03-29,
272,#P98828PU,#2GJ0R2RL9,"Memory is not what the heart desires. That is only a mirror,,",2021-06-22,574
273,#98R0LCGG,#2RCPG208L,"Do not scorn pity that is the gift of a gentle heart, Éowyn!,",2020-11-27,61
274,#22UCVR0CL,#PGJ8QR9U,"Marty, I'm sorry, but the only power source capable of generating 1.21 gigawatts of electricity is a bolt of lightning.,",2021-09-12,17
275,#2QCUGCPQ,#CY82QGYV,"Much to learn you still have my old padawan. ... This is just the beginning!,",2021-08-28,794
276,#90JYC28PR,#QJJP0R8L,"Moonlight drowns out all but the brightest stars.,",2021-07-16,
277,#CG2VJYP,#YYR8V8U8Y,"Yes. Yes. I'm George. George McFly. I'm your density. I mean, your destiny.,",2020-10-01,
278,#VQJ9UUP,#8L08LCP28,"It's already mutated into human form! Shoot it!,",2021-05-04,88
279,#P29CCURC,#8PCGQPV9P,"Don't be so gullible, McFly. Got the place fixed up nice, though, McFly.,",2021-10-12,
280,#YRRQUVG9,#2YP2UJJ0U,That gum you like is going to come back in style.,2021-02-22,
281,#PJG9RLQC,#QVQPJCQR,"Yes, it's tough, but not as tough as doing comedy.,",2021-02-03,721
282,#GL9299QG,#2LYPPG0Y2,"Winter is coming.,",2020-08-08,294
283,#Y2LJYGUP,#9QR0Q2YYC,"All my possessions for a moment of time.,",2021-06-09,467
284,#R9U2J8CR,#CQ82JUC,"Look, you're not gonna be picking a fight, Dad... Dad-Dad-Daddy-O.,",2021-07-04,
285,#8YVGGVC8P,#RPUU9RY8,"If my calculations are correct, when this baby hits 88 miles per hour... you're gonna see some serious shit.,",2020-11-06,
286,#Q89VPVUP8,#UUY9VG09,You're late! Do you have no concept of time?,2021-02-06,32
287,#22PL82RRU,#90R22UVY,"""Yes, a Jedi’s strength flows from the Force. But beware of the dark side. Anger, fear, aggression; the dark side of the Force are they. Easily they flow, quick to join you in a fight. If once you start down the dark path, forever will it dominate your destiny, consume you it will, as it did Obi-Wan’s apprentice.,""",2021-03-20,14
288,#8PCCYQVG,#VVQ9GU,"The Lord of the Ringwraiths had met his doom.,",2021-11-01,
289,#88JVUCJ,#8UL0P8LQ,"Your weapons, you will not need them.,",2021-04-25,831
290,#2L9VVLUR,#9Y2LCU0UV,"Cooper, you may be fearless in this world, but there are other worlds.",2020-10-16,902
291,#228J02890,#LR9R9RUR,"I have no idea where this will lead us. But I have a definite feeling it will be a place both wonderful and strange.,",2021-08-06,
292,#80C09G8G,#9QYRCPJP2,"Don't be so gullible, McFly. Got the place fixed up nice, though, McFly.,",2021-09-22,392
293,#CJCR98C,#9J00RUV,"Why couldn’t he stop talking and let them drink his health?,",2021-06-18,700
294,#YQV28LYL,#GY9Y8GLG,"See you later, Pop. Whoo! Time to change that oil.,",2021-04-23,144
295,#RCYQYPLG,#98CPJ2PQ,"Home is behind, the world ahead,",2020-12-20,738
296,#VGR9CL0G,#2YJCGYVQ8,"Ah, Jesus Christ! Jesus Christ, Doc, you disintegrated Einstein!,",2021-05-19,42
297,#8ULLYVCY9,#2QCUGCPQ,"But where the warg howls, there also the orc prowls. - Aragorn,",2021-09-07,101
298,#28GUPGY2,#8J8JG0G0,"Someone else always has to carry on the story.,",2021-07-14,
299,#8RRCVCGP,#8P0URCRV,"Feel the force!,",2021-05-25,
300,#2VURRCG90,#98PJJGQJG,"Take that, you mutated son of a bitch!,",2021-08-04,
301,#GRY2909Q,#90R22UVY,"Even the smallest person can change the course of the future.,",2020-09-15,
302,#8J8QCGLR,#2YLCVUYYP,"I've never seen purple underwear before!,",2021-09-14,
303,#28YC8C2R,#9LUQPG2Y,"This is all wrong. I don't know what it is. But when I kiss you, it's like I'm kissing... my brother. I guess that doesn't make any sense, does it?,",2021-04-10,452
304,#9PUUCCY9J,#8RRCVCGP,"No, get out of town. My mom thinks I'm going camping with the guys. Look, Jennifer, my mother would freak out if she knew I was going out with you, and I'd get the standard lecture about how she never did that kind of stuff when she was a kid. I mean, look, I think the woman was born a nun.,",2021-01-03,
305,#28PUV9PRQ,#9YPJY2GU2,"Wait a minute. Wait a minute, Doc. Ah... Are you telling me that you built a time machine... out of a DeLorean?,",2021-04-09,156
306,#99GJ9LC0P,#8VLJPL8L2,"Damn fine coffee! And hot!,",2021-03-08,211
307,#C9C0R0V8,#20RGU0LG0,"At an end your rule is, and not short enough it was!,",2021-01-20,
308,#GG8UC0CP,#9Q8QUCUC,"Well, you're safe and sound now, back in good old 1955.,",2021-11-04,777
309,#PRCV0JUU,#P89RY20Q,"""Through the darkness of future's past, the magician longs to see. One chants out between two worlds... """"Fire... walk with me.""""""",2021-07-07,217
310,#YYJUJUQG,#29VGUQL00,"Okay, thank you. That's enough. Hold it now. Hold it. Hold it, fellas. I'm afraid you're just too darn loud. Next, please. Bring in the next group, please.,",2021-05-25,367
311,#PG0QC29YR,#29VGUQL00,"When the snows fall and the white winds blow, the lone wolf dies but the pack survives.,",2020-08-16,
312,#P9L2UGPR,#8UL0P8LQ,"Moonlight drowns out all but the brightest stars.,",2021-11-10,
313,#G2RPJVRJ,#9UUC9L280,"Knowledge could be more valuable than gold, more deadly than a dagger.,",2021-11-10,765
314,#98YVRUYLR,#2PJQR28Q,"I have your car towed all the way to your house and all you got for me is lite beer?,",2021-01-09,495
315,#2GRUQP9VL,#22U8RQ908,"But all’s well as ends well,",2020-09-02,552
316,#22Y0PU08,#8R9YJYRYG,"Marty, will we ever see you again?,",2020-10-16,
317,#2VQ90LLL,#PV2GC0CYP,"Clothes are but little loss, if you escape from drowning.,",2021-02-20,631
318,#V0QCQUCL,#GPQ2UG2Q,"What if I send in the tape and they don't like it? I mean, what if they say I'm no good? What if they say 'Get outta here, kid. You got no future'? I mean, I just don't think I can take that kind of rejection. Jesus, I'm starting to sound like my old man!,",2021-11-01,
319,#82UVCUR2R,#8UPY92GVY,"Do you want me to come with you?,",2021-03-30,
320,#2UL9YLPL0,#P99PJP8Y2,"Audrey, there are many cures for a broken heart. But nothing quite like a trout's leap in the moonlight.,",2021-11-02,150
321,#29922Y2CJ,#R8UYJ2YP,"I went the distance.,",2021-07-11,
322,#PC99QUQ,#8P00CJGY,"Do not scorn pity that is the gift of a gentle heart, Éowyn!,",2021-10-18,135
323,#8JG820YQG,#VGR9CL0G,"Fear nothing! Have peace until the morning! Heed no nightly noises!,",2020-08-29,
324,#28JUC89JV,#QQLVULY,"Course! From a group of Lybian Nationalists They wanted me to build them a bomb, so I took their plutonium and in turn I gave them a shiny bomb caseing full of used pinball machine parts!,",2020-09-24,411
325,#UCC2PLP8,#2QCR9L9P2,"I went the distance.,",2020-08-15,
326,#LY00J89PJ,#L82V9VVC,"What-what the hell is a gigawatt?,",2021-06-01,317
327,#PC9JLQR,#888P9C9UV,"What-what the hell is a gigawatt?,",2020-11-18,702
328,#YQV28LYL,#80V8U9U0J,"Who the hell is John F. Kennedy?,",2021-01-14,667
329,#9V0PQY2YG,#82G9G90Y9,"Good relations with the Wookiees, I have.,",2020-08-13,870
330,#8YGVPR9Y0,#8PP0Y8J2,"Stella! Another one of these damn kids jumped in front of my car! Come on out here! Help me take him in the house!,",2020-08-31,
331,#9JPQJPU9J,#Q9GV0Y8Y,"You want a Pepsi, pal, you're gonna pay for it.,",2021-10-31,760
332,#8YVGGVC8P,#YQV28LYL,"Look! There's a rhythmic ceremonial ritual coming up.,",2020-12-27,31
333,#GVJLCYC,#9YPJY2GU2,"Wow, Bob, wow.,",2021-03-03,424
334,#22UCVR0CL,#89V2YVQQ9,"The wolf that one hears is worse than the orc that one fears. - Boromir,",2021-08-07,251
335,#GUJ2PLG89,#2Q9VJQL8U,"...and all the stars flowered in the sky.,",2021-02-15,971
336,#P88L0ULQ,#GPQ2UG2Q,"To answer power with power, the Jedi way this is not. In this war, a danger there is, of losing who we are.,",2021-06-25,170
337,#LYG9QGGQ,#22VYU02RR,"Begone, foul dwimmerlaik, lord of carrion! Leave the dead in peace!,",2021-06-06,935
338,#2VQ9PRQ9Y,#880UQUUQC,"There's that word again. 'Heavy.' Why are things so heavy in the future? Is there a problem with the Earth's gravitational pull?,",2021-01-23,481
339,#PJJURULY,#GVJLCYC,"Am I to understand you're still hanging around with Dr. Emmett Brown, McFly?,",2021-05-11,
340,#PCPGJ8J0,#2VV0RRVG9,"Laughter is poison to fear.,",2020-12-05,
341,#28JUC89JV,#8RRCVCGP,"Calvin? Wh... Why do you keep calling me Calvin?,",2021-01-23,
342,#8YQ99CQVC,#8YQVU90,"You will find only what you bring in.,",2021-07-24,895
343,#CGLRRPYL,#UP9QQ9VY,"... a mind needs books as a sword needs a whetstone, if it is to keep its edge.,",2021-07-01,425
344,#GGLRL0,#YC0JJ2PV,"Do. Or do not. There is no try.,",2020-12-13,552
345,#2RLGQGLC,#PC9JLQR,"Memory is not what the heart desires. That is only a mirror....,",2021-07-18,767
346,#2L88CU2V,#88C9PLVYL,"I’ll get there, if I leave everything but my bones behind,,",2020-08-16,
347,#QGCLQLYJV,#PL02LR2,"Someone else always has to carry on the story.,",2021-02-25,767
348,#2PJQ0U9U,#PPRPJCYV,"Moonlight drowns out all but the brightest stars.,",2020-09-03,998
349,#LQ9J02P,#8PV2R08L,"Always two there are, no more, no less. A master and an apprentice.,",2021-02-02,
350,#2ULYLVQ,#22CCRLQ0R,"Isn’t ‘bribe’ just another word for ‘love’?,",2021-03-24,
351,#8RRCVCGP,#QJJP0R8L,"What if I send in the tape and they don't like it? I mean, what if they say I'm no good? What if they say 'Get outta here, kid. You got no future'? I mean, I just don't think I can take that kind of rejection. Jesus, I'm starting to sound like my old man!,",2021-03-29,
352,#2PCRV0QPY,#LURU9JU,"Do. Or do not. There is no try.,",2021-09-28,
353,#8CUL88Y08,#2V2PUPJ0,"I am so not competitive. In fact, I am the least non-competitive. So I win.,",2021-06-24,353
354,#9LGYYV9G,#YRRQUVG9,"Hurrah for anarchy! This is the happiest moment of my life.,",2021-05-08,
355,#8P0URCRV,#R8000P88,"Who's President of the United States in 1985? Ronald Reagan? The actor? Ha! Then whose vice president? Jerry Lewis?,",2021-01-29,
356,#VPC9RRQ,#828200G2P,"Difficult to see. Always in motion is the future...,",2021-01-26,657
357,#L8YQLYV2,#QQLVULY,"Whoa. This is heavy.,",2020-08-18,304
358,#P0RR0VQLC,#8YRJ0928,"See you later, Pop. Whoo! Time to change that oil.,",2021-03-25,230
359,#2UY8GVQ2,#URL0222L,"I'm from the future. I came here in a Time Machine that you invented. Now I need your help to get back to the year 1985.,",2021-02-28,84
360,#JQGP99VG,#JJVVV8RG,"Difficult to see. Always in motion is the future...,",2021-04-25,
361,#22CCRLQ0R,#JQ8C0P,"My equipment. That reminds me, Marty. You better not hook up to the amplifier. There's a slight possibility of overload.,",2021-05-24,265
362,#PP80GVGUP,#8PRGRYPCC,"Pie. Whoever invented the pie? Here was a great person.,",2020-12-25,
363,#G82UQ9UP,#9P2LCUPU,"""Through the darkness of future's past, the magician longs to see. One chants out between two worlds... """"Fire... walk with me.""""""",2021-01-17,124
364,#VCVCG2YR,#2QQCULG2V,"Ready are you? What know you of ready? For eight hundred years have I trained Jedi. My own counsel will I keep on who is to be trained. A Jedi must have the deepest commitment, the most serious mind. This one a long time have I watched. All his life has he looked away - to the future, to the horizon. Never his mind on where he was. Hmm? What he was doing. Hmph. Adventure. Heh. Excitement. Heh. A Jedi craves not these things. You are reckless.,",2020-11-19,353
365,#UCRG8GGL,#2PUR2R89L,"Weight has nothing to do with it.,",2020-11-13,603
366,#28JUC20P,#8RVQVVV2,"Laughter is poison to fear.,",2020-11-09,959
367,#2UY8GVQ2,#8PGR0RPCU,"No! It requires something with a little more kick...plutonium!,",2021-01-23,
368,#8R8CY9G0,#9QLL8QQQ,"You know, this is great guys. Drinking and eating garbage. I'm glad we all took a mental health day.,",2021-10-21,
369,#G0YYJGG,#8YPURJVLP,"Much to learn you still have my old padawan. ... This is just the beginning!,",2020-12-04,698
370,#R0PCJLYV8,#PCPGJ8J0,"We're the, uh... We're the Pinheads.,",2020-11-02,
371,#8UJQPR22,#2Q9VJQL8U,"Real names tell you the story of the things they belong to,",2021-07-15,342
372,#9LGYYV9G,#8QPYVCL,"The way I see it, if you're gonna build a time machine into a car, why not do it with some style?,",2021-09-16,130
373,#89RYUPQ0V,#L8U8RC8G,"You really think I ought to swear?,",2020-09-25,679
374,#YUU8RCCRQ,#20J8VCV2Q,"Anyway, your Grandpa hit him with the car and brought him into the house. He seemed so helpless, like a little lost puppy, and my heart just went out to him.,",2021-07-19,957
375,#2CGUPJJU,#J8QU0QYP,"And so he spoke, and so he spoke, that Lord of Castamere, but now the rains weep o'er his hall, with no one there to hear. Yes, now the rains weep o'er his hall, and not a soul to hear.,",2020-09-22,284
376,#2Y0C2V0JG,#2GC2R2P2Y,"We're the, uh... We're the Pinheads.,",2021-11-06,164
377,#VVQ9GU,#2YLQ22YQV,"Moonlight drowns out all but the brightest stars.,",2020-10-14,992
378,#CL08URJ,#92LRGLQ2C,"Well, this is certainly a pleasant surprise.,",2021-01-12,
379,#PG88RGQY8,#2U0JJQQYY,"Around the survivors a perimeter create.,",2021-07-20,880
380,#PU2YY8,#22R2JCR2C,"And so he spoke, and so he spoke, that Lord of Castamere, but now the rains weep o'er his hall, with no one there to hear. Yes, now the rains weep o'er his hall, and not a soul to hear.,",2021-05-30,478
381,#UUQ9ULJG,#PQ9C2V8LY,"There are no heroes...in life, the monsters win.,",2020-10-20,66
382,#PYR9GLQU0,#YVJR998QC,"No, no, no, no, no, this sucker's electrical, but I need a nuclear reaction to generate the 1.21 gigawatts of electricity I need.,",2021-09-10,642
383,#2CQV02CYR,#8Y9VPLLYC,"For he gave it up in the end of his own accord: an important point. No,,",2020-09-25,960
384,#2VLY2CLPY,#JP9JVC9Y,"Adventure. Excitement. A Jedi craves not these things.,",2021-08-15,96
385,#2P2PCQ0JL,#QCJQYP0C,"I want to go home.,",2021-02-28,
386,#9RG0VPUVY,#G9GCGCGG,"You will find only what you bring in.,",2021-08-31,632
387,#UCRG8GGL,#8Y0LC0L08,"Silence, Earthling. My name is Darth Vader. I am an extraterrestrial from the planet Vulcan!,",2021-06-12,286
388,#2VU9YGCGV,#98UCCVRRJ,"Do not assume anything Obi-Wan. Clear your mind must be if you are to discover the real villains behind this plot.,",2020-12-11,
389,#VY9J8ULV,#8088R0VP,"What-what the hell is a gigawatt?,",2020-09-28,108
390,#9Y9Y80,#GQVLJ2U9,"When the snows fall and the white winds blow, the lone wolf dies but the pack survives.,",2021-10-07,
391,#8RYR9L2J,#22GYRRYLJ,"Silence, Earthling. My name is Darth Vader. I am an extraterrestrial from the planet Vulcan!,",2021-02-19,195
392,#PLVU202JY,#28QJJ8YUR,"I had a horrible nightmare. I dreamed that I went... back in time. It was terrible.,",2020-12-03,
393,#9PRCYU8U,#PGY2YV2G,"The way I see it, if you're gonna build a time machine into a car, why not do it with some style?,",2021-02-05,967
394,#J8R89YC8,#GJJ2Y098J,"Yeah, well, history is gonna change.,",2020-08-17,
395,#2PVJQC8Y,#GQJY00YP,"Not all those who wander are lost,",2020-09-14,115
396,#9UQPRG0RU,#PRU8Y0UQY,"Joe, gag on my fat dauber.,",2021-07-19,
397,#VQ29UYYY,#2VLY2CLPY,"The appropriate question is, 'when the hell are they?' You see, Einstein has just become the world's first time traveler! I sent him into the future. One minute into the future to be exact. And at precisely 1:21 a.m. and zero seconds, we shall catch up with him and the time machine.,",2021-06-28,731
398,#89JV98089,#C00Y8QJ8,"The appropriate question is, 'when the hell are they?' You see, Einstein has just become the world's first time traveler! I sent him into the future. One minute into the future to be exact. And at precisely 1:21 a.m. and zero seconds, we shall catch up with him and the time machine.,",2021-02-15,520
399,#2PVJQC8Y,#2LVJR89V0,"No, no, no, no, no, this sucker's electrical, but I need a nuclear reaction to generate the 1.21 gigawatts of electricity I need.,",2021-02-24,
400,#8RRJCVQR,#2UL9YLPL0,"Reckless he is. Matters are worse.,",2020-10-16,
401,#2Y0VLG8RY,#GLLCVJJP,"Whoa. Wait a minute, Doc. Are you trying to tell me that my mother has got the hots for me?,",2021-09-11,725
402,#LR9R9RUR,#8982292LY,"Do you want me to come with you?,",2020-11-23,531
403,#Y202YVUU,#C09PV2RV,"Weight has nothing to do with it.,",2021-03-03,829
404,#YGYJ220L,#8V0222YG,"That's Strickland. Jesus, didn't that guy ever have hair?,",2021-03-30,495
405,#28CGVGQQQ,#YGYU8Y8V,"Now, remember. According to my theory, you interfered with your parents' first meeting. If they don't meet, they won't fall in love, they won't get married and they won't have kids. That's why your older brother's disappearing from that photograph. Your sister will follow, and unless you repair the damage, you'll be next.,",2021-10-25,
406,#8PCGQPV9P,#28JUC20P,"Radiation suit? Of course. 'Cause of all the fallout from the atomic wars.,",2021-04-25,
407,#2220RUV9Y,#PP80GVGUP,"And so he spoke, and so he spoke, that Lord of Castamere, but now the rains weep o'er his hall, with no one there to hear. Yes, now the rains weep o'er his hall, and not a soul to hear.,",2021-01-11,16
408,#QPR2LQ02,#CJYP2PV2,"To answer power with power, the Jedi way this is not. In this war, a danger there is, of losing who we are.,",2020-12-15,251
409,#22JY90CP0,#L8YQLYV2,"Don't be so gullible, McFly. Got the place fixed up nice, though, McFly.,",2021-06-08,265
410,#8UYPP8CL9,#2PJQR28Q,"Once you start down the dark path, forever will it dominate your destiny, consume you it will.,",2021-10-06,
411,#2J2LVPY9L,#R2UYQ9898,There was a fish in the percolator!,2021-07-14,413
412,#C00Y8QJ8,#G9GVYLQP,"Truly wonderful, the mind of a child is.,",2021-03-19,
413,#29Y8YPVLV,#2R80RVPP,"That was the best ice-cream soda I ever tasted.,",2021-05-02,
414,#9V0PQY2YG,#P2CLCV8,"Happy.,",2021-09-19,278
415,#9RCYRP2,#2L2QGJQQ,"He laid out Biff in one punch. I didn't know he had it in him. He's never stood up to Biff in his life!,",2021-04-18,
416,#UJVJJ0LU,#8L000LJ9Y,"Your weapons, you will not need them.,",2021-09-28,966
417,#V29RYRCC,#2GPVQYQLG,"Biff. What a character. Always trying to get away with something. I've had to stay on top of Biff ever since high school. Although, if it wasn't for him...,",2020-09-17,864
418,#28JUC89JV,#22GYRRYLJ,"Stand tall, boy. Have some respect for yourself. Don't you know, if you let people walk over you now, they'll be walking over you for the rest of your life. Look at me. You think I'm gonna spend the rest of my life in this slop house?,",2021-10-09,
419,#YG2GY9QU,#PJLCL9YUQ,"At an end your rule is, and not short enough it was!,",2020-12-05,885
420,#GQJY00YP,#YCLJUU8G,"See you later, Pop. Whoo! Time to change that oil.,",2020-09-03,
421,#98PJJGQJG,#9P2JPCY9U,"Wait a minute. Wait a minute, Doc. Ah... Are you telling me that you built a time machine... out of a DeLorean?,",2021-02-02,408
422,#9RG0VPUVY,#R90PRV0PY,"Yes, it's tough, but not as tough as doing comedy.,",2021-03-16,833
423,#G82LPRJG,#20L8Y9QY,"Goodnight, my darlings, I'll see you tomorrow.,",2021-08-04,776
424,#P2CYJ0VU,#2JJGRPVPL,Do you want to know what the ultimate secret is? Laura did. The secret of knowing who killed you.,2021-06-09,631
425,#98LLQYJG,#928922QG0,"You know, this is — excuse me — a damn fine cup of coffee!",2021-11-07,585
426,#828JLGVYC,#PLGJ0LLJ,"Does nobody understand?,",2021-04-05,
427,#8UV990YU,#8PVV28U8,"Real names tell you the story of the things they belong to,",2021-01-21,418
428,#JU0VG99C,#8GG92RQUG,Black as midnight on a moonless night.,2020-12-01,
429,#VV929UL9,#82G9G90Y9,"Marty, I'm sorry, but the only power source capable of generating 1.21 gigawatts of electricity is a bolt of lightning.,",2021-05-28,611
430,#2C2C2PGQ,#L09YGU9,"Crazy drunk driver.,",2021-09-16,247
431,#8YVYGCP,#2Y0QR8YCR,"Stand tall, boy. Have some respect for yourself. Don't you know, if you let people walk over you now, they'll be walking over you for the rest of your life. Look at me. You think I'm gonna spend the rest of my life in this slop house?,",2020-11-20,975
432,#988RL92U,#8JRC80YPR,"Next saturday night we're sending you back to the future!,",2021-06-14,961
433,#22R2JCR2C,#2GL2RUJL,"I love you too, honey. Good luck with your show.,",2021-08-09,489
434,#22U2C2PP0,#G9GJYYJPU,"At an end your rule is, and not short enough it was!,",2020-11-01,124
435,#2L0CR9C0,#YPCVU2UQ,"But all’s well as ends well,",2020-08-04,60
436,#Q0L92PQ2,#GRY2909Q,"Since when can weathermen predict the weather, let alone the future?,",2021-09-25,249
437,#8L009JURJ,#P8YQU9LL2,"Look, Marvin, you gotta play. See, that's where they kiss for the first time on the dance floor. And if there's no music, they can't dance. If they can't dance, they can't kiss. If they can't kiss they can't fall in love, and I'm history.,",2021-07-18,
438,#2CUGV2Y98,#YLUY9YQ0,"Oh. One other thing. If you guys ever have kids, and one of them, when he's eight years old, accidentally sets fire to the living room rug... go easy on him.,",2021-02-24,
439,#CPQPPQ28,#98G8PYUQ2,"At an end your rule is, and not short enough it was!,",2021-04-16,566
440,#QL8CJUYQ,#2YJCGYVQ8,"Okay, I won't.,",2020-12-25,953
441,#JUUQ99U0,#2GJ0R2RL9,"The owls are not what they seem.,",2020-08-14,678
442,#2VV98UYP0,#90VLUCGVG,"Weight has nothing to do with it.,",2021-10-23,
443,#2V9P80RLC,#99UVLULJY,"The way I see it, if you're gonna build a time machine into a car, why not do it with some style?,",2021-06-26,
444,#8Y9VPLLYC,#VQ29UYYY,"It's the job that's never started as takes longest to finish.,",2021-11-10,
445,#LYG9QGGQ,#8PQ9QCPL,"My vocabulary did this to me. Your love will let you go on…,",2021-07-15,314
446,#VPC9RRQ,#20CLG9VGL,"But all’s well as ends well,",2020-10-06,197
447,#PG0QC29YR,#92VUJ99VQ,"Silence, Earthling. My name is Darth Vader. I am an extraterrestrial from the planet Vulcan!,",2021-04-05,950
448,#Y2PULV0LV,#2CYQJGCR,"What about all that talk about screwing up future events? The space-time continuum?,",2021-04-13,
449,#909UCGUYJ,#CPQPPQ28,"You know, this is great guys. Drinking and eating garbage. I'm glad we all took a mental health day.,",2021-01-22,502
450,#PJGGRCPC2,#8VLCCYU82,"I g-guess you guys aren't ready for that yet. But your kids are gonna love it.,",2021-02-13,
451,#2JRYRPL8,#8GLQ9G0RG,"Nothing burns like the cold.,",2021-08-14,
452,#2CQVC0899,#R8GRU8YP2,"You want a Pepsi, pal, you're gonna pay for it.,",2020-09-22,
453,#8PP0Y8J2,#2QCLLQ2G,"No, no, no, no, no, this sucker's electrical, but I need a nuclear reaction to generate the 1.21 gigawatts of electricity I need.,",2020-08-29,130
454,#22U2C2PP0,#8Y0LC0L08,"Look, I'm just not ready to ask Lorraine out to the dance, and not you, or anybody else on this planet is gonna make me change my mind.,",2021-10-21,764
455,#G8Q8C08,#22Y0PU08,"Often does hatred hurt itself!,",2021-01-14,512
456,#2LVQ2R,#80U90RGV,"You really think I ought to swear?,",2021-01-01,
457,#PU9Y888V,#CQ8CPPG9,"It has been a pleasure speaking to you.,",2020-11-24,
458,#92R9QJYYQ,#9LUQPG2Y,"Well, this is certainly a pleasant surprise.,",2020-09-13,65
459,#22Y9CGYGQ,#2VQ90LLL,"You can get anything you want at Alice's restaurant.,",2021-09-19,989
460,#CQG8R8UV,#VPC9RRQ,"It's stopped.,",2021-08-23,845
461,#LUGVG9PC,#8L200J88G,"All's well that ends better.,",2020-08-06,35
462,#P0VC8PJR,#P2RUVC9VR,"I look foul and feel fair.,",2020-09-23,69
463,#CGLRRPYL,#YU28V0LP,"Give me a Pepsi Free.,",2021-05-18,627
464,#829QLUVVR,#YQCL8VRL,"No, get out of town. My mom thinks I'm going camping with the guys. Look, Jennifer, my mother would freak out if she knew I was going out with you, and I'd get the standard lecture about how she never did that kind of stuff when she was a kid. I mean, look, I think the woman was born a nun.,",2020-12-02,84
465,#PCRRYUQ88,#2CUGV2Y98,"Clear your mind must be, if you are to find the villains behind this plot.,",2021-01-05,824
