battle,clan,start_date,end_date
124,#9LP9VCJ8,2021-08-23,2021-12-14
124,#9QY9JG09,2021-08-23,2021-12-14
124,#PV2G9U2L,2021-08-23,2021-12-14
124,#8YQ9LPPV,2021-08-23,2021-12-14
125,#8LGRYC,2019-08-24,2020-05-30
125,#9CCJ2R02,2019-08-24,2020-05-30
125,#9G2PVP0R,2019-08-24,2020-05-30
125,#PV2G9U2L,2019-08-24,2020-05-30
125,#QCJ0J9UP,2019-08-24,2020-05-30
126,#VQCQQJP,2020-01-06,2020-10-03
126,#8YLJ8UL2,2020-01-06,2020-10-03
126,#9G2PVP0R,2020-01-06,2020-10-03
126,#8YQ9LPPV,2020-01-06,2020-10-03
127,#9CCJ2R02,2020-03-09,2020-05-18
127,#QCJ0J9UP,2020-03-09,2020-05-18
127,#9QY9JG09,2020-03-09,2020-05-18
127,#8YLJ8UL2,2020-03-09,2020-05-18
127,#VQCQQJP,2020-03-09,2020-05-18
127,#8VUVGPVC,2020-03-09,2020-05-18
128,#PJY9PP98,2021-01-10,2021-04-01
128,#9QY9JG09,2021-01-10,2021-04-01
128,#9G2PVP0R,2021-01-10,2021-04-01
128,#PV2G9U2L,2021-01-10,2021-04-01
129,#L0YJ02YL,2020-12-12,2021-01-11
129,#8LGRYC,2020-12-12,2021-01-11
129,#VQCQQJP,2020-12-12,2021-01-11
129,#QCJ0J9UP,2020-12-12,2021-01-11
129,#8YQ9LPPV,2020-12-12,2021-01-11
129,#P0LLG9RG,2020-12-12,2021-01-11
130,#L0QPV,2020-04-25,2020-07-23
130,#P0LLG9RG,2020-04-25,2020-07-23
130,#2CQQVQCU,2020-04-25,2020-07-23
130,#8LGRYC,2020-04-25,2020-07-23
131,#2CQQVQCU,2021-06-06,2022-04-27
131,#8YLJ8UL2,2021-06-06,2022-04-27
131,#9LP9VCJ8,2021-06-06,2022-04-27
131,#L0YJ02YL,2021-06-06,2022-04-27
132,#PJY9PP98,2019-06-06,2019-09-26
132,#9LP9VCJ8,2019-06-06,2019-09-26
132,#8YQ9LPPV,2019-06-06,2019-09-26
133,#PV2G9U2L,2020-04-30,2020-11-13
133,#8YLJ8UL2,2020-04-30,2020-11-13
133,#9CCJ2R02,2020-04-30,2020-11-13
134,#9LP9VCJ8,2018-12-20,2019-02-01
134,#L0YJ02YL,2018-12-20,2019-02-01
134,#2CQQVQCU,2018-12-20,2019-02-01
134,#28V2QQ9C,2018-12-20,2019-02-01
134,#P0LLG9RG,2018-12-20,2019-02-01
134,#8LGRYC,2018-12-20,2019-02-01
135,#9LP9VCJ8,2019-02-28,2020-02-17
135,#8YQ9LPPV,2019-02-28,2020-02-17
135,#8VUVGPVC,2019-02-28,2020-02-17
136,#9LP9VCJ8,2021-06-05,2022-03-14
136,#28V2QQ9C,2021-06-05,2022-03-14
136,#9GUCJRL0,2021-06-05,2022-03-14
136,#2CQQVQCU,2021-06-05,2022-03-14
137,#PV2G9U2L,2021-02-08,2021-12-14
137,#PPCLCJG9,2021-02-08,2021-12-14
137,#L0QPV,2021-02-08,2021-12-14
138,#9LP9VCJ8,2020-11-29,2021-11-22
138,#9G2PVP0R,2020-11-29,2021-11-22
138,#8YLJ8UL2,2020-11-29,2021-11-22
139,#9GUCJRL0,2018-12-11,2019-02-17
139,#L0QPV,2018-12-11,2019-02-17
139,#L0YJ02YL,2018-12-11,2019-02-17
139,#28V2QQ9C,2018-12-11,2019-02-17
139,#PPCLCJG9,2018-12-11,2019-02-17
139,#8YLJ8UL2,2018-12-11,2019-02-17
140,#L0QPV,2019-04-04,2019-12-17
140,#9CCJ2R02,2019-04-04,2019-12-17
140,#28V2QQ9C,2019-04-04,2019-12-17
140,#8LGRYC,2019-04-04,2019-12-17
140,#VQCQQJP,2019-04-04,2019-12-17
140,#PV2G9U2L,2019-04-04,2019-12-17
140,#9LP9VCJ8,2019-04-04,2019-12-17
141,#9LP9VCJ8,2019-11-25,2020-09-21
141,#PPCLCJG9,2019-11-25,2020-09-21
141,#9GUCJRL0,2019-11-25,2020-09-21
141,#QCJ0J9UP,2019-11-25,2020-09-21
141,#8VUVGPVC,2019-11-25,2020-09-21
141,#9CCJ2R02,2019-11-25,2020-09-21
142,#VQCQQJP,2020-06-11,2020-08-07
142,#8YQ9LPPV,2020-06-11,2020-08-07
142,#9LP9VCJ8,2020-06-11,2020-08-07
142,#PJY9PP98,2020-06-11,2020-08-07
142,#L0QPV,2020-06-11,2020-08-07
142,#9G2PVP0R,2020-06-11,2020-08-07
143,#8VUVGPVC,2021-10-13,2022-11-09
143,#PJY9PP98,2021-10-13,2022-11-09
143,#VQCQQJP,2021-10-13,2022-11-09
143,#9QY9JG09,2021-10-13,2022-11-09
144,#9CCJ2R02,2021-10-21,2021-12-04
144,#9QY9JG09,2021-10-21,2021-12-04
144,#L0QPV,2021-10-21,2021-12-04
144,#8YLJ8UL2,2021-10-21,2021-12-04
144,#PJY9PP98,2021-10-21,2021-12-04
144,#9G2PVP0R,2021-10-21,2021-12-04
145,#8YLJ8UL2,2020-02-06,2020-07-27
145,#9CCJ2R02,2020-02-06,2020-07-27
145,#PPCLCJG9,2020-02-06,2020-07-27
145,#9QY9JG09,2020-02-06,2020-07-27
146,#9GUCJRL0,2020-05-01,2020-11-30
146,#L0YJ02YL,2020-05-01,2020-11-30
146,#8LGRYC,2020-05-01,2020-11-30
146,#28V2QQ9C,2020-05-01,2020-11-30
146,#8VUVGPVC,2020-05-01,2020-11-30
146,#PJY9PP98,2020-05-01,2020-11-30
146,#PV2G9U2L,2020-05-01,2020-11-30
147,#VQCQQJP,2021-06-11,2022-06-07
147,#9LP9VCJ8,2021-06-11,2022-06-07
147,#9CCJ2R02,2021-06-11,2022-06-07
148,#L0YJ02YL,2021-07-26,2022-04-11
148,#P0LLG9RG,2021-07-26,2022-04-11
148,#9CCJ2R02,2021-07-26,2022-04-11
148,#2CQQVQCU,2021-07-26,2022-04-11
148,#PPCLCJG9,2021-07-26,2022-04-11
149,#Y0QR0Y2U,2019-11-08,2020-05-19
149,#VQCQQJP,2019-11-08,2020-05-19
150,#9G2PVP0R,2021-05-05,2022-05-19
150,#L0YJ02YL,2021-05-05,2022-05-19
150,#8YQ9LPPV,2021-05-05,2022-05-19
150,#VQCQQJP,2021-05-05,2022-05-19
150,#PJY9PP98,2021-05-05,2022-05-19
150,#9GUCJRL0,2021-05-05,2022-05-19
151,#Y0QR0Y2U,2021-05-10,2022-03-16
151,#9QY9JG09,2021-05-10,2022-03-16
152,#9CCJ2R02,2021-02-01,2021-05-27
152,#8YLJ8UL2,2021-02-01,2021-05-27
152,#PPCLCJG9,2021-02-01,2021-05-27
152,#28V2QQ9C,2021-02-01,2021-05-27
153,#8LGRYC,2019-01-19,2019-10-25
153,#L0QPV,2019-01-19,2019-10-25
153,#8VUVGPVC,2019-01-19,2019-10-25
153,#9LP9VCJ8,2019-01-19,2019-10-25
153,#PJY9PP98,2019-01-19,2019-10-25
154,#9GUCJRL0,2018-11-25,2019-07-03
154,#8LGRYC,2018-11-25,2019-07-03
154,#PJY9PP98,2018-11-25,2019-07-03
155,#9CCJ2R02,2019-05-18,2019-05-31
155,#9LP9VCJ8,2019-05-18,2019-05-31
156,#9LP9VCJ8,2021-11-01,2022-01-08
156,#L0YJ02YL,2021-11-01,2022-01-08
156,#8YQ9LPPV,2021-11-01,2022-01-08
156,#L0QPV,2021-11-01,2022-01-08
157,#VQCQQJP,2019-08-08,2019-12-31
157,#Y0QR0Y2U,2019-08-08,2019-12-31
157,#PJY9PP98,2019-08-08,2019-12-31
157,#8LGRYC,2019-08-08,2019-12-31
157,#8YLJ8UL2,2019-08-08,2019-12-31
157,#L0QPV,2019-08-08,2019-12-31
159,#28V2QQ9C,2021-09-04,2022-01-28
159,#L0QPV,2021-09-04,2022-01-28
159,#9GUCJRL0,2021-09-04,2022-01-28
159,#9G2PVP0R,2021-09-04,2022-01-28
159,#PJY9PP98,2021-09-04,2022-01-28
160,#PJY9PP98,2021-09-02,2022-10-02
160,#9LP9VCJ8,2021-09-02,2022-10-02
160,#8YLJ8UL2,2021-09-02,2022-10-02
160,#VQCQQJP,2021-09-02,2022-10-02
160,#9G2PVP0R,2021-09-02,2022-10-02
161,#8YQ9LPPV,2020-04-17,2021-04-27
161,#L0QPV,2020-04-17,2021-04-27
161,#QCJ0J9UP,2020-04-17,2021-04-27
161,#9G2PVP0R,2020-04-17,2021-04-27
161,#9GUCJRL0,2020-04-17,2021-04-27
162,#L0QPV,2020-08-05,2021-05-10
162,#9CCJ2R02,2020-08-05,2021-05-10
163,#8YLJ8UL2,2020-01-18,2021-01-13
163,#9G2PVP0R,2020-01-18,2021-01-13
164,#8LGRYC,2019-05-13,2019-07-01
164,#PPCLCJG9,2019-05-13,2019-07-01
164,#9G2PVP0R,2019-05-13,2019-07-01
164,#8YQ9LPPV,2019-05-13,2019-07-01
164,#L0YJ02YL,2019-05-13,2019-07-01
164,#8VUVGPVC,2019-05-13,2019-07-01
164,#9LP9VCJ8,2019-05-13,2019-07-01
164,#8YLJ8UL2,2019-05-13,2019-07-01
164,#P0LLG9RG,2019-05-13,2019-07-01
165,#9GUCJRL0,2019-04-23,2019-10-01
165,#Y0QR0Y2U,2019-04-23,2019-10-01
165,#9QY9JG09,2019-04-23,2019-10-01
166,#8YLJ8UL2,2018-11-25,2019-05-02
166,#8LGRYC,2018-11-25,2019-05-02
166,#PV2G9U2L,2018-11-25,2019-05-02
167,#8YQ9LPPV,2018-12-08,2019-02-19
167,#PPCLCJG9,2018-12-08,2019-02-19
167,#8LGRYC,2018-12-08,2019-02-19
167,#9QY9JG09,2018-12-08,2019-02-19
167,#VQCQQJP,2018-12-08,2019-02-19
167,#8YLJ8UL2,2018-12-08,2019-02-19
167,#L0YJ02YL,2018-12-08,2019-02-19
167,#28V2QQ9C,2018-12-08,2019-02-19
167,#Y0QR0Y2U,2018-12-08,2019-02-19
168,#9G2PVP0R,2021-10-29,2022-07-08
168,#9QY9JG09,2021-10-29,2022-07-08
168,#9CCJ2R02,2021-10-29,2022-07-08
168,#PV2G9U2L,2021-10-29,2022-07-08
168,#28V2QQ9C,2021-10-29,2022-07-08
169,#P0LLG9RG,2020-02-22,2021-01-13
169,#9GUCJRL0,2020-02-22,2021-01-13
169,#L0QPV,2020-02-22,2021-01-13
169,#8LGRYC,2020-02-22,2021-01-13
169,#QCJ0J9UP,2020-02-22,2021-01-13
169,#9QY9JG09,2020-02-22,2021-01-13
169,#8VUVGPVC,2020-02-22,2021-01-13
170,#PJY9PP98,2019-04-19,2019-09-13
170,#8LGRYC,2019-04-19,2019-09-13
170,#QCJ0J9UP,2019-04-19,2019-09-13
170,#9LP9VCJ8,2019-04-19,2019-09-13
170,#P0LLG9RG,2019-04-19,2019-09-13
171,#9QY9JG09,2019-04-01,2019-06-16
171,#L0YJ02YL,2019-04-01,2019-06-16
171,#PPCLCJG9,2019-04-01,2019-06-16
171,#9LP9VCJ8,2019-04-01,2019-06-16
171,#2CQQVQCU,2019-04-01,2019-06-16
171,#28V2QQ9C,2019-04-01,2019-06-16
172,#PJY9PP98,2020-09-11,2021-07-25
172,#9GUCJRL0,2020-09-11,2021-07-25
172,#8YQ9LPPV,2020-09-11,2021-07-25
173,#9GUCJRL0,2020-01-01,2020-05-26
173,#8YQ9LPPV,2020-01-01,2020-05-26
174,#9GUCJRL0,2020-08-03,2021-05-18
174,#28V2QQ9C,2020-08-03,2021-05-18
174,#PPCLCJG9,2020-08-03,2021-05-18
175,#L0YJ02YL,2019-01-24,2019-07-15
175,#PJY9PP98,2019-01-24,2019-07-15
175,#8YLJ8UL2,2019-01-24,2019-07-15
175,#2CQQVQCU,2019-01-24,2019-07-15
176,#PV2G9U2L,2019-04-22,2020-04-07
176,#Y0QR0Y2U,2019-04-22,2020-04-07
176,#PPCLCJG9,2019-04-22,2020-04-07
176,#8YQ9LPPV,2019-04-22,2020-04-07
176,#9GUCJRL0,2019-04-22,2020-04-07
177,#PV2G9U2L,2021-02-20,2022-01-22
177,#VQCQQJP,2021-02-20,2022-01-22
177,#9QY9JG09,2021-02-20,2022-01-22
177,#8YLJ8UL2,2021-02-20,2022-01-22
178,#9CCJ2R02,2020-07-31,2020-10-24
178,#PV2G9U2L,2020-07-31,2020-10-24
178,#PJY9PP98,2020-07-31,2020-10-24
178,#QCJ0J9UP,2020-07-31,2020-10-24
179,#8YLJ8UL2,2019-01-08,2019-04-30
179,#9CCJ2R02,2019-01-08,2019-04-30
179,#PPCLCJG9,2019-01-08,2019-04-30
179,#9G2PVP0R,2019-01-08,2019-04-30
179,#8YQ9LPPV,2019-01-08,2019-04-30
179,#2CQQVQCU,2019-01-08,2019-04-30
179,#8VUVGPVC,2019-01-08,2019-04-30
179,#8LGRYC,2019-01-08,2019-04-30
180,#8VUVGPVC,2020-08-28,2021-04-09
180,#L0YJ02YL,2020-08-28,2021-04-09
180,#P0LLG9RG,2020-08-28,2021-04-09
181,#9QY9JG09,2020-02-26,2021-01-22
181,#2CQQVQCU,2020-02-26,2021-01-22
181,#PJY9PP98,2020-02-26,2021-01-22
181,#28V2QQ9C,2020-02-26,2021-01-22
181,#8LGRYC,2020-02-26,2021-01-22
182,#PPCLCJG9,2021-08-22,2021-11-08
182,#8LGRYC,2021-08-22,2021-11-08
183,#L0QPV,2021-02-14,2021-11-23
183,#9G2PVP0R,2021-02-14,2021-11-23
183,#QCJ0J9UP,2021-02-14,2021-11-23
183,#8LGRYC,2021-02-14,2021-11-23
184,#QCJ0J9UP,2019-03-20,2020-01-14
184,#PPCLCJG9,2019-03-20,2020-01-14
185,#8YLJ8UL2,2019-06-07,2019-11-15
185,#9QY9JG09,2019-06-07,2019-11-15
186,#L0QPV,2020-08-23,2021-07-04
186,#P0LLG9RG,2020-08-23,2021-07-04
186,#PJY9PP98,2020-08-23,2021-07-04
186,#9CCJ2R02,2020-08-23,2021-07-04
186,#VQCQQJP,2020-08-23,2021-07-04
186,#L0YJ02YL,2020-08-23,2021-07-04
186,#QCJ0J9UP,2020-08-23,2021-07-04
187,#L0QPV,2019-02-26,2019-06-11
187,#9G2PVP0R,2019-02-26,2019-06-11
187,#VQCQQJP,2019-02-26,2019-06-11
188,#8LGRYC,2021-04-25,2022-03-09
188,#9GUCJRL0,2021-04-25,2022-03-09
188,#8VUVGPVC,2021-04-25,2022-03-09
188,#PJY9PP98,2021-04-25,2022-03-09
189,#9GUCJRL0,2021-02-07,2021-08-13
189,#28V2QQ9C,2021-02-07,2021-08-13
189,#P0LLG9RG,2021-02-07,2021-08-13
189,#PPCLCJG9,2021-02-07,2021-08-13
189,#QCJ0J9UP,2021-02-07,2021-08-13
190,#L0QPV,2020-07-30,2020-12-26
190,#PV2G9U2L,2020-07-30,2020-12-26
190,#VQCQQJP,2020-07-30,2020-12-26
190,#Y0QR0Y2U,2020-07-30,2020-12-26
191,#9QY9JG09,2019-08-04,2020-06-30
191,#8VUVGPVC,2019-08-04,2020-06-30
191,#9LP9VCJ8,2019-08-04,2020-06-30
191,#9GUCJRL0,2019-08-04,2020-06-30
191,#28V2QQ9C,2019-08-04,2020-06-30
192,#9G2PVP0R,2019-10-18,2020-07-01
192,#2CQQVQCU,2019-10-18,2020-07-01
192,#P0LLG9RG,2019-10-18,2020-07-01
192,#PJY9PP98,2019-10-18,2020-07-01
192,#9CCJ2R02,2019-10-18,2020-07-01
193,#9LP9VCJ8,2020-10-13,2021-04-24
193,#P0LLG9RG,2020-10-13,2021-04-24
193,#PJY9PP98,2020-10-13,2021-04-24
194,#L0YJ02YL,2021-04-14,2021-05-24
194,#PV2G9U2L,2021-04-14,2021-05-24
194,#8YQ9LPPV,2021-04-14,2021-05-24
195,#28V2QQ9C,2021-08-08,2022-02-17
195,#8LGRYC,2021-08-08,2022-02-17
195,#9GUCJRL0,2021-08-08,2022-02-17
195,#PV2G9U2L,2021-08-08,2022-02-17
195,#2CQQVQCU,2021-08-08,2022-02-17
196,#PPCLCJG9,2020-06-07,2021-05-03
196,#9LP9VCJ8,2020-06-07,2021-05-03
196,#L0QPV,2020-06-07,2021-05-03
197,#P0LLG9RG,2021-02-23,2021-11-05
197,#Y0QR0Y2U,2021-02-23,2021-11-05
197,#L0QPV,2021-02-23,2021-11-05
197,#PJY9PP98,2021-02-23,2021-11-05
197,#9LP9VCJ8,2021-02-23,2021-11-05
198,#L0QPV,2020-12-30,2021-09-08
198,#28V2QQ9C,2020-12-30,2021-09-08
198,#PV2G9U2L,2020-12-30,2021-09-08
199,#8LGRYC,2018-11-18,2019-07-15
199,#8VUVGPVC,2018-11-18,2019-07-15
199,#9LP9VCJ8,2018-11-18,2019-07-15
199,#L0QPV,2018-11-18,2019-07-15
200,#PV2G9U2L,2021-01-19,2021-10-10
200,#9GUCJRL0,2021-01-19,2021-10-10
200,#P0LLG9RG,2021-01-19,2021-10-10
200,#9CCJ2R02,2021-01-19,2021-10-10
200,#9LP9VCJ8,2021-01-19,2021-10-10
200,#L0QPV,2021-01-19,2021-10-10
