player,clan,gold,date
#82VJQ22VQ,#P0LLG9RG,20,2021-11-06
#82VJQ22VQ,#P0LLG9RG,25,2021-10-11
#82VJQ22VQ,#P0LLG9RG,50,2021-09-17
#VQJ9UUP,#P0LLG9RG,35,2021-08-09
#VQJ9UUP,#P0LLG9RG,20,2021-08-12
#VQJ9UUP,#P0LLG9RG,50,2021-09-08
#VQJ9UUP,#P0LLG9RG,40,2021-08-29
#VQJ9UUP,#P0LLG9RG,30,2021-09-21
#VQJ9UUP,#P0LLG9RG,50,2021-11-05
#VQJ9UUP,#P0LLG9RG,15,2021-10-26
#VQJ9UUP,#P0LLG9RG,45,2021-09-18
#2PU98V8QJ,#P0LLG9RG,35,2021-10-23
#2PU98V8QJ,#P0LLG9RG,15,2021-10-24
#2PU98V8QJ,#P0LLG9RG,20,2021-11-06
#2VQQR20,#P0LLG9RG,35,2021-11-04
#GPU8P0C9,#QCJ0J9UP,50,2021-10-15
#GPU8P0C9,#QCJ0J9UP,45,2021-10-15
#GPU8P0C9,#QCJ0J9UP,20,2021-10-12
#GPU8P0C9,#QCJ0J9UP,35,2021-09-21
#GPU8P0C9,#QCJ0J9UP,45,2021-09-09
#GPU8P0C9,#QCJ0J9UP,50,2021-09-26
#GPU8P0C9,#QCJ0J9UP,55,2021-11-09
#28PUV9PRQ,#QCJ0J9UP,40,2021-11-05
#28PUV9PRQ,#QCJ0J9UP,40,2021-09-22
#28PUV9PRQ,#QCJ0J9UP,30,2021-08-12
#28PUV9PRQ,#QCJ0J9UP,20,2021-10-05
#28PUV9PRQ,#QCJ0J9UP,45,2021-08-28
#28PUV9PRQ,#QCJ0J9UP,35,2021-08-13
#28PUV9PRQ,#QCJ0J9UP,30,2021-10-12
#28PUV9PRQ,#QCJ0J9UP,35,2021-08-23
#LUGVG9PC,#QCJ0J9UP,50,2021-11-01
#LUGVG9PC,#QCJ0J9UP,55,2021-10-14
#LUGVG9PC,#QCJ0J9UP,15,2021-10-26
#LUGVG9PC,#QCJ0J9UP,40,2021-09-17
#LUGVG9PC,#QCJ0J9UP,30,2021-10-28
#LUGVG9PC,#QCJ0J9UP,30,2021-10-29
#LUGVG9PC,#QCJ0J9UP,30,2021-09-26
#LUGVG9PC,#QCJ0J9UP,45,2021-08-05
#LUGVG9PC,#QCJ0J9UP,20,2021-09-30
#LUGVG9PC,#QCJ0J9UP,30,2021-10-23
#J9URJR90,#QCJ0J9UP,50,2021-10-01
#GUPPRCQ,#QCJ0J9UP,15,2021-08-09
#GUPPRCQ,#QCJ0J9UP,45,2021-10-30
#GUPPRCQ,#QCJ0J9UP,55,2021-10-02
#GUPPRCQ,#QCJ0J9UP,50,2021-10-12
#GUPPRCQ,#QCJ0J9UP,25,2021-08-19
#GUPPRCQ,#QCJ0J9UP,40,2021-10-11
#GUPPRCQ,#QCJ0J9UP,15,2021-11-01
#YVPYVV9V,#QCJ0J9UP,30,2021-08-30
#YVPYVV9V,#QCJ0J9UP,35,2021-10-05
#YVPYVV9V,#QCJ0J9UP,50,2021-10-27
#YVPYVV9V,#QCJ0J9UP,15,2021-09-15
#80V0JULJ,#QCJ0J9UP,20,2021-08-19
#80V0JULJ,#QCJ0J9UP,40,2021-09-13
#80V0JULJ,#QCJ0J9UP,55,2021-08-06
#80V0JULJ,#QCJ0J9UP,50,2021-08-16
#80V0JULJ,#QCJ0J9UP,35,2021-09-15
#80V0JULJ,#QCJ0J9UP,35,2021-11-10
#L2R22CP,#QCJ0J9UP,55,2021-09-01
#L2R22CP,#QCJ0J9UP,50,2021-09-23
#L2R22CP,#QCJ0J9UP,40,2021-11-05
#L2R22CP,#QCJ0J9UP,20,2021-08-11
#L2R22CP,#QCJ0J9UP,20,2021-08-07
#L2R22CP,#QCJ0J9UP,15,2021-11-06
#L2R22CP,#QCJ0J9UP,30,2021-10-08
#L2R22CP,#QCJ0J9UP,40,2021-10-29
#L2R22CP,#QCJ0J9UP,35,2021-11-03
#JJPCVQU8,#QCJ0J9UP,25,2021-10-26
#JJPCVQU8,#QCJ0J9UP,15,2021-10-31
#JJPCVQU8,#QCJ0J9UP,45,2021-10-06
#JJPCVQU8,#QCJ0J9UP,25,2021-10-17
#JJPCVQU8,#QCJ0J9UP,20,2021-09-16
#JJPCVQU8,#QCJ0J9UP,15,2021-09-27
#JJPCVQU8,#QCJ0J9UP,45,2021-11-11
#JJPCVQU8,#QCJ0J9UP,15,2021-10-08
#9UUC9L280,#QCJ0J9UP,30,2021-10-06
#CQ82JUC,#QCJ0J9UP,45,2021-10-03
#CQ82JUC,#QCJ0J9UP,55,2021-08-31
#CQ82JUC,#QCJ0J9UP,30,2021-08-30
#CQ82JUC,#QCJ0J9UP,35,2021-08-17
#2C098VPL,#QCJ0J9UP,35,2021-11-04
#2C098VPL,#QCJ0J9UP,50,2021-09-06
#2C098VPL,#QCJ0J9UP,25,2021-10-20
#2C098VPL,#QCJ0J9UP,55,2021-11-06
#2C098VPL,#QCJ0J9UP,55,2021-10-24
#2C098VPL,#QCJ0J9UP,50,2021-08-20
#2C098VPL,#QCJ0J9UP,50,2021-10-13
#2C098VPL,#QCJ0J9UP,30,2021-10-15
#2C098VPL,#QCJ0J9UP,30,2021-10-23
#J8YPGGJ,#QCJ0J9UP,20,2021-11-06
#J8YPGGJ,#QCJ0J9UP,30,2021-09-23
#J8YPGGJ,#QCJ0J9UP,45,2021-10-28
#J8YPGGJ,#QCJ0J9UP,55,2021-10-14
#J8YPGGJ,#QCJ0J9UP,40,2021-10-12
#J8YPGGJ,#QCJ0J9UP,25,2021-08-13
#J8YPGGJ,#QCJ0J9UP,25,2021-10-01
#P9R8CPCUG,#QCJ0J9UP,50,2021-10-26
#8QYCJR99,#QCJ0J9UP,35,2021-11-02
#8QYCJR99,#QCJ0J9UP,15,2021-09-14
#8QYCJR99,#QCJ0J9UP,30,2021-10-02
#8QYCJR99,#QCJ0J9UP,55,2021-10-24
#8QYCJR99,#QCJ0J9UP,35,2021-09-01
#R0CG80YG0,#QCJ0J9UP,55,2021-09-28
#V9G8PQGG,#QCJ0J9UP,45,2021-09-20
#V9G8PQGG,#QCJ0J9UP,30,2021-08-15
#V9G8PQGG,#QCJ0J9UP,30,2021-11-06
#V9G8PQGG,#QCJ0J9UP,55,2021-09-07
#V9G8PQGG,#QCJ0J9UP,30,2021-09-17
#V9G8PQGG,#QCJ0J9UP,35,2021-11-02
#8VR98PCLC,#QCJ0J9UP,40,2021-10-15
#8VR98PCLC,#QCJ0J9UP,50,2021-10-16
#P88L0ULQ,#QCJ0J9UP,30,2021-08-15
#2GPURRRCG,#QCJ0J9UP,30,2021-09-27
#2GPURRRCG,#QCJ0J9UP,20,2021-09-02
#2GPURRRCG,#QCJ0J9UP,40,2021-08-11
#2GPURRRCG,#QCJ0J9UP,25,2021-08-30
#2GPURRRCG,#QCJ0J9UP,45,2021-10-04
#2GPURRRCG,#QCJ0J9UP,25,2021-10-30
#2GPURRRCG,#QCJ0J9UP,30,2021-08-19
#2GPURRRCG,#QCJ0J9UP,40,2021-08-29
#2GPURRRCG,#QCJ0J9UP,55,2021-09-21
#2GPURRRCG,#QCJ0J9UP,35,2021-11-08
#8RRVL8P,#QCJ0J9UP,55,2021-08-06
#8RRVL8P,#QCJ0J9UP,25,2021-11-07
#8RRVL8P,#QCJ0J9UP,45,2021-10-22
#8RRVL8P,#QCJ0J9UP,15,2021-10-11
#8RRVL8P,#QCJ0J9UP,55,2021-08-30
#8RRVL8P,#QCJ0J9UP,35,2021-10-18
#8RRVL8P,#QCJ0J9UP,25,2021-10-17
#8RRVL8P,#QCJ0J9UP,25,2021-09-28
#208GJV,#QCJ0J9UP,35,2021-10-31
#208GJV,#QCJ0J9UP,15,2021-11-02
#PG28UYQLJ,#QCJ0J9UP,55,2021-09-04
#PG28UYQLJ,#QCJ0J9UP,50,2021-10-01
#PG28UYQLJ,#QCJ0J9UP,35,2021-09-19
#PG28UYQLJ,#QCJ0J9UP,20,2021-09-07
#PG28UYQLJ,#QCJ0J9UP,15,2021-10-14
#PG28UYQLJ,#QCJ0J9UP,45,2021-09-04
#PG28UYQLJ,#QCJ0J9UP,20,2021-08-25
#PG28UYQLJ,#QCJ0J9UP,55,2021-09-15
#9YYGL9GUQ,#QCJ0J9UP,40,2021-08-20
#2QLJPC2R0,#QCJ0J9UP,25,2021-09-09
#2QLJPC2R0,#QCJ0J9UP,45,2021-10-09
#2QLJPC2R0,#QCJ0J9UP,25,2021-09-08
#2QLJPC2R0,#QCJ0J9UP,30,2021-10-10
#2Q80QPGCU,#QCJ0J9UP,15,2021-09-21
#2Q80QPGCU,#QCJ0J9UP,45,2021-10-18
#2Q80QPGCU,#QCJ0J9UP,45,2021-08-06
#2Q80QPGCU,#QCJ0J9UP,30,2021-08-21
#2Q80QPGCU,#QCJ0J9UP,25,2021-08-05
#2Q80QPGCU,#QCJ0J9UP,15,2021-09-27
#2Q80QPGCU,#QCJ0J9UP,15,2021-08-19
#28GG9QJPY,#QCJ0J9UP,45,2021-11-07
#28GG9QJPY,#QCJ0J9UP,15,2021-09-24
#28GG9QJPY,#QCJ0J9UP,50,2021-08-13
#GUQV2YCY,#QCJ0J9UP,15,2021-08-19
#GUQV2YCY,#QCJ0J9UP,45,2021-10-25
#GUQV2YCY,#QCJ0J9UP,25,2021-08-19
#GUQV2YCY,#QCJ0J9UP,20,2021-09-29
#GUQV2YCY,#QCJ0J9UP,55,2021-08-05
#GUQV2YCY,#QCJ0J9UP,50,2021-10-16
#GUQV2YCY,#QCJ0J9UP,35,2021-11-03
#GUQV2YCY,#QCJ0J9UP,30,2021-09-05
#GUQV2YCY,#QCJ0J9UP,15,2021-09-05
#GUQV2YCY,#QCJ0J9UP,55,2021-08-27
#UP9QQ9VY,#QCJ0J9UP,20,2021-09-20
#UP9QQ9VY,#QCJ0J9UP,40,2021-10-04
#UP9QQ9VY,#QCJ0J9UP,50,2021-09-24
#UP9QQ9VY,#QCJ0J9UP,15,2021-10-01
#UP9QQ9VY,#QCJ0J9UP,25,2021-08-03
#UP9QQ9VY,#QCJ0J9UP,20,2021-08-04
#2L2UC2LQU,#QCJ0J9UP,15,2021-09-19
#2V2QJLU2Y,#QCJ0J9UP,20,2021-08-31
#2V2QJLU2Y,#QCJ0J9UP,35,2021-08-23
#JU0VG99C,#QCJ0J9UP,50,2021-10-30
#JU0VG99C,#QCJ0J9UP,30,2021-09-26
#JU0VG99C,#QCJ0J9UP,35,2021-08-13
#JU0VG99C,#QCJ0J9UP,45,2021-10-25
#JU0VG99C,#QCJ0J9UP,45,2021-08-30
#JU0VG99C,#QCJ0J9UP,50,2021-11-06
#JU0VG99C,#QCJ0J9UP,45,2021-08-07
#JU0VG99C,#QCJ0J9UP,40,2021-09-24
#CQ0YGRU,#QCJ0J9UP,35,2021-08-26
#CQ0YGRU,#QCJ0J9UP,25,2021-08-19
#9JLQPU802,#QCJ0J9UP,15,2021-11-07
#9JLQPU802,#QCJ0J9UP,15,2021-08-25
#9JLQPU802,#QCJ0J9UP,40,2021-11-09
#9JLQPU802,#QCJ0J9UP,40,2021-09-10
#9JLQPU802,#QCJ0J9UP,20,2021-11-01
#9JLQPU802,#QCJ0J9UP,50,2021-08-10
#8URCGCLPG,#QCJ0J9UP,15,2021-08-04
#8URCGCLPG,#QCJ0J9UP,55,2021-11-01
#8URCGCLPG,#QCJ0J9UP,40,2021-10-27
#VPUQYUY,#QCJ0J9UP,25,2021-10-18
#VPUQYUY,#QCJ0J9UP,25,2021-10-18
#VPUQYUY,#QCJ0J9UP,45,2021-08-31
#VPUQYUY,#QCJ0J9UP,20,2021-10-10
#VPUQYUY,#QCJ0J9UP,50,2021-09-24
#VPUQYUY,#QCJ0J9UP,55,2021-10-26
#VPUQYUY,#QCJ0J9UP,20,2021-09-13
#VPUQYUY,#QCJ0J9UP,50,2021-10-05
#9CRJ0YUVL,#QCJ0J9UP,55,2021-09-02
#9CRJ0YUVL,#QCJ0J9UP,45,2021-09-25
#9CRJ0YUVL,#QCJ0J9UP,35,2021-09-13
#9CRJ0YUVL,#QCJ0J9UP,40,2021-09-27
#9CRJ0YUVL,#QCJ0J9UP,15,2021-09-08
#LCCGJQJC,#QCJ0J9UP,40,2021-08-28
#LCCGJQJC,#QCJ0J9UP,15,2021-09-06
#LCCGJQJC,#QCJ0J9UP,40,2021-10-12
#LCCGJQJC,#QCJ0J9UP,35,2021-09-25
#LCCGJQJC,#QCJ0J9UP,15,2021-08-05
#LCCGJQJC,#QCJ0J9UP,15,2021-10-12
#2092CR2RV,#QCJ0J9UP,45,2021-08-19
#2092CR2RV,#QCJ0J9UP,35,2021-08-24
#2092CR2RV,#QCJ0J9UP,30,2021-09-10
#2092CR2RV,#QCJ0J9UP,40,2021-08-23
#2092CR2RV,#QCJ0J9UP,55,2021-09-19
#2092CR2RV,#QCJ0J9UP,55,2021-08-08
#PP80GVGUP,#QCJ0J9UP,15,2021-10-02
#PP80GVGUP,#QCJ0J9UP,35,2021-08-28
#2YJCGYVQ8,#QCJ0J9UP,25,2021-10-25
#2YJCGYVQ8,#QCJ0J9UP,55,2021-10-22
#2YJCGYVQ8,#QCJ0J9UP,35,2021-10-18
#2YJCGYVQ8,#QCJ0J9UP,30,2021-10-22
#2YJCGYVQ8,#QCJ0J9UP,15,2021-08-21
#2YJCGYVQ8,#QCJ0J9UP,55,2021-10-08
#2YJCGYVQ8,#QCJ0J9UP,50,2021-10-18
#2YJCGYVQ8,#QCJ0J9UP,30,2021-09-09
#2YJCGYVQ8,#QCJ0J9UP,40,2021-09-21
#2YJCGYVQ8,#QCJ0J9UP,55,2021-08-11
#R2UYQ9898,#QCJ0J9UP,30,2021-08-15
#R2UYQ9898,#QCJ0J9UP,40,2021-10-03
#R2UYQ9898,#QCJ0J9UP,35,2021-08-29
#R2UYQ9898,#QCJ0J9UP,40,2021-08-04
#R2UYQ9898,#QCJ0J9UP,15,2021-08-30
#R2UYQ9898,#QCJ0J9UP,40,2021-10-26
#R2UYQ9898,#QCJ0J9UP,25,2021-08-15
#R2UYQ9898,#QCJ0J9UP,30,2021-08-17
#R2UYQ9898,#QCJ0J9UP,30,2021-08-20
#R2UYQ9898,#QCJ0J9UP,45,2021-09-06
#90UJPLCQQ,#QCJ0J9UP,40,2021-11-04
#90UJPLCQQ,#QCJ0J9UP,35,2021-09-25
#90UJPLCQQ,#QCJ0J9UP,50,2021-08-22
#90UJPLCQQ,#QCJ0J9UP,50,2021-10-09
#90UJPLCQQ,#QCJ0J9UP,55,2021-11-03
#RQQQY2L28,#QCJ0J9UP,15,2021-10-22
#9U22V0P,#PJY9PP98,30,2021-10-15
#9U22V0P,#PJY9PP98,35,2021-10-10
#9U22V0P,#PJY9PP98,30,2021-09-29
#9U22V0P,#PJY9PP98,35,2021-10-30
#9U22V0P,#PJY9PP98,30,2021-10-09
#9U22V0P,#PJY9PP98,55,2021-11-02
#9U22V0P,#PJY9PP98,15,2021-09-10
#9U22V0P,#PJY9PP98,15,2021-09-03
#9U22V0P,#PJY9PP98,20,2021-10-25
#2UJ0RCCUQ,#PJY9PP98,55,2021-09-21
#2UJ0RCCUQ,#PJY9PP98,15,2021-08-24
#8088R0VP,#PJY9PP98,40,2021-08-23
#8088R0VP,#PJY9PP98,45,2021-09-05
#8088R0VP,#PJY9PP98,20,2021-09-08
#8088R0VP,#PJY9PP98,50,2021-09-06
#8088R0VP,#PJY9PP98,50,2021-10-21
#8088R0VP,#PJY9PP98,20,2021-09-03
#8088R0VP,#PJY9PP98,25,2021-09-30
#8088R0VP,#PJY9PP98,25,2021-09-30
#8088R0VP,#PJY9PP98,25,2021-09-26
#8088R0VP,#PJY9PP98,35,2021-09-04
#9VY20LY8,#PJY9PP98,50,2021-11-06
#9VY20LY8,#PJY9PP98,30,2021-09-14
#9VY20LY8,#PJY9PP98,25,2021-08-06
#9VY20LY8,#PJY9PP98,50,2021-09-19
#9VY20LY8,#PJY9PP98,55,2021-09-19
#9VY20LY8,#PJY9PP98,20,2021-11-01
#9VY20LY8,#PJY9PP98,30,2021-09-23
#9VY20LY8,#PJY9PP98,20,2021-10-27
#9VY20LY8,#PJY9PP98,55,2021-10-26
#RCGPJGYQ,#PJY9PP98,45,2021-11-08
#RCGPJGYQ,#PJY9PP98,55,2021-08-13
#8RRCVCGP,#PJY9PP98,35,2021-09-22
#8RRCVCGP,#PJY9PP98,15,2021-08-08
#8RRCVCGP,#PJY9PP98,50,2021-09-27
#8RRCVCGP,#PJY9PP98,40,2021-11-02
#8RRCVCGP,#PJY9PP98,30,2021-10-20
#98G8PYUQ2,#PJY9PP98,45,2021-11-06
#98G8PYUQ2,#PJY9PP98,35,2021-09-30
#98G8PYUQ2,#PJY9PP98,15,2021-08-11
#98G8PYUQ2,#PJY9PP98,20,2021-10-25
#98G8PYUQ2,#PJY9PP98,15,2021-10-01
#98G8PYUQ2,#PJY9PP98,55,2021-10-23
#98G8PYUQ2,#PJY9PP98,50,2021-10-29
#98G8PYUQ2,#PJY9PP98,55,2021-10-27
#98G8PYUQ2,#PJY9PP98,40,2021-09-06
#98G8PYUQ2,#PJY9PP98,40,2021-09-14
#CYRL0RY2,#PJY9PP98,50,2021-11-03
#CYRL0RY2,#PJY9PP98,40,2021-10-07
#CYRL0RY2,#PJY9PP98,25,2021-08-22
#CYRL0RY2,#PJY9PP98,55,2021-09-21
#CYRL0RY2,#PJY9PP98,30,2021-08-19
#90UL09LP,#PJY9PP98,45,2021-09-27
#90UL09LP,#PJY9PP98,45,2021-10-23
#90UL09LP,#PJY9PP98,15,2021-09-05
#90UL09LP,#PJY9PP98,45,2021-10-03
#90UL09LP,#PJY9PP98,40,2021-09-15
#90UL09LP,#PJY9PP98,45,2021-08-24
#90UL09LP,#PJY9PP98,55,2021-09-17
#P09C0GC0,#PJY9PP98,40,2021-09-02
#P09C0GC0,#PJY9PP98,30,2021-09-04
#P09C0GC0,#PJY9PP98,50,2021-09-30
#P09C0GC0,#PJY9PP98,30,2021-10-09
#P09C0GC0,#PJY9PP98,55,2021-10-02
#P09C0GC0,#PJY9PP98,15,2021-08-19
#P09C0GC0,#PJY9PP98,30,2021-08-21
#P09C0GC0,#PJY9PP98,20,2021-10-22
#P09C0GC0,#PJY9PP98,50,2021-10-06
#P09C0GC0,#PJY9PP98,25,2021-08-11
#RUC9GCUL,#PJY9PP98,15,2021-10-05
#RUC9GCUL,#PJY9PP98,35,2021-09-14
#RUC9GCUL,#PJY9PP98,40,2021-09-27
#RUC9GCUL,#PJY9PP98,50,2021-10-17
#RUC9GCUL,#PJY9PP98,50,2021-08-28
#RUC9GCUL,#PJY9PP98,15,2021-11-05
#8L000LJ9Y,#PJY9PP98,30,2021-09-10
#8L000LJ9Y,#PJY9PP98,45,2021-09-03
#8L000LJ9Y,#PJY9PP98,30,2021-10-04
#8L000LJ9Y,#PJY9PP98,50,2021-09-29
#8L000LJ9Y,#PJY9PP98,50,2021-10-18
#8L000LJ9Y,#PJY9PP98,15,2021-10-27
#8L000LJ9Y,#PJY9PP98,55,2021-09-19
#8L000LJ9Y,#PJY9PP98,25,2021-10-20
#8L000LJ9Y,#PJY9PP98,45,2021-10-09
#2YUVY0JL0,#PJY9PP98,55,2021-09-27
#2YUVY0JL0,#PJY9PP98,35,2021-11-03
#2YUVY0JL0,#PJY9PP98,25,2021-11-07
#2YUVY0JL0,#PJY9PP98,15,2021-09-21
#2YUVY0JL0,#PJY9PP98,50,2021-10-15
#2YUVY0JL0,#PJY9PP98,25,2021-09-19
#2YUVY0JL0,#PJY9PP98,55,2021-08-07
#2YUVY0JL0,#PJY9PP98,45,2021-09-19
#2YUVY0JL0,#PJY9PP98,20,2021-09-08
#QQVYGQ0Y,#PJY9PP98,15,2021-08-18
#QQVYGQ0Y,#PJY9PP98,20,2021-10-05
#QQVYGQ0Y,#PJY9PP98,35,2021-10-07
#QQVYGQ0Y,#PJY9PP98,55,2021-09-25
#QQVYGQ0Y,#PJY9PP98,55,2021-10-17
#QQVYGQ0Y,#PJY9PP98,55,2021-11-09
#P2CLCV8,#PJY9PP98,40,2021-09-06
#8RYR9L2J,#PJY9PP98,20,2021-09-12
#8RYR9L2J,#PJY9PP98,40,2021-10-07
#8RYR9L2J,#PJY9PP98,35,2021-10-03
#8RYR9L2J,#PJY9PP98,30,2021-09-09
#L09YGU9,#PJY9PP98,30,2021-09-15
#L09YGU9,#PJY9PP98,55,2021-10-14
#L09YGU9,#PJY9PP98,15,2021-10-26
#L09YGU9,#PJY9PP98,40,2021-08-23
#L09YGU9,#PJY9PP98,55,2021-11-11
#L09YGU9,#PJY9PP98,15,2021-10-12
#L09YGU9,#PJY9PP98,20,2021-10-12
#QVC8PGUG,#PJY9PP98,45,2021-11-07
#QVC8PGUG,#PJY9PP98,20,2021-09-23
#QVC8PGUG,#PJY9PP98,50,2021-09-27
#QVC8PGUG,#PJY9PP98,20,2021-10-09
#8UJQPR22,#PJY9PP98,25,2021-08-17
#8UJQPR22,#PJY9PP98,50,2021-09-01
#P99JPCLQ8,#PJY9PP98,35,2021-09-14
#P99JPCLQ8,#PJY9PP98,30,2021-08-24
#P99JPCLQ8,#PJY9PP98,25,2021-10-29
#P99JPCLQ8,#PJY9PP98,50,2021-08-05
#P99JPCLQ8,#PJY9PP98,15,2021-11-10
#P99JPCLQ8,#PJY9PP98,25,2021-10-25
#P99JPCLQ8,#PJY9PP98,20,2021-08-22
#P99JPCLQ8,#PJY9PP98,35,2021-09-29
#P99JPCLQ8,#PJY9PP98,15,2021-09-01
#2JPPU8YRY,#PJY9PP98,40,2021-11-07
#2JPPU8YRY,#PJY9PP98,55,2021-08-16
#2JPPU8YRY,#PJY9PP98,25,2021-08-22
#2JPPU8YRY,#PJY9PP98,15,2021-10-12
#2JPPU8YRY,#PJY9PP98,40,2021-10-20
#2JPPU8YRY,#PJY9PP98,20,2021-08-09
#2JPPU8YRY,#PJY9PP98,30,2021-10-05
#2JPPU8YRY,#PJY9PP98,30,2021-10-20
#2JPPU8YRY,#PJY9PP98,55,2021-09-02
#2JPPU8YRY,#PJY9PP98,55,2021-10-14
#280YVGJQU,#PJY9PP98,30,2021-09-14
#280YVGJQU,#PJY9PP98,55,2021-10-03
#280YVGJQU,#PJY9PP98,20,2021-09-17
#280YVGJQU,#PJY9PP98,55,2021-10-23
#280YVGJQU,#PJY9PP98,35,2021-11-06
#PR009PUL,#PJY9PP98,20,2021-09-26
#PR009PUL,#PJY9PP98,15,2021-09-16
#PR009PUL,#PJY9PP98,50,2021-10-23
#PR009PUL,#PJY9PP98,35,2021-10-16
#PR009PUL,#PJY9PP98,40,2021-10-27
#PR009PUL,#PJY9PP98,20,2021-09-18
#PR009PUL,#PJY9PP98,25,2021-11-10
#PR009PUL,#PJY9PP98,45,2021-08-22
#PR009PUL,#PJY9PP98,20,2021-10-16
#2CRJGPRY,#PJY9PP98,20,2021-10-01
#2CRJGPRY,#PJY9PP98,15,2021-10-21
#2CRJGPRY,#PJY9PP98,20,2021-09-20
#2CRJGPRY,#PJY9PP98,40,2021-09-11
#R82VQ90R,#PJY9PP98,45,2021-08-05
#R82VQ90R,#PJY9PP98,35,2021-08-29
#R82VQ90R,#PJY9PP98,15,2021-08-25
#R82VQ90R,#PJY9PP98,30,2021-08-30
#R82VQ90R,#PJY9PP98,25,2021-11-03
#R82VQ90R,#PJY9PP98,50,2021-08-07
#R82VQ90R,#PJY9PP98,50,2021-08-21
#R82VQ90R,#PJY9PP98,35,2021-08-10
#R82VQ90R,#PJY9PP98,20,2021-10-13
#92VY9UPG,#PJY9PP98,15,2021-08-12
#92VY9UPG,#PJY9PP98,45,2021-09-10
#92VY9UPG,#PJY9PP98,55,2021-08-20
#92VY9UPG,#PJY9PP98,40,2021-09-11
#92VY9UPG,#PJY9PP98,50,2021-10-31
#92VY9UPG,#PJY9PP98,50,2021-09-10
#92VY9UPG,#PJY9PP98,50,2021-11-05
#92VY9UPG,#PJY9PP98,25,2021-08-29
#92VY9UPG,#PJY9PP98,25,2021-09-16
#92VY9UPG,#PJY9PP98,45,2021-09-07
#8V2RJLUL,#PJY9PP98,55,2021-10-01
#8V2RJLUL,#PJY9PP98,45,2021-10-25
#8V2RJLUL,#PJY9PP98,15,2021-08-10
#8V2RJLUL,#PJY9PP98,55,2021-11-09
#8V2RJLUL,#PJY9PP98,30,2021-10-03
#8V2RJLUL,#PJY9PP98,50,2021-10-01
#8V2RJLUL,#PJY9PP98,35,2021-09-06
#8V2RJLUL,#PJY9PP98,15,2021-09-22
#8V2RJLUL,#PJY9PP98,35,2021-08-30
#8V2RJLUL,#PJY9PP98,55,2021-08-28
#PQLGJ90Y,#PJY9PP98,30,2021-08-31
#PQLGJ90Y,#PJY9PP98,30,2021-11-02
#PQLGJ90Y,#PJY9PP98,30,2021-09-13
#PQLGJ90Y,#PJY9PP98,50,2021-11-02
#PQLGJ90Y,#PJY9PP98,35,2021-08-15
#PQLGJ90Y,#PJY9PP98,50,2021-10-09
#PQLGJ90Y,#PJY9PP98,25,2021-08-12
#2QY9CYJVY,#PJY9PP98,50,2021-08-10
#2QY9CYJVY,#PJY9PP98,50,2021-09-15
#2QY9CYJVY,#PJY9PP98,30,2021-09-17
#2QY9CYJVY,#PJY9PP98,45,2021-11-10
#8P2CR00L,#PJY9PP98,45,2021-09-08
#8P2CR00L,#PJY9PP98,35,2021-08-16
#8P2CR00L,#PJY9PP98,50,2021-08-30
#8P2CR00L,#PJY9PP98,30,2021-11-03
#8P2CR00L,#PJY9PP98,25,2021-09-14
#8P2CR00L,#PJY9PP98,20,2021-08-16
#8P2CR00L,#PJY9PP98,20,2021-09-14
#8P2CR00L,#PJY9PP98,45,2021-09-21
#8P2CR00L,#PJY9PP98,20,2021-09-25
#LRUQQPVU,#PJY9PP98,20,2021-11-06
#LRUQQPVU,#PJY9PP98,15,2021-10-24
#LRUQQPVU,#PJY9PP98,50,2021-10-12
#LRUQQPVU,#PJY9PP98,30,2021-08-04
#LRUQQPVU,#PJY9PP98,55,2021-09-24
#LRUQQPVU,#PJY9PP98,55,2021-08-22
#LRUQQPVU,#PJY9PP98,40,2021-08-16
#892JJYVC,#PJY9PP98,50,2021-10-31
#892JJYVC,#PJY9PP98,55,2021-08-19
#892JJYVC,#PJY9PP98,55,2021-09-07
#892JJYVC,#PJY9PP98,25,2021-09-10
#G2RPJVRJ,#PJY9PP98,20,2021-08-16
#G2RPJVRJ,#PJY9PP98,15,2021-11-03
#G2RPJVRJ,#PJY9PP98,45,2021-11-10
#G2RPJVRJ,#PJY9PP98,20,2021-10-18
#G2RPJVRJ,#PJY9PP98,50,2021-09-17
#G2RPJVRJ,#PJY9PP98,35,2021-09-17
#G2RPJVRJ,#PJY9PP98,15,2021-11-06
#YGYJ220L,#PJY9PP98,25,2021-10-17
#YGYJ220L,#PJY9PP98,30,2021-11-07
#YGYJ220L,#PJY9PP98,35,2021-10-16
#YGYJ220L,#PJY9PP98,25,2021-11-05
#YGYJ220L,#PJY9PP98,35,2021-11-07
#YGYJ220L,#PJY9PP98,40,2021-08-28
#YGYJ220L,#PJY9PP98,15,2021-09-10
#YGYJ220L,#PJY9PP98,45,2021-08-17
#YGYJ220L,#PJY9PP98,25,2021-10-12
#8U2LRYGR,#PJY9PP98,50,2021-09-23
#8U2LRYGR,#PJY9PP98,50,2021-09-20
#8U2LRYGR,#PJY9PP98,45,2021-08-04
#8U2LRYGR,#PJY9PP98,20,2021-10-17
#8U2LRYGR,#PJY9PP98,35,2021-10-27
#8U2LRYGR,#PJY9PP98,45,2021-09-03
#8U2LRYGR,#PJY9PP98,20,2021-10-13
#8U2LRYGR,#PJY9PP98,35,2021-09-02
#2CRGVCU0,#PJY9PP98,50,2021-10-12
