id,sender,receiver,text,date,answer
238,#22UCVR0CL,#9GUCJRL0,"Hey, Biff, get a load of this guy's life preserver. Dork thinks he's gonna drown.,",2021-11-04,235
239,#99P9VLCR2,#28V2QQ9C,"Around the survivors a perimeter create.,",2020-08-14,875
240,#2Q9VJQL8U,#9QY9JG09,"Look! There's a rhythmic ceremonial ritual coming up.,",2020-10-13,
241,#PL02LR2,#2CQQVQCU,"Memory is not what the heart desires. That is only a mirror....,",2021-10-16,214
242,#PU0GY8Q9,#Y0QR0Y2U,"That is why you fail.,",2021-09-16,141
243,#2GRUQP9VL,#P0LLG9RG,"I could not 'make' you--except by force, which would break your mind.,",2020-12-18,
244,#98R0LCGG,#8YQ9LPPV,"I wish the Ring had never come to me. I wish none of this had happened.,",2020-08-17,218
245,#P99JPCLQ8,#9G2PVP0R,"No, no, no, no, no, this sucker's electrical, but I need a nuclear reaction to generate the 1.21 gigawatts of electricity I need.,",2021-11-27,962
246,#UUY9VG09,#2CQQVQCU,"Sing, all ye children of the West,",2021-08-15,
247,#8UYC22989,#9GUCJRL0,"It's already mutated into human form! Shoot it!,",2020-09-09,
248,#CG2VJYP,#L0YJ02YL,"Don't worry. As long as you hit that wire with the connecting hook at precisely 88 miles per hour, the instant the lightning strikes the tower... everything will be fine.,",2020-10-01,724
249,#98YVRUYLR,#2CQQVQCU,"Okay, I won't.,",2021-10-29,
250,#YC0JJ2PV,#PJY9PP98,"What happens to us in the future? Do we become assholes or something?,",2020-09-03,159
251,#8JG820YQG,#8LGRYC,"Memory is not what the heart desires. That is only a mirror,,",2021-08-05,414
252,#8U2LRYGR,#PPCLCJG9,"Hey, you! Get your damn hands off her!,",2020-12-17,
253,#PJ08LLCYV,#PV2G9U2L,"If my calculations are correct, when this baby hits 88 miles per hour... you're gonna see some serious shit.,",2021-02-05,229
254,#2PCRV0QPY,#9QY9JG09,"Am I dying, or is this my birthday?,",2020-10-06,824
255,#2LVQ2R,#8LGRYC,"...and all the stars flowered in the sky.,",2020-11-23,338
256,#QP022PLJV,#P0LLG9RG,"Some old wounds never truly heal, and bleed again at the slightest word.,",2021-11-11,668
257,#P8YLG882L,#8LGRYC,"He laid out Biff in one punch. I didn't know he had it in him. He's never stood up to Biff in his life!,",2021-05-24,
258,#JPL8QUG0,#8VUVGPVC,"Hey, you! Get your damn hands off her!,",2021-04-25,6
259,#2UGR22RCP,#9CCJ2R02,"Strike the tent.,",2021-09-14,
260,#PY2CLV2L,#9LP9VCJ8,"Through the Force, things you will see. Other places. The future - the past. Old friends long gone.,",2020-12-12,53
261,#V0QCQUCL,#Y0QR0Y2U,"But where the warg howls, there also the orc prowls. - Aragorn,",2021-01-04,71
262,#PQGV0VCQQ,#9CCJ2R02,"Roads? Where we're going, we don't need roads.,",2021-06-15,
263,#80UL9QQLY,#9GUCJRL0,"You can get anything you want at Alice's restaurant.,",2020-12-08,663
264,#CLRJ9999,#PV2G9U2L,"At an end your rule is, and not short enough it was!,",2021-04-19,
265,#YU8CCU0Q,#8YQ9LPPV,"Pain, suffering, death I feel. Something terrible has happened. Young Skywalker is in pain. Terrible pain,",2021-03-07,320
266,#2929RVQQY,#9GUCJRL0,"Much to learn you still have my old padawan. ... This is just the beginning!,",2021-08-03,952
267,#LJYU90R9Y,#8YLJ8UL2,"I have your car towed all the way to your house and all you got for me is lite beer?,",2021-01-29,
268,#22U8RQ908,#QCJ0J9UP,"Once you start down the dark path, forever will it dominate your destiny, consume you it will.,",2020-09-21,295
269,#9VQQ99Y8,#QCJ0J9UP,"Yes, it's tough, but not as tough as doing comedy.,",2021-11-12,378
270,#2GPVRQJG2,#L0YJ02YL,"Calm down, Marty. I didn't disintegrate anything. The molecular structure of both Einstein and the car are completely intact.,",2020-12-09,
271,#2P8RV9UQ,#8VUVGPVC,"You know, this is great guys. Drinking and eating garbage. I'm glad we all took a mental health day.,",2021-10-22,
272,#8GL2CRGLR,#PJY9PP98,"""And one for you, McFly; I believe that makes four in a row. Now let me give you a nickel's worth of free advice, young man. This so-called Dr. Brown is dangerous. He's a real nutcase. You hang around with him, you're gonna end up in big trouble.,""",2021-02-24,888
273,#2L0V2YQUY,#2CQQVQCU,"Some old wounds never truly heal, and bleed again at the slightest word.,",2020-09-16,
274,#988RL92U,#9GUCJRL0,"Since when can weathermen predict the weather, let alone the future?,",2021-07-16,484
275,#8PRGRYPCC,#L0QPV,"Fear cuts deeper than swords.,",2021-11-03,934
276,#8J8QCGLR,#9CCJ2R02,"Pain, suffering, death I feel. Something terrible has happened. Young Skywalker is in pain. Terrible pain,",2021-03-27,662
277,#QQVYGQ0Y,#QCJ0J9UP,"Yet dawn is ever the hope of men,’ said Aragorn.,",2020-11-27,925
278,#88YPYCLCP,#PV2G9U2L,"Often does hatred hurt itself!,",2020-11-17,435
279,#Y2PULV0LV,#8YQ9LPPV,"Your weapons, you will not need them.,",2021-05-21,738
280,#J002G8UV,#8YLJ8UL2,"The North remembers.,",2021-05-19,324
281,#28YC8C2R,#2CQQVQCU,"Since you're new here, I-I'm gonna cut you a break, today. So, why don't you make like a tree and get outta here?,",2020-08-31,162
282,#Q0L92PQ2,#8LGRYC,"Memory is not what the heart desires. That is only a mirror,,",2021-08-03,145
283,#8U2LRYGR,#PJY9PP98,"Give me a Pepsi Free.,",2021-01-26,847
284,#GRY2909Q,#PJY9PP98,"Power is a curious thing. Who lives, Who dies. Power resides where men believe it resides. It is a trick, A shadow on the wall.,",2020-09-10,899
285,#22Y9CGYGQ,#28V2QQ9C,"We're the, uh... We're the Pinheads.,",2021-08-22,466
286,#P82UJJGLG,#PJY9PP98,"Often does hatred hurt itself!,",2021-07-13,176
287,#P29Q09C9V,#L0QPV,"Why couldn’t he stop talking and let them drink his health?,",2021-05-01,
288,#2YVQQPQJL,#8VUVGPVC,"Stella! Another one of these damn kids jumped in front of my car! Come on out here! Help me take him in the house!,",2021-11-27,663
289,#8QPCGVP2Y,#8YQ9LPPV,"Already know you that which you need.,",2021-04-03,86
290,#89UL2CLG,#9LP9VCJ8,"You know, this is — excuse me — a damn fine cup of coffee!",2021-02-17,77
291,#20GQRV8G9,#PV2G9U2L,"It's gonna be really hard waiting 30 years before I can talk to you about everything that's happened in the past few days. I'm really gonna miss you, Marty.,",2021-03-30,526
292,#G8Q8C08,#9G2PVP0R,There's nothing quite like urinating in the open air.,2020-12-10,766
293,#22U2C2PP0,#8YQ9LPPV,"Do. Or do not. There is no try.,",2020-11-15,559
294,#2VVL0VJ89,#8VUVGPVC,"Like fire across the galaxy the Clone Wars spread. In league with the wicked Count Dooku, more and more planets slip. Against this threat, upon the Jedi Knights falls the duty to lead the newly formed army of the Republic. And as the heat of war grows, so, to, grows the prowess of one most gifted student of the Force.,",2021-02-09,
295,#208GJV,#9G2PVP0R,"In winter here no heart could mourn for summer or for spring.,",2020-08-07,362
296,#Y22PJ9V9J,#QCJ0J9UP,"Use your feelings, Obi-Wan, and find him you will.,",2021-06-29,
297,#9P08GGJ9,#9CCJ2R02,"Ready are you? What know you of ready? For eight hundred years have I trained Jedi. My own counsel will I keep on who is to be trained. A Jedi must have the deepest commitment, the most serious mind. This one a long time have I watched. All his life has he looked away - to the future, to the horizon. Never his mind on where he was. Hmm? What he was doing. Hmph. Adventure. Heh. Excitement. Heh. A Jedi craves not these things. You are reckless.,",2021-06-17,
298,#2QCR9L9P2,#9G2PVP0R,"Okay. Time circuit's on. Flux capacitor, fluxing. Engine running. All right.,",2020-12-18,
299,#R8UYJ2YP,#L0QPV,"Whoa. Wait a minute, Doc. Are you trying to tell me that my mother has got the hots for me?,",2021-06-10,
300,#J8QPJY8Q,#PV2G9U2L,"Save the clock tower!,",2021-11-30,174
301,#99QVP8J8Q,#2CQQVQCU,"Perfect! My experiment worked! They're all exactly 25 minutes slow!,",2021-10-24,
302,#8JG820YQG,#8LGRYC,"In winter here no heart could mourn for summer or for spring.,",2021-07-06,501
303,#PQR90RV9C,#9G2PVP0R,"No, no, no, no, no, this sucker's electrical, but I need a nuclear reaction to generate the 1.21 gigawatts of electricity I need.,",2020-12-28,
304,#2CQVC0899,#8LGRYC,There's nothing quite like urinating in the open air.,2021-08-08,659
305,#LYJLLPQR,#9LP9VCJ8,"Damn! I'm late for school!,",2021-02-24,
306,#Q88YUVLG,#L0QPV,"Soon will I rest, yes, forever sleep. Earned it I have. Twilight is upon me, soon night must fall.,",2021-04-24,
307,#YRRQUVG9,#9QY9JG09,"Around the survivors a perimeter create.,",2021-12-03,913
308,#2YLQ22YQV,#8VUVGPVC,"Younglings, younglings gather ’round.,",2020-10-26,676
309,#8UYL0GGU0,#9G2PVP0R,"The North remembers.,",2021-09-10,677
310,#RQQQY2L28,#2CQQVQCU,"What-what the hell is a gigawatt?,",2020-12-11,641
311,#UR8L82JQ,#8YQ9LPPV,"Well, this is certainly a pleasant surprise.,",2020-12-14,990
312,#GJJ2Y098J,#L0YJ02YL,"I went the distance.,",2021-10-21,836
313,#G82UQ9UP,#9LP9VCJ8,"NO ADMITTANCE EXCEPT ON PARTY BUSINESS.,",2021-11-11,404
314,#82VJQ22VQ,#Y0QR0Y2U,"Pie. Whoever invented the pie? Here was a great person.,",2021-09-04,767
315,#2V9P80RLC,#8LGRYC,"The North remembers.,",2021-06-18,485
316,#2JR800G,#PV2G9U2L,"Amazing. One second of a stranger's voice on a phone, and you've got full Bollywood.,",2020-10-09,120
317,#GJJ2Y098J,#PJY9PP98,"If you put your mind to it, you can accomplish anything.,",2021-03-25,995
318,#2VP9LL2JP,#8YQ9LPPV,"Maybe you were adopted.,",2021-10-24,783
319,#L09YGU9,#PJY9PP98,"Calvin? Wh... Why do you keep calling me Calvin?,",2021-01-05,958
320,#282UV0GQG,#8LGRYC,"Yeah, well, history is gonna change.,",2020-08-09,
321,#9PLYCU229,#9GUCJRL0,"Why couldn’t he stop talking and let them drink his health?,",2021-11-23,489
322,#2YCJRP9Q0,#PJY9PP98,"Luminous beings are we - not this crude matter.,",2021-06-24,808
323,#R0CG80YG0,#VQCQQJP,"Do. Or do not. There is no try.,",2021-05-30,461
324,#2U02YVYVU,#L0YJ02YL,"Do not scorn pity that is the gift of a gentle heart, Éowyn!,",2020-10-21,92
325,#8GR2GVLJ0,#PJY9PP98,"""Sometimes jokes are welcome. Like the one about the kid who said: """"I enjoyed school. It was just the principal of the thing.""""""",2020-11-24,888
326,#CC2C2VV0,#9GUCJRL0,"All right. This is an oldie, but, uh... well, it's an oldie where I come from.,",2021-03-14,674
327,#2CGUPJJU,#9QY9JG09,You're late! Do you have no concept of time?,2020-11-09,489
328,#8YGR88JJC,#P0LLG9RG,"It’s Peanut Butter Jelly Time.,",2021-09-19,472
329,#PU2YY8,#9CCJ2R02,"That is why you fail.,",2021-02-21,
330,#CC2C2VV0,#8YLJ8UL2,"...and all the stars flowered in the sky.,",2021-04-06,
331,#2QULVQPRG,#QCJ0J9UP,"Damn fine coffee! And hot!,",2020-12-13,941
332,#Y2LJYGUP,#28V2QQ9C,"Weight has nothing to do with it.,",2021-01-30,119
333,#228J88L89,#8YQ9LPPV,"Younglings, younglings gather ’round.,",2020-08-13,531
334,#22YQRCCV,#8VUVGPVC,"Yes, it's tough, but not as tough as doing comedy.,",2020-08-09,
335,#88YPYCLCP,#9LP9VCJ8,"Next saturday night we're sending you back to the future!,",2021-04-29,810
336,#9P2JPCY9U,#8VUVGPVC,"The North remembers.,",2021-05-10,84
337,#Q0L92PQ2,#QCJ0J9UP,"No! It requires something with a little more kick...plutonium!,",2021-11-27,204
338,#2QVPUU80L,#P0LLG9RG,"Okay, I won't.,",2021-10-08,
339,#89RYUPQ0V,#PV2G9U2L,"Since when can weathermen predict the weather, let alone the future?,",2021-03-12,901
340,#8UYL0GGU0,#PJY9PP98,"That's good. Go on, read some more.,",2021-03-02,107
341,#22UCVR0CL,#28V2QQ9C,"I've had enough practical jokes for one evening. Good night, future boy!,",2021-08-24,413
342,#2UGR22RCP,#9LP9VCJ8,"Yes. Yes. I'm George. George McFly. I'm your density. I mean, your destiny.,",2020-09-29,768
343,#GYGCJYPL,#Y0QR0Y2U,"That's Strickland. Jesus, didn't that guy ever have hair?,",2021-04-20,532
344,#QPQVLYJJ,#9QY9JG09,"And so he spoke, and so he spoke, that Lord of Castamere, but now the rains weep o'er his hall, with no one there to hear. Yes, now the rains weep o'er his hall, and not a soul to hear.,",2021-03-28,119
345,#8QR8V08YG,#9LP9VCJ8,"Who's President of the United States in 1985? Ronald Reagan? The actor? Ha! Then whose vice president? Jerry Lewis?,",2021-08-01,
346,#8PGU0R8JR,#8VUVGPVC,You may think I've gone insane... but I promise. I will kill again.,2021-07-24,
347,#PPRPJCYV,#9GUCJRL0,"Do not assume anything Obi-Wan. Clear your mind must be if you are to discover the real villains behind this plot.,",2021-06-03,
348,#8P28UP0J8,#9LP9VCJ8,"But in this at least thou shalt not defy my will: to rule my own end.,",2021-01-26,550
349,#Y0C2RQ0U,#PJY9PP98,"Your weapons, you will not need them.,",2021-09-17,
350,#2J08RPLQ8,#8YLJ8UL2,"Things are not always as they seemed, much that may seem evil can be good.,",2021-03-28,45
351,#208GJV,#8YQ9LPPV,"Am I dying, or is this my birthday?,",2020-11-05,
352,#QGV9QLGY,#8YQ9LPPV,"Every day, once a day, give yourself a present.",2020-11-22,205
353,#9QR0Q2YYC,#28V2QQ9C,"I’ve got an idea–an idea so smart that my head would explode if I even began to know what I’m talking about.,",2020-09-28,
354,#LY2V9GQV9,#8YQ9LPPV,"Feel the force!,",2021-10-06,613
355,#LQ9J02P,#9CCJ2R02,"Always pass on what you have learned.,",2021-08-03,605
356,#9RG0VPUVY,#VQCQQJP,"Difficult to see. Always in motion is the future...,",2021-07-30,309
357,#80V8U9U0J,#L0QPV,"Always pass on what you have learned.,",2021-11-04,446
358,#R2UYQ9898,#PV2G9U2L,"I g-guess you guys aren't ready for that yet. But your kids are gonna love it.,",2021-03-15,182
359,#2JPPU8YRY,#L0YJ02YL,"Weight has nothing to do with it.,",2021-04-24,94
360,#80UL9QQLY,#PJY9PP98,"I regret that I should leave this world without again beholding him.,",2021-08-12,909
361,#299VP2C98,#8LGRYC,"You caused 300 bucks damage to my car, you son of a bitch. And I'm gonna take it out of your ass.,",2020-10-29,732
362,#2JR800G,#L0QPV,"...and all the stars flowered in the sky.,",2020-08-04,84
363,#8P28UP0J8,#QCJ0J9UP,She's dead... Wrapped in plastic.,2021-01-01,527
364,#89RQQV2U9,#9LP9VCJ8,"Am I to understand you're still hanging around with Dr. Emmett Brown, McFly?,",2021-07-15,290
365,#VR29JCCG,#9CCJ2R02,"...and all the stars flowered in the sky.,",2021-06-11,562
366,#YYYJQ9JPR,#Y0QR0Y2U,"Much to learn you still have my old padawan. ... This is just the beginning!,",2021-01-20,786
367,#2JUP20J9,#9G2PVP0R,"Roads? Where we're going, we don't need roads.,",2021-02-20,965
368,#2YVQQPQJL,#PPCLCJG9,"I regret that I should leave this world without again beholding him.,",2021-09-16,239
369,#2VU9YGCGV,#28V2QQ9C,"Harry, is that bag smiling?,",2021-07-26,684
370,#9CCL0VU,#9GUCJRL0,"Yet dawn is ever the hope of men,’ said Aragorn.,",2021-07-04,389
371,#9C9G9GP,#9CCJ2R02,"What if I send in the tape and they don't like it? I mean, what if they say I'm no good? What if they say 'Get outta here, kid. You got no future'? I mean, I just don't think I can take that kind of rejection. Jesus, I'm starting to sound like my old man!,",2020-11-23,
372,#2V2PUPJ0,#PPCLCJG9,"Give me honorable enemies rather than ambitious ones, and I'll sleep more easily by night.,",2020-08-31,
373,#28PUV9PRQ,#2CQQVQCU,"Do you want me to come with you?,",2021-02-11,
374,#UCC8QQPU,#VQCQQJP,"I noticed your band is on the roster for the dance auditions after school today. Why even bother, McFly? You don't have a chance. You're too much like your old man. No McFly ever amounted to anything in the history of Hill Valley!,",2021-04-26,120
375,#8PQG0CPLP,#8LGRYC,"The things I do for love.,",2021-06-21,106
376,#20L8Y9QY,#2CQQVQCU,"Where there's life there's hope, and need of vittles.,",2021-09-25,
377,#U2QP29R9,#Y0QR0Y2U,Do you want to know what the ultimate secret is? Laura did. The secret of knowing who killed you.,2021-10-19,380
378,#RPRL02JQ,#9LP9VCJ8,"Marty, will we ever see you again?,",2021-06-25,24
379,#88JVUCJ,#Y0QR0Y2U,"Let me show you my plan for sending you home. Please excuse the crudity of this model. I didn't have time to build it to scale or paint it.,",2020-10-31,733
380,#R0PCJLYV8,#9QY9JG09,"I've never seen purple underwear before!,",2021-06-10,
381,#PJ8RJPRPR,#9QY9JG09,"I don't keep water in my pockets.,",2021-02-26,
382,#80LPYLGC,#9LP9VCJ8,"Don't worry. As long as you hit that wire with the connecting hook at precisely 88 miles per hour, the instant the lightning strikes the tower... everything will be fine.,",2020-08-18,687
383,#P29Q09C9V,#P0LLG9RG,"... a mind needs books as a sword needs a whetstone, if it is to keep its edge.,",2021-07-30,3
384,#22R2JCR2C,#9QY9JG09,"See you later, Pop. Whoo! Time to change that oil.,",2020-11-21,742
385,#LQ2LRL29,#9GUCJRL0,"See you in about 30 years.,",2020-09-26,
386,#2VVL0VJ89,#8LGRYC,"Amazing. One second of a stranger's voice on a phone, and you've got full Bollywood.,",2020-10-28,771
387,#2Q9VJQL8U,#PPCLCJG9,"Jesus, George, it was a wonder I was even born.,",2020-12-12,210
388,#G9GJYYJPU,#P0LLG9RG,"Where there's life there's hope, and need of vittles.,",2021-05-09,301
389,#8PUG0JQ9,#9CCJ2R02,"How's Annie? How's Annie? How's Annie?,",2020-11-25,
390,#LY8R8RY9,#8VUVGPVC,"Van Halen!,",2020-12-08,886
391,#P88L0ULQ,#9G2PVP0R,"I want your bunk!,",2021-06-18,987
392,#QGV9QLGY,#PJY9PP98,"No comment.,",2021-05-04,628
393,#8UPY92GVY,#9QY9JG09,"Reckless he is. Matters are worse.,",2020-08-26,
394,#2PURUJPQ,#9CCJ2R02,"Pain, suffering, death I feel. Something terrible has happened. Young Skywalker is in pain. Terrible pain,",2021-09-21,
395,#8ULLYVCY9,#VQCQQJP,"Short cuts make delays, but inns make longer ones.,",2021-04-13,790
396,#VCVCG2YR,#9QY9JG09,"Younglings, younglings gather ’round.,",2021-03-14,601
397,#2VV9GUYVR,#PJY9PP98,"Go now, and die in what way seems best to you.,",2021-11-29,383
398,#2VV98UYP0,#PPCLCJG9,"Ready are you? What know you of ready? For eight hundred years have I trained Jedi. My own counsel will I keep on who is to be trained. A Jedi must have the deepest commitment, the most serious mind. This one a long time have I watched. All his life has he looked away - to the future, to the horizon. Never his mind on where he was. Hmm? What he was doing. Hmph. Adventure. Heh. Excitement. Heh. A Jedi craves not these things. You are reckless.,",2020-11-20,
399,#P2CLCV8,#PJY9PP98,"No! Marty! We've already agreed that having information about the future can be extremely dangerous. Even if your intentions are good, it can backfire drastically!,",2021-03-12,38
400,#9PLYCU229,#L0QPV,"Whoa. This is heavy.,",2020-10-28,718
401,#2J00PG8U2,#9CCJ2R02,"The owls are not what they seem.,",2021-10-13,879
402,#Y0JVJL9P,#2CQQVQCU,"You know, this is — excuse me — a damn fine cup of coffee!",2020-08-28,
403,#888P9C9UV,#9G2PVP0R,"Adventure. Excitement. A Jedi craves not these things.,",2021-05-02,
404,#YYC9U9JUV,#28V2QQ9C,"Dear Dr. Brown. On the night that I go back in time, you will be shot by terrorists. Please take whatever precautions are necessary to prevent this terrible disaster. Your friend, Marty.,",2020-09-29,496
405,#VGR9CL0G,#9CCJ2R02,"Will this sadness that makes me cry my heart out — will it ever end? The answer, of course, is yes. One day the sadness will end.",2021-07-11,
406,#2PUJ2URC,#9GUCJRL0,"Stella! Another one of these damn kids jumped in front of my car! Come on out here! Help me take him in the house!,",2020-12-21,901
407,#2L9VVLUR,#9CCJ2R02,"Fear cuts deeper than swords.,",2021-11-03,990
408,#2PJ988U2,#9LP9VCJ8,"Hello? Hello? Anybody home? Huh? Think, McFly. Think! I gotta have time to get them retyped. Do you realize what would happen if I hand in my reports in your handwriting? I'll get fired. You wouldn't want that to happen, would ya? Would ya?,",2020-08-04,506
409,#PJJURULY,#L0YJ02YL,"Yes. Yes. I'm George. George McFly. I'm your density. I mean, your destiny.,",2020-10-06,333
410,#88U0V8C,#L0QPV,"Luminous beings are we - not this crude matter.,",2021-07-12,266
411,#228J88L89,#8VUVGPVC,"Your weapons, you will not need them.,",2021-10-03,
412,#2L0RPV822,#9G2PVP0R,"Always two there are, no more, no less. A master and an apprentice.,",2020-10-19,502
413,#RQQQY2L28,#Y0QR0Y2U,"I'm gonna get that son of a bitch.,",2021-07-30,
414,#2220RUV9Y,#9G2PVP0R,"Who the hell is John F. Kennedy?,",2021-11-29,
415,#UVL9V8RV,#P0LLG9RG,"A lion doesn't concern itself with the opinion of sheep.,",2021-08-18,313
416,#9LGYYV9G,#L0QPV,"I had a horrible nightmare. I dreamed that I went... back in time. It was terrible.,",2021-08-10,
417,#GRY2909Q,#PPCLCJG9,"It has been a pleasure speaking to you.,",2021-03-27,
418,#P0JRRJLYV,#8YQ9LPPV,"You know, this is — excuse me — a damn fine cup of coffee!",2021-02-05,
419,#8C9CR9YG,#9G2PVP0R,"Reckless he is. Matters are worse.,",2020-11-25,
420,#G2RPJVRJ,#8YLJ8UL2,"Yeah, well, history is gonna change.,",2021-10-11,374
421,#8L200J88G,#8LGRYC,"I want your bunk!,",2021-04-17,252
422,#8Y0VL9C,#PPCLCJG9,"For he gave it up in the end of his own accord: an important point. No,,",2021-06-24,243
423,#9UQPRG0RU,#Y0QR0Y2U,"Short cuts make delays, but inns make longer ones.,",2020-10-25,772
424,#YYR8V8U8Y,#28V2QQ9C,"Go now, and die in what way seems best to you.,",2021-10-09,753
425,#GLVCVLJP,#9GUCJRL0,"Never forget who you are. The rest of the world won't. Wear it like an armor and it can never be used against you.,",2020-12-04,526
426,#22CCRLQ0R,#2CQQVQCU,"Deeds will not be less valiant because they are unpraised.,",2020-10-06,700
427,#99P9VLCR2,#L0QPV,"Hey, don't try to take this away from me. This is the only thing I've ever been good at. Well, this and timing my farts to a thunderstorm.,",2020-10-21,162
428,#2RQ89029J,#QCJ0J9UP,"...and all the stars flowered in the sky.,",2021-05-11,725
429,#L92P8VU9V,#L0QPV,"Your weapons, you will not need them.,",2021-08-08,378
430,#8J8JG0G0,#Y0QR0Y2U,"Whoa. This is heavy.,",2020-11-06,
431,#2LVQ2R,#9GUCJRL0,"Winter is coming.,",2021-01-10,740
432,#28CGVGQQQ,#9GUCJRL0,"Give me a Pepsi Free.,",2021-04-08,271
433,#2L0CR9C0,#9CCJ2R02,"Do the dead frighten you?,",2021-02-13,621
434,#PL0G808QU,#PV2G9U2L,"Stand tall, boy. Have some respect for yourself. Don't you know, if you let people walk over you now, they'll be walking over you for the rest of your life. Look at me. You think I'm gonna spend the rest of my life in this slop house?,",2021-10-10,273
435,#8C8QJR9JG,#Y0QR0Y2U,"I look foul and feel fair.,",2021-07-09,
436,#PY2V22VP8,#PPCLCJG9,"Why is it that when one man builds a wall, the next man immediately needs to know what's on the other side?,",2021-06-18,355
437,#PY2CLV2L,#PV2G9U2L,"Goodnight, my darlings, I'll see you tomorrow.,",2021-01-07,
438,#2G0JP98QR,#8LGRYC,"The things I do for love.,",2020-09-17,968
439,#2CVLVGVRL,#L0YJ02YL,"That's good. Go on, read some more.,",2020-12-04,
440,#QUV8C89,#8VUVGPVC,"Windom Earle's mind is like a diamond. It's cold, and hard, and brilliant.",2021-02-26,804
441,#99GJ9LC0P,#PPCLCJG9,"He's a Peeping Tom!,",2020-10-05,192
442,#9P2JPCY9U,#28V2QQ9C,"Hello? Hello? Anybody home? Huh? Think, McFly. Think! I gotta have time to get them retyped. Do you realize what would happen if I hand in my reports in your handwriting? I'll get fired. You wouldn't want that to happen, would ya? Would ya?,",2020-12-31,
443,#28QJJ8YUR,#2CQQVQCU,"I'm gonna get that son of a bitch.,",2021-01-16,781
444,#CC2C2VV0,#28V2QQ9C,"Okay. Time circuit's on. Flux capacitor, fluxing. Engine running. All right.,",2021-09-04,282
445,#8UYPP8CL9,#9G2PVP0R,"The appropriate question is, 'when the hell are they?' You see, Einstein has just become the world's first time traveler! I sent him into the future. One minute into the future to be exact. And at precisely 1:21 a.m. and zero seconds, we shall catch up with him and the time machine.,",2021-10-01,
446,#CGJ8JRCR,#L0QPV,"The North remembers.,",2021-03-11,631
447,#82UVCUR2R,#9QY9JG09,"Strong is Vader. Mind what you have learned. Save you it can.,",2021-05-01,276
448,#YU8CCU0Q,#8VUVGPVC,"Look, you're not gonna be picking a fight, Dad... Dad-Dad-Daddy-O.,",2021-10-02,599
449,#2VV98UYP0,#P0LLG9RG,"Goodnight, my darlings, I'll see you tomorrow.,",2021-08-26,515
450,#2JPPU8YRY,#P0LLG9RG,"Don't worry. As long as you hit that wire with the connecting hook at precisely 88 miles per hour, the instant the lightning strikes the tower... everything will be fine.,",2021-09-11,
451,#LY8R8RY9,#QCJ0J9UP,"The appropriate question is, 'when the hell are they?' You see, Einstein has just become the world's first time traveler! I sent him into the future. One minute into the future to be exact. And at precisely 1:21 a.m. and zero seconds, we shall catch up with him and the time machine.,",2021-03-27,859
452,#2JUP20J9,#2CQQVQCU,"Every day, once a day, give yourself a present.",2021-07-08,741
453,#UP9QQ9VY,#PV2G9U2L,"Hey, Dad! George! Hey, you on the bike!,",2020-11-27,
454,#9Q8QUCUC,#8YQ9LPPV,"Hurrah for anarchy! This is the happiest moment of my life.,",2020-08-23,837
455,#YVPYVV9V,#9QY9JG09,"People in love can overcome anything.,",2021-11-20,327
456,#8PRGRYPCC,#9G2PVP0R,"And so he spoke, and so he spoke, that Lord of Castamere, but now the rains weep o'er his hall, with no one there to hear. Yes, now the rains weep o'er his hall, and not a soul to hear.,",2021-05-22,
457,#UJVJJ0LU,#P0LLG9RG,"Joe, gag on my fat dauber.,",2021-05-23,704
458,#2J9PJCCJ,#9G2PVP0R,"No wonder your president has to be an actor. He's gotta look good on television.,",2020-12-21,
459,#LRYQU2V,#9G2PVP0R,"You will find only what you bring in.,",2021-05-08,709
460,#2PJQ0U9U,#P0LLG9RG,"A hunted man sometimes wearies of distrust and longs for friendship.,",2020-08-15,
461,#80RGP2JPR,#9LP9VCJ8,"Radiation suit? Of course. 'Cause of all the fallout from the atomic wars.,",2021-01-28,71
462,#9QY0RR29,#8LGRYC,"Happy.,",2021-06-21,567
463,#VGR9CL0G,#8LGRYC,"He laid out Biff in one punch. I didn't know he had it in him. He's never stood up to Biff in his life!,",2020-10-31,271
464,#2VURRCG90,#P0LLG9RG,"Okay, thank you. That's enough. Hold it now. Hold it. Hold it, fellas. I'm afraid you're just too darn loud. Next, please. Bring in the next group, please.,",2021-09-25,
465,#PG88RGQY8,#PJY9PP98,"Hey, McFly! I thought I told you never to come in here.,",2020-10-04,84
466,#YG2GY9QU,#P0LLG9RG,"See you later, Pop. Whoo! Time to change that oil.,",2020-08-08,433
467,#92VUJ99VQ,#L0QPV,"You know, Marty, you look so familiar to me. Do I know your mother?,",2021-01-15,153
468,#9CCL0VU,#9CCJ2R02,"Yet dawn is ever the hope of men,’ said Aragorn.,",2021-10-03,881
469,#JQ8C0P,#P0LLG9RG,"I forgot something.,",2021-07-20,597
470,#29VGUQL00,#L0YJ02YL,"What are you looking at, butthead?,",2021-10-15,868
471,#PP2YY2RG,#PV2G9U2L,Quote,2021-08-05,252
472,#2CQ0LU9V,#PPCLCJG9,"Once you start down the dark path, forever will it dominate your destiny, consume you it will.,",2021-08-06,232
473,#P29Q09C9V,#9G2PVP0R,"Around the survivors a perimeter create.,",2021-05-02,
474,#YRRQUVG9,#PV2G9U2L,"Power is a curious thing. Who lives, Who dies. Power resides where men believe it resides. It is a trick, A shadow on the wall.,",2021-05-23,
