quest_id,arena_id,gold,experience
35,54000056,235,68031
35,54000057,148,143231
35,54000058,103,116970
36,54000000,40,77657
36,54000001,111,161450
36,54000002,155,124615
36,54000003,17,139243
36,54000004,160,148865
36,54000005,1,4266
36,54000006,27,145577
36,54000007,196,146900
36,54000008,83,143419
36,54000009,22,172605
36,54000010,91,126355
36,54000011,210,58970
36,54000012,32,50262
36,54000013,205,131579
36,54000014,191,269054
36,54000015,57,251048
36,54000016,9,219461
36,54000017,38,184215
36,54000018,207,97389
36,54000019,118,169288
36,54000020,98,126473
36,54000021,73,58941
36,54000022,104,47532
36,54000023,44,220729
36,54000024,71,187788
36,54000025,217,167507
36,54000026,133,5010
36,54000027,20,162167
36,54000028,218,171361
36,54000029,159,246841
36,54000030,204,118369
36,54000031,207,14071
36,54000032,121,190119
36,54000033,193,188139
36,54000034,194,110019
36,54000035,234,12489
36,54000036,163,250213
36,54000037,176,233051
36,54000038,69,85388
36,54000039,241,80951
36,54000040,13,184077
36,54000041,90,145593
36,54000042,223,125180
36,54000043,212,296418
36,54000044,251,50554
36,54000045,185,119117
36,54000046,30,264252
36,54000047,246,243946
36,54000048,199,142387
36,54000049,207,269945
36,54000050,67,230749
36,54000051,46,297636
36,54000052,38,187560
36,54000053,62,1081
36,54000054,56,121150
36,54000055,170,227587
36,54000056,173,103122
36,54000057,41,198404
36,54000058,240,98757
37,54000000,29,48977
37,54000001,176,36788
37,54000002,177,284362
37,54000003,8,100450
37,54000004,242,278932
37,54000005,181,214078
37,54000006,144,148853
37,54000007,200,121009
37,54000008,46,298956
37,54000009,89,58022
37,54000010,107,273514
37,54000011,75,43094
37,54000012,132,89649
37,54000013,146,84687
37,54000014,63,294855
37,54000015,18,123008
37,54000016,199,243478
37,54000017,44,8419
37,54000018,238,29316
37,54000019,245,200520
37,54000020,41,175530
37,54000021,62,148602
37,54000022,89,277268
37,54000023,209,132017
37,54000024,242,199348
37,54000025,123,32339
37,54000026,150,153410
37,54000027,63,34887
37,54000028,74,183700
37,54000029,44,143128
37,54000030,208,662
37,54000031,255,213858
37,54000032,92,170855
37,54000033,199,204348
37,54000034,26,58032
37,54000035,205,55970
37,54000036,170,252289
37,54000037,50,130333
37,54000038,242,160681
37,54000039,189,270257
37,54000040,164,195185
37,54000041,206,120004
37,54000042,153,26646
37,54000043,81,141798
37,54000044,162,205730
37,54000045,166,177025
37,54000046,96,190470
37,54000047,8,80830
37,54000048,85,108822
37,54000049,78,216273
37,54000050,252,66753
37,54000051,49,116995
37,54000052,58,219595
37,54000053,44,176602
37,54000054,123,110377
37,54000055,132,191879
37,54000056,31,295192
37,54000057,45,261771
37,54000058,1,213178
38,54000000,2,95943
38,54000001,247,159790
38,54000002,60,4478
38,54000003,145,151114
38,54000004,114,271017
38,54000005,40,162968
38,54000006,18,54968
38,54000007,44,165195
38,54000008,242,175744
38,54000009,63,239165
38,54000010,97,297349
38,54000011,77,254406
38,54000012,217,169733
38,54000013,150,177243
38,54000014,173,296030
38,54000015,102,168320
38,54000016,100,204029
38,54000017,151,56427
38,54000018,167,57092
38,54000019,58,12183
38,54000020,127,118231
38,54000021,160,14657
38,54000022,47,12260
38,54000023,43,53347
38,54000024,90,21356
38,54000025,46,34923
38,54000026,203,278706
38,54000027,95,114071
38,54000028,57,89343
38,54000029,200,206543
38,54000030,174,160976
38,54000031,97,214238
38,54000032,122,275901
38,54000033,125,282479
38,54000034,31,195846
38,54000035,58,62048
38,54000036,161,212124
38,54000037,16,286757
38,54000038,136,197033
38,54000039,94,48444
38,54000040,187,135645
38,54000041,218,66281
38,54000042,40,214102
38,54000043,171,189614
38,54000044,92,199275
38,54000045,72,126184
38,54000046,229,39829
38,54000047,167,235912
38,54000048,24,68410
38,54000049,84,102284
38,54000050,124,120248
38,54000051,143,129562
38,54000052,81,290731
38,54000053,205,169016
38,54000054,2,283291
38,54000055,104,147339
38,54000056,199,160548
38,54000057,62,20107
38,54000058,85,163075
39,54000000,23,246015
39,54000001,154,190426
39,54000002,81,276378
39,54000003,225,190913
39,54000004,194,90961
39,54000005,213,268202
39,54000006,37,268631
39,54000007,235,117614
39,54000008,42,267576
39,54000009,17,251096
39,54000010,131,261262
39,54000011,117,264942
39,54000012,97,24579
39,54000013,49,42712
39,54000014,53,146852
39,54000015,130,104783
39,54000016,85,6110
39,54000017,172,147971
39,54000018,179,255257
39,54000019,137,86184
39,54000020,240,269485
39,54000021,122,57118
39,54000022,54,179588
39,54000023,191,134556
39,54000024,11,281998
39,54000025,29,85209
39,54000026,208,274363
39,54000027,213,40886
39,54000028,118,114937
39,54000029,24,11467
39,54000030,164,151850
39,54000031,189,253805
39,54000032,84,25568
39,54000033,99,132216
39,54000034,73,255512
39,54000035,21,220159
39,54000036,155,131281
39,54000037,132,267469
39,54000038,156,261415
39,54000039,218,10615
39,54000040,22,233745
39,54000041,61,248480
39,54000042,188,183603
39,54000043,21,21288
39,54000044,101,198944
39,54000045,185,254066
39,54000046,145,128879
39,54000047,88,205233
39,54000048,162,13561
39,54000049,186,195630
39,54000050,130,226253
39,54000051,249,241752
39,54000052,249,160368
39,54000053,47,50729
39,54000054,1,215604
39,54000055,45,148561
39,54000056,46,66100
39,54000057,65,255426
39,54000058,117,56169
40,54000000,68,200631
40,54000001,90,56524
40,54000002,237,58913
40,54000003,178,214313
40,54000004,169,172879
40,54000005,93,147868
40,54000006,223,297977
40,54000007,130,112586
40,54000008,83,42057
40,54000009,74,149727
40,54000010,128,237991
40,54000011,20,239167
40,54000012,212,277664
40,54000013,16,155915
40,54000014,173,289650
40,54000015,235,65651
40,54000016,97,280887
40,54000017,176,170802
40,54000018,236,250379
40,54000019,229,169066
40,54000020,158,191355
40,54000021,21,52029
40,54000022,156,259500
40,54000023,72,202181
40,54000024,70,46789
40,54000025,56,99569
40,54000026,229,164795
40,54000027,44,12828
40,54000028,75,124695
40,54000029,110,292107
40,54000030,3,42917
40,54000031,171,262403
40,54000032,109,248892
40,54000033,13,54725
40,54000034,223,129989
40,54000035,33,46535
40,54000036,178,43977
40,54000037,67,138000
40,54000038,171,108444
40,54000039,111,65904
40,54000040,218,97376
40,54000041,214,115002
40,54000042,210,51224
40,54000043,164,209631
40,54000044,59,257770
40,54000045,204,108807
40,54000046,66,66639
40,54000047,158,230926
40,54000048,42,36538
40,54000049,103,173146
40,54000050,178,109186
40,54000051,81,222933
40,54000052,178,56430
40,54000053,173,172491
40,54000054,116,284860
40,54000055,251,89088
40,54000056,208,173199
40,54000057,194,66287
40,54000058,244,215571
41,54000000,90,138747
41,54000001,91,239821
41,54000002,158,129460
41,54000003,4,3395
41,54000004,12,3113
41,54000005,37,47749
41,54000006,99,91492
41,54000007,184,279287
41,54000008,165,295366
41,54000009,224,14365
41,54000010,91,110687
41,54000011,179,55106
41,54000012,187,298762
41,54000013,235,149636
41,54000014,233,181187
41,54000015,94,226911
41,54000016,237,176998
41,54000017,247,171252
41,54000018,40,51109
41,54000019,201,181814
41,54000020,112,160390
41,54000021,103,41234
41,54000022,156,18007
41,54000023,149,173016
41,54000024,209,209615
41,54000025,242,230410
41,54000026,127,71906
41,54000027,137,17215
41,54000028,178,212320
41,54000029,53,113621
41,54000030,104,52746
41,54000031,75,5713
41,54000032,33,251922
41,54000033,130,274932
41,54000034,154,137743
41,54000035,239,287708
41,54000036,169,73498
41,54000037,108,108947
41,54000038,65,37992
41,54000039,237,281465
41,54000040,191,39299
41,54000041,99,135113
41,54000042,239,64391
41,54000043,117,116970
41,54000044,36,216759
41,54000045,196,133236
41,54000046,18,24441
41,54000047,231,214301
41,54000048,251,28917
41,54000049,199,270367
41,54000050,242,202885
41,54000051,202,204232
41,54000052,238,12921
41,54000053,205,261278
41,54000054,160,145386
41,54000055,97,213581
41,54000056,48,194744
41,54000057,161,217294
41,54000058,140,233795
42,54000000,176,67413
42,54000001,155,251106
42,54000002,107,19415
42,54000003,21,194532
42,54000004,152,297238
42,54000005,11,249921
42,54000006,54,124811
42,54000007,35,54075
42,54000008,108,224527
42,54000009,24,84374
42,54000010,34,91590
42,54000011,7,46225
42,54000012,83,41896
42,54000013,208,115937
42,54000014,147,190221
42,54000015,58,148233
42,54000016,127,168373
42,54000017,151,172247
42,54000018,237,154257
42,54000019,64,81438
42,54000020,92,75089
42,54000021,104,27115
42,54000022,197,258955
42,54000023,238,157414
42,54000024,150,182437
42,54000025,194,63879
42,54000026,163,131135
42,54000027,143,177682
42,54000028,244,90784
42,54000029,56,178833
42,54000030,250,270715
42,54000031,212,170541
42,54000032,226,225661
42,54000033,55,173001
42,54000034,41,147926
42,54000035,108,220891
42,54000036,171,6338
42,54000037,219,53575
42,54000038,235,45907
42,54000039,15,282233
42,54000040,77,243133
42,54000041,181,194367
42,54000042,250,150622
42,54000043,63,231681
42,54000044,26,163783
42,54000045,102,20350
42,54000046,41,2315
42,54000047,155,283460
42,54000048,50,104867
42,54000049,136,163467
42,54000050,184,62171
42,54000051,130,111535
42,54000052,94,237277
42,54000053,191,219881
42,54000054,56,117592
42,54000055,27,165833
42,54000056,156,291692
42,54000057,34,181873
42,54000058,213,115669
43,54000000,28,10449
43,54000001,92,60626
43,54000002,35,56570
43,54000003,148,191377
43,54000004,176,254849
43,54000005,38,101176
43,54000006,213,242995
43,54000007,140,76882
43,54000008,168,241359
43,54000009,37,134517
43,54000010,11,280389
43,54000011,255,258764
43,54000012,170,189161
43,54000013,0,116166
43,54000014,53,165843
43,54000015,174,209050
43,54000016,140,172182
43,54000017,2,84276
43,54000018,216,74363
43,54000019,190,287233
43,54000020,10,186649
43,54000021,193,125555
43,54000022,144,66227
43,54000023,5,259761
43,54000024,7,44335
43,54000025,6,72766
43,54000026,25,25454
43,54000027,160,248709
43,54000028,58,109037
43,54000029,247,288606
43,54000030,115,278327
43,54000031,75,123167
43,54000032,165,223108
43,54000033,45,172258
43,54000034,85,179731
43,54000035,249,242575
43,54000036,104,38463
43,54000037,170,261670
43,54000038,74,67073
43,54000039,250,42539
43,54000040,186,272482
43,54000041,93,188878
43,54000042,144,270618
43,54000043,230,135829
43,54000044,92,284970
43,54000045,63,289641
43,54000046,108,22578
43,54000047,118,182842
43,54000048,215,132368
43,54000049,216,16112
43,54000050,14,201335
43,54000051,133,183311
43,54000052,209,183944
43,54000053,110,806
43,54000054,63,42159
43,54000055,71,67604
43,54000056,88,181788
43,54000057,242,58455
43,54000058,8,51740
44,54000000,0,27218
44,54000001,151,7795
44,54000002,60,183834
44,54000003,59,175129
44,54000004,119,209406
44,54000005,123,162478
44,54000006,25,205137
44,54000007,68,40059
44,54000008,133,191350
44,54000009,7,125447
44,54000010,40,298470
44,54000011,238,275858
44,54000012,70,244960
44,54000013,164,249905
44,54000014,137,104142
44,54000015,221,135207
44,54000016,149,29359
44,54000017,148,177629
44,54000018,1,167527
44,54000019,89,27390
44,54000020,185,244032
44,54000021,190,255313
44,54000022,44,192858
44,54000023,156,51731
44,54000024,75,149686
44,54000025,130,292432
44,54000026,17,261819
44,54000027,66,128574
44,54000028,202,257571
44,54000029,217,189462
44,54000030,137,277414
44,54000031,177,270576
44,54000032,109,136513
44,54000033,10,299995
44,54000034,141,3938
44,54000035,68,61430
44,54000036,50,99794
44,54000037,116,97197
44,54000038,201,155071
44,54000039,177,275891
44,54000040,129,14885
44,54000041,112,30840
44,54000042,130,56889
44,54000043,211,193639
44,54000044,18,295282
44,54000045,27,245983
44,54000046,35,221108
44,54000047,36,156396
44,54000048,50,235642
44,54000049,231,62081
44,54000050,167,265343
44,54000051,111,69044
44,54000052,1,20137
44,54000053,67,126935
44,54000054,69,201427
44,54000055,13,136078
44,54000056,172,235510
44,54000057,44,225266
44,54000058,210,128403
45,54000000,178,221249
45,54000001,51,224543
45,54000002,135,205887
45,54000003,134,256396
45,54000004,52,197517
45,54000005,213,93616
45,54000006,65,278116
45,54000007,234,107795
45,54000008,11,54062
45,54000009,200,33370
45,54000010,184,55650
45,54000011,246,296843
45,54000012,25,196858
45,54000013,129,281597
45,54000014,188,46706
45,54000015,167,275870
45,54000016,68,261951
45,54000017,122,13760
45,54000018,100,140042
45,54000019,153,34145
45,54000020,218,261128
45,54000021,252,179189
45,54000022,125,49463
45,54000023,114,5746
45,54000024,30,296183
45,54000025,53,15448
45,54000026,184,144034
45,54000027,99,152795
45,54000028,122,45194
45,54000029,152,20078
45,54000030,209,49453
45,54000031,44,156718
45,54000032,181,40695
45,54000033,74,114568
45,54000034,246,57397
45,54000035,192,208840
45,54000036,75,156977
45,54000037,20,12543
45,54000038,69,75599
45,54000039,190,21104
45,54000040,105,145219
45,54000041,82,61367
45,54000042,210,158700
45,54000043,191,295734
45,54000044,101,63153
45,54000045,252,268542
45,54000046,197,293559
45,54000047,175,245718
45,54000048,121,35964
45,54000049,241,49675
45,54000050,114,177811
45,54000051,43,178773
45,54000052,119,98076
45,54000053,121,153377
45,54000054,179,114399
45,54000055,45,95712
45,54000056,162,211461
45,54000057,4,119563
45,54000058,241,136883
46,54000000,43,21745
46,54000001,91,288484
46,54000002,10,42111
46,54000003,29,281858
46,54000004,45,223339
46,54000005,89,154881
46,54000006,248,103805
46,54000007,144,45784
46,54000008,47,14203
46,54000009,45,3837
46,54000010,54,251151
46,54000011,67,109659
46,54000012,177,245559
46,54000013,125,188338
46,54000014,72,82088
46,54000015,247,281196
46,54000016,67,177376
46,54000017,223,103000
46,54000018,47,282439
46,54000019,7,75396
46,54000020,64,185793
46,54000021,152,231643
46,54000022,105,139443
46,54000023,67,250809
46,54000024,30,70031
46,54000025,123,67335
46,54000026,226,162814
46,54000027,4,149688
46,54000028,33,29352
46,54000029,8,100127
46,54000030,163,121443
46,54000031,174,60842
46,54000032,108,77654
46,54000033,152,123295
46,54000034,3,212521
46,54000035,94,21521
46,54000036,249,16715
46,54000037,168,54623
46,54000038,144,182975
46,54000039,17,135785
46,54000040,56,84548
46,54000041,178,46768
46,54000042,13,201856
46,54000043,140,178665
46,54000044,186,102472
46,54000045,214,103966
46,54000046,84,32239
46,54000047,159,259234
46,54000048,121,282984
46,54000049,99,35630
46,54000050,51,69849
46,54000051,174,258492
46,54000052,39,80542
46,54000053,234,247615
46,54000054,182,117399
46,54000055,131,163005
46,54000056,25,113648
46,54000057,172,155627
46,54000058,208,254859
47,54000000,44,171779
47,54000001,69,276107
47,54000002,123,13156
47,54000003,184,123295
47,54000004,75,279014
47,54000005,12,15114
47,54000006,220,285977
47,54000007,204,252811
47,54000008,183,87481
47,54000009,130,279406
47,54000010,7,34480
47,54000011,82,63662
47,54000012,71,100904
47,54000013,53,169349
47,54000014,179,77067
47,54000015,244,296657
47,54000016,226,112185
47,54000017,108,281893
47,54000018,221,291109
47,54000019,106,61737
47,54000020,71,11725
47,54000021,72,62799
47,54000022,209,77748
47,54000023,92,245428
47,54000024,241,100957
47,54000025,64,180782
47,54000026,86,37798
47,54000027,53,183032
47,54000028,99,235679
47,54000029,217,222711
47,54000030,159,9701
47,54000031,42,87464
47,54000032,146,82688
47,54000033,174,56201
47,54000034,206,121301
47,54000035,151,181984
47,54000036,177,112040
47,54000037,71,242892
47,54000038,41,277523
47,54000039,109,67910
47,54000040,151,111163
47,54000041,146,90419
47,54000042,210,160917
47,54000043,46,37289
47,54000044,18,70965
47,54000045,60,298491
47,54000046,171,186638
47,54000047,229,254147
47,54000048,250,242891
47,54000049,136,162636
47,54000050,128,291272
47,54000051,23,34169
47,54000052,140,103950
47,54000053,223,222196
47,54000054,191,291977
47,54000055,213,143927
47,54000056,168,71464
47,54000057,145,230609
47,54000058,32,89553
48,54000000,171,202645
48,54000001,191,199550
48,54000002,16,34181
48,54000003,113,95128
48,54000004,74,202519
48,54000005,235,202830
48,54000006,61,254305
48,54000007,69,290994
48,54000008,176,297446
48,54000009,126,60688
48,54000010,39,156381
48,54000011,168,54700
48,54000012,106,157210
48,54000013,114,63191
48,54000014,6,249275
48,54000015,46,109485
48,54000016,201,155953
48,54000017,159,217871
48,54000018,37,110665
48,54000019,158,202168
48,54000020,187,162838
48,54000021,67,116670
48,54000022,205,235933
48,54000023,31,190694
48,54000024,27,161661
48,54000025,109,12836
48,54000026,78,7896
48,54000027,110,2446
48,54000028,125,8515
48,54000029,30,206172
48,54000030,173,296038
48,54000031,219,107327
48,54000032,109,234768
48,54000033,116,274171
48,54000034,144,251034
48,54000035,211,227874
48,54000036,115,135510
48,54000037,35,189230
48,54000038,147,204116
48,54000039,162,180218
48,54000040,68,277680
48,54000041,122,299357
48,54000042,56,33788
48,54000043,187,273861
48,54000044,194,96518
48,54000045,180,38540
48,54000046,79,216517
48,54000047,47,142106
48,54000048,195,16869
48,54000049,230,12278
48,54000050,216,138189
48,54000051,57,112234
48,54000052,199,200809
48,54000053,237,220818
48,54000054,10,67289
48,54000055,174,226208
48,54000056,58,227029
48,54000057,228,246800
48,54000058,95,30491
49,54000000,247,101411
49,54000001,2,15415
49,54000002,45,18330
49,54000003,84,13614
49,54000004,172,198033
49,54000005,197,208230
49,54000006,6,283637
49,54000007,182,102485
49,54000008,69,209507
49,54000009,118,79749
49,54000010,128,77471
49,54000011,63,127489
49,54000012,108,70702
49,54000013,94,221823
49,54000014,66,205904
49,54000015,132,19594
49,54000016,81,256605
49,54000017,43,274570
49,54000018,249,143419
49,54000019,50,74194
49,54000020,40,287961
49,54000021,54,134087
49,54000022,108,134828
49,54000023,209,144520
49,54000024,49,177891
49,54000025,152,93565
49,54000026,50,86920
49,54000027,105,211008
49,54000028,40,163894
49,54000029,78,246018
49,54000030,171,220146
49,54000031,169,39644
49,54000032,195,106663
49,54000033,60,271348
49,54000034,145,162434
49,54000035,80,297352
49,54000036,189,78279
49,54000037,147,203866
49,54000038,122,30637
49,54000039,15,242423
49,54000040,156,131421
49,54000041,162,188805
49,54000042,13,225378
49,54000043,45,291657
49,54000044,122,140205
49,54000045,0,190483
49,54000046,51,64265
49,54000047,203,193383
49,54000048,121,124469
49,54000049,136,33160
49,54000050,130,85763
49,54000051,201,222658
49,54000052,74,142477
49,54000053,129,264756
49,54000054,62,156399
49,54000055,232,32665
49,54000056,233,299716
49,54000057,7,61042
49,54000058,212,144512
50,54000000,6,297521
50,54000001,55,28519
50,54000002,160,163972
50,54000003,82,149321
50,54000004,241,288444
50,54000005,57,175387
50,54000006,206,47290
50,54000007,126,103891
50,54000008,155,243637
50,54000009,253,287104
50,54000010,52,292650
50,54000011,117,52099
50,54000012,66,118752
50,54000013,195,53742
50,54000014,237,64310
50,54000015,59,227607
50,54000016,91,8428
50,54000017,192,3832
50,54000018,158,81579
50,54000019,161,217863
50,54000020,250,62418
50,54000021,48,41005
50,54000022,176,94526
50,54000023,236,205830
50,54000024,195,117461
50,54000025,125,224628
50,54000026,74,257263
50,54000027,48,225759
50,54000028,92,275457
50,54000029,86,121165
50,54000030,131,31751
50,54000031,237,47546
50,54000032,187,257037
50,54000033,25,40372
50,54000034,123,259899
50,54000035,136,50902
50,54000036,187,19611
50,54000037,179,254335
50,54000038,254,50440
50,54000039,120,6766
50,54000040,187,79989
50,54000041,22,284093
50,54000042,165,91926
50,54000043,154,284119
50,54000044,55,62703
50,54000045,188,51382
50,54000046,101,67512
50,54000047,203,121277
50,54000048,196,84169
50,54000049,86,58959
50,54000050,205,109800
50,54000051,60,148651
50,54000052,226,5004
50,54000053,119,120997
50,54000054,95,10604
50,54000055,40,173921
50,54000056,229,240682
50,54000057,126,268686
50,54000058,189,184725
51,54000000,93,207997
51,54000001,24,33087
51,54000002,26,202845
51,54000003,162,282557
51,54000004,240,53525
51,54000005,48,81396
51,54000006,210,4765
51,54000007,253,34022
51,54000008,171,61433
51,54000009,37,86136
51,54000010,175,168210
51,54000011,208,248863
51,54000012,105,28915
51,54000013,97,246375
51,54000014,169,269341
51,54000015,231,27136
51,54000016,42,161319
51,54000017,128,150949
51,54000018,231,81942
51,54000019,216,67146
51,54000020,242,256853
51,54000021,146,124353
51,54000022,195,237553
51,54000023,60,89673
51,54000024,195,288692
51,54000025,53,155828
51,54000026,165,230716
51,54000027,123,115892
51,54000028,172,13751
51,54000029,199,28705
51,54000030,49,288765
51,54000031,24,216713
51,54000032,226,95753
51,54000033,63,256020
51,54000034,238,18645
51,54000035,231,227347
51,54000036,237,26386
51,54000037,47,22245
51,54000038,145,121505
51,54000039,49,153670
51,54000040,152,230065
51,54000041,0,112020
51,54000042,63,262613
51,54000043,105,119871
51,54000044,245,18849
51,54000045,79,283916
51,54000046,200,174337
51,54000047,164,99046
51,54000048,223,121718
51,54000049,2,153090
51,54000050,124,10062
51,54000051,193,89037
51,54000052,193,194655
51,54000053,144,27252
51,54000054,137,291039
51,54000055,227,173199
51,54000056,242,122787
51,54000057,184,140203
51,54000058,247,238962
52,54000000,140,183924
52,54000001,241,91046
52,54000002,219,87259
52,54000003,68,245086
52,54000004,109,131049
52,54000005,223,207715
52,54000006,242,246240
52,54000007,64,120885
52,54000008,208,214986
52,54000009,30,55568
52,54000010,48,143777
52,54000011,91,234465
52,54000012,92,49946
52,54000013,182,245631
52,54000014,38,289327
52,54000015,193,265064
52,54000016,164,165543
52,54000017,18,18105
52,54000018,115,225315
52,54000019,178,23753
52,54000020,20,85416
52,54000021,13,31554
52,54000022,218,200997
52,54000023,88,215261
52,54000024,118,291328
52,54000025,201,235802
52,54000026,217,246657
52,54000027,237,168089
52,54000028,125,209338
52,54000029,177,243768
52,54000030,193,233937
52,54000031,102,208201
52,54000032,121,138316
52,54000033,34,295086
52,54000034,164,175480
52,54000035,4,34004
52,54000036,160,274518
52,54000037,179,107082
52,54000038,86,167395
52,54000039,22,45564
52,54000040,38,227106
52,54000041,167,100720
52,54000042,42,31912
52,54000043,248,215580
52,54000044,152,38147
52,54000045,70,52866
52,54000046,20,213448
52,54000047,204,171658
52,54000048,242,151992
52,54000049,224,83578
52,54000050,74,258094
52,54000051,201,217204
52,54000052,30,199111
52,54000053,0,131980
52,54000054,138,296366
52,54000055,244,290821
52,54000056,149,155908
52,54000057,5,109607
52,54000058,198,27401
53,54000000,2,41310
53,54000001,54,272521
53,54000002,126,78706
53,54000003,235,273990
53,54000004,180,289311
53,54000005,131,152957
53,54000006,23,236432
53,54000007,63,213720
53,54000008,121,47037
53,54000009,182,132848
53,54000010,126,209182
53,54000011,227,215164
53,54000012,50,52043
53,54000013,132,183290
53,54000014,162,170834
53,54000015,168,203321
53,54000016,26,288947
53,54000017,164,156257
53,54000018,242,206843
53,54000019,196,254687
53,54000020,100,182620
53,54000021,117,268593
53,54000022,187,280773
53,54000023,126,91434
53,54000024,209,49219
53,54000025,192,249827
53,54000026,154,56660
53,54000027,95,136351
53,54000028,176,111683
53,54000029,170,187224
53,54000030,252,246341
53,54000031,36,291659
53,54000032,244,259567
53,54000033,166,196669
53,54000034,32,236978
53,54000035,17,58281
53,54000036,197,285364
53,54000037,133,52039
53,54000038,135,152044
53,54000039,30,25786
53,54000040,192,100826
53,54000041,79,86070
53,54000042,218,274465
53,54000043,227,1931
53,54000044,113,19169
53,54000045,40,131635
53,54000046,94,74293
53,54000047,18,189140
53,54000048,201,291238
53,54000049,250,276243
53,54000050,153,229130
53,54000051,191,51702
53,54000052,110,263485
53,54000053,94,239891
53,54000054,149,149850
53,54000055,200,259354
53,54000056,103,167414
53,54000057,179,44027
53,54000058,46,51097
54,54000000,22,197526
54,54000001,81,173273
54,54000002,36,63774
54,54000003,42,255509
54,54000004,157,234536
54,54000005,145,140
54,54000006,255,61878
54,54000007,147,292759
54,54000008,133,216410
54,54000009,41,139145
54,54000010,108,3017
54,54000011,131,14018
54,54000012,9,137631
54,54000013,166,205290
54,54000014,115,200
54,54000015,222,74288
54,54000016,68,1682
54,54000017,112,228671
54,54000018,250,177517
54,54000019,236,9018
54,54000020,65,271355
54,54000021,12,268436
54,54000022,36,135322
54,54000023,95,36750
54,54000024,124,126795
54,54000025,94,289774
54,54000026,134,128542
54,54000027,139,38808
54,54000028,18,280316
54,54000029,190,199692
54,54000030,74,186608
54,54000031,164,283004
54,54000032,204,270643
54,54000033,196,168519
54,54000034,124,93204
54,54000035,165,58679
54,54000036,110,1248
54,54000037,22,95572
54,54000038,134,104851
54,54000039,56,260451
54,54000040,135,216699
54,54000041,246,55102
54,54000042,245,76708
54,54000043,41,240049
54,54000044,97,96006
54,54000045,128,219054
54,54000046,143,159016
54,54000047,90,25742
54,54000048,152,111087
54,54000049,108,17573
54,54000050,220,17863
54,54000051,225,270688
54,54000052,82,55500
54,54000053,214,279966
54,54000054,78,221781
54,54000055,252,125704
54,54000056,246,51998
54,54000057,45,215407
54,54000058,78,54449
55,54000000,186,60416
55,54000001,210,134929
55,54000002,148,270598
55,54000003,159,289954
55,54000004,212,121692
55,54000005,29,217240
55,54000006,33,135789
55,54000007,161,207514
55,54000008,4,224042
55,54000009,84,73586
55,54000010,53,262247
55,54000011,68,12821
55,54000012,65,268051
55,54000013,1,11433
55,54000014,213,128691
55,54000015,171,61944
55,54000016,157,194938
55,54000017,155,7088
55,54000018,72,24838
55,54000019,190,197556
55,54000020,84,99257
55,54000021,98,250690
55,54000022,103,54354
55,54000023,56,209857
55,54000024,96,15529
55,54000025,176,67111
55,54000026,44,186308
55,54000027,27,48069
55,54000028,72,139864
55,54000029,130,106192
55,54000030,139,42847
55,54000031,185,55885
55,54000032,87,120050
55,54000033,175,100088
55,54000034,116,37635
55,54000035,239,117424
55,54000036,35,170138
55,54000037,148,164451
55,54000038,235,75850
55,54000039,165,225393
55,54000040,133,259311
55,54000041,192,290815
55,54000042,97,267175
55,54000043,251,292155
55,54000044,94,23466
55,54000045,124,87623
55,54000046,89,77447
55,54000047,32,253028
55,54000048,58,93820
55,54000049,7,215196
55,54000050,245,210353
55,54000051,74,124780
55,54000052,201,278898
55,54000053,158,153356
55,54000054,138,49543
55,54000055,198,30685
55,54000056,91,128594
55,54000057,106,282606
55,54000058,147,94949
56,54000000,187,27498
56,54000001,11,212669
56,54000002,233,33953
56,54000003,80,200639
56,54000004,199,101394
56,54000005,6,177965
56,54000006,95,119442
56,54000007,43,298500
56,54000008,67,17883
56,54000009,102,155382
56,54000010,80,152500
56,54000011,150,192575
56,54000012,173,5593
56,54000013,115,20806
56,54000014,64,276071
56,54000015,90,114738
56,54000016,93,138694
56,54000017,177,196998
56,54000018,87,168531
56,54000019,139,42970
56,54000020,108,22569
56,54000021,16,27256
56,54000022,203,15948
56,54000023,23,220112
56,54000024,115,17137
56,54000025,171,160856
56,54000026,135,189037
56,54000027,194,139108
56,54000028,158,71705
56,54000029,31,179326
56,54000030,190,232959
56,54000031,184,189826
56,54000032,61,40099
56,54000033,9,128792
56,54000034,195,277201
56,54000035,45,188078
56,54000036,22,90847
56,54000037,107,269905
56,54000038,200,195710
56,54000039,129,269225
56,54000040,83,143715
56,54000041,249,151471
56,54000042,234,71340
56,54000043,69,168075
56,54000044,24,134737
56,54000045,204,162638
56,54000046,57,82729
56,54000047,247,173544
56,54000048,125,62646
56,54000049,248,178535
56,54000050,70,73550
56,54000051,195,49358
56,54000052,230,116167
56,54000053,145,106285
56,54000054,37,258558
56,54000055,176,125315
56,54000056,115,30211
56,54000057,28,104620
56,54000058,161,211397
57,54000000,170,122408
57,54000001,129,105430
57,54000002,23,146123
57,54000003,239,94650
57,54000004,93,200858
57,54000005,37,283857
57,54000006,83,73064
57,54000007,9,210463
57,54000008,162,159981
57,54000009,184,111061
57,54000010,9,245792
57,54000011,97,284733
57,54000012,56,529
57,54000013,171,292583
57,54000014,38,277094
57,54000015,162,200907
57,54000016,209,261583
57,54000017,235,22522
57,54000018,40,7752
57,54000019,206,195334
57,54000020,45,170411
57,54000021,131,135338
57,54000022,249,3759
57,54000023,2,177911
57,54000024,179,79713
57,54000025,37,67069
57,54000026,145,80285
57,54000027,235,286354
57,54000028,80,52073
