player,deck,title,description,date,card,level
#89PL0YV,527,País Vasco whales,"Memory never recaptures reality. Memory reconstructs reality. Reconstructions change the original, becoming external frames of reference that inevitably fail.",2021-10-31,26000063,8
#89PL0YV,527,País Vasco whales,"Memory never recaptures reality. Memory reconstructs reality. Reconstructions change the original, becoming external frames of reference that inevitably fail.",2021-10-31,26000047,13
#89PL0YV,527,País Vasco whales,"Memory never recaptures reality. Memory reconstructs reality. Reconstructions change the original, becoming external frames of reference that inevitably fail.",2021-10-31,26000005,13
#89PL0YV,527,País Vasco whales,"Memory never recaptures reality. Memory reconstructs reality. Reconstructions change the original, becoming external frames of reference that inevitably fail.",2021-10-31,26000000,14
#89PL0YV,527,País Vasco whales,"Memory never recaptures reality. Memory reconstructs reality. Reconstructions change the original, becoming external frames of reference that inevitably fail.",2021-10-31,28000008,13
#89PL0YV,527,País Vasco whales,"Memory never recaptures reality. Memory reconstructs reality. Reconstructions change the original, becoming external frames of reference that inevitably fail.",2021-10-31,26000030,14
#2L0RPV822,528,Comunidad Valenciana geese,The wise animal blends into its surroundings.,2021-10-17,26000008,14
#2L0RPV822,528,Comunidad Valenciana geese,The wise animal blends into its surroundings.,2021-10-17,28000010,5
#2L0RPV822,528,Comunidad Valenciana geese,The wise animal blends into its surroundings.,2021-10-17,26000033,4
#2L0RPV822,528,Comunidad Valenciana geese,The wise animal blends into its surroundings.,2021-10-17,26000028,9
#2L0RPV822,528,Comunidad Valenciana geese,The wise animal blends into its surroundings.,2021-10-17,28000009,8
#2L0RPV822,528,Comunidad Valenciana geese,The wise animal blends into its surroundings.,2021-10-17,27000003,9
#2L0RPV822,528,Comunidad Valenciana geese,The wise animal blends into its surroundings.,2021-10-17,26000025,8
#2L0RPV822,528,Comunidad Valenciana geese,The wise animal blends into its surroundings.,2021-10-17,27000013,4
#2L0RPV822,529,Extremadura elephants,"Humans live best when each has his place to stand, when each knows where he belongs in the scheme of things and what he may achieve. Destroy the place and you destroy the person.",2021-09-29,26000009,8
#2L0RPV822,529,Extremadura elephants,"Humans live best when each has his place to stand, when each knows where he belongs in the scheme of things and what he may achieve. Destroy the place and you destroy the person.",2021-09-29,26000005,13
#2L0RPV822,529,Extremadura elephants,"Humans live best when each has his place to stand, when each knows where he belongs in the scheme of things and what he may achieve. Destroy the place and you destroy the person.",2021-09-29,26000000,13
#2L0RPV822,529,Extremadura elephants,"Humans live best when each has his place to stand, when each knows where he belongs in the scheme of things and what he may achieve. Destroy the place and you destroy the person.",2021-09-29,28000007,9
#2L0RPV822,529,Extremadura elephants,"Humans live best when each has his place to stand, when each knows where he belongs in the scheme of things and what he may achieve. Destroy the place and you destroy the person.",2021-09-29,26000085,9
#2L0RPV822,529,Extremadura elephants,"Humans live best when each has his place to stand, when each knows where he belongs in the scheme of things and what he may achieve. Destroy the place and you destroy the person.",2021-09-29,28000002,4
#2L0RPV822,529,Extremadura elephants,"Humans live best when each has his place to stand, when each knows where he belongs in the scheme of things and what he may achieve. Destroy the place and you destroy the person.",2021-09-29,28000017,13
#2L0RPV822,529,Extremadura elephants,"Humans live best when each has his place to stand, when each knows where he belongs in the scheme of things and what he may achieve. Destroy the place and you destroy the person.",2021-09-29,26000055,5
#2L0RPV822,530,Galicia spiders,"When God hath ordained a creature to die in a particular place, He causeth that creature's wants to direct him to that place",2021-11-05,26000033,4
#2L0RPV822,530,Galicia spiders,"When God hath ordained a creature to die in a particular place, He causeth that creature's wants to direct him to that place",2021-11-05,26000042,5
#2L0RPV822,530,Galicia spiders,"When God hath ordained a creature to die in a particular place, He causeth that creature's wants to direct him to that place",2021-11-05,26000061,5
#2L0RPV822,530,Galicia spiders,"When God hath ordained a creature to die in a particular place, He causeth that creature's wants to direct him to that place",2021-11-05,27000012,11
#2L0RPV822,530,Galicia spiders,"When God hath ordained a creature to die in a particular place, He causeth that creature's wants to direct him to that place",2021-11-05,26000074,1
#2L0RPV822,530,Galicia spiders,"When God hath ordained a creature to die in a particular place, He causeth that creature's wants to direct him to that place",2021-11-05,28000000,11
#2L0RPV822,530,Galicia spiders,"When God hath ordained a creature to die in a particular place, He causeth that creature's wants to direct him to that place",2021-11-05,26000024,13
#2L0RPV822,530,Galicia spiders,"When God hath ordained a creature to die in a particular place, He causeth that creature's wants to direct him to that place",2021-11-05,26000038,11
#L82V9VVC,531,Aragón zebras,Humans must never submit to animals.,2021-10-02,26000067,11
#L82V9VVC,531,Aragón zebras,Humans must never submit to animals.,2021-10-02,26000017,11
#L82V9VVC,531,Aragón zebras,Humans must never submit to animals.,2021-10-02,27000006,13
#L82V9VVC,531,Aragón zebras,Humans must never submit to animals.,2021-10-02,26000064,13
#L82V9VVC,531,Aragón zebras,Humans must never submit to animals.,2021-10-02,28000018,14
#L82V9VVC,531,Aragón zebras,Humans must never submit to animals.,2021-10-02,26000036,11
#L82V9VVC,531,Aragón zebras,Humans must never submit to animals.,2021-10-02,27000009,11
#L82V9VVC,531,Aragón zebras,Humans must never submit to animals.,2021-10-02,26000034,8
#L82V9VVC,532,Región de Murcia rabbits,"Memory never recaptures reality. Memory reconstructs reality. Reconstructions change the original, becoming external frames of reference that inevitably fail.",2021-09-03,28000009,8
#L82V9VVC,532,Región de Murcia rabbits,"Memory never recaptures reality. Memory reconstructs reality. Reconstructions change the original, becoming external frames of reference that inevitably fail.",2021-09-03,26000029,5
#L82V9VVC,532,Región de Murcia rabbits,"Memory never recaptures reality. Memory reconstructs reality. Reconstructions change the original, becoming external frames of reference that inevitably fail.",2021-09-03,26000003,11
#L82V9VVC,532,Región de Murcia rabbits,"Memory never recaptures reality. Memory reconstructs reality. Reconstructions change the original, becoming external frames of reference that inevitably fail.",2021-09-03,27000009,11
#L82V9VVC,532,Región de Murcia rabbits,"Memory never recaptures reality. Memory reconstructs reality. Reconstructions change the original, becoming external frames of reference that inevitably fail.",2021-09-03,28000008,13
#L82V9VVC,532,Región de Murcia rabbits,"Memory never recaptures reality. Memory reconstructs reality. Reconstructions change the original, becoming external frames of reference that inevitably fail.",2021-09-03,26000041,13
#L82V9VVC,532,Región de Murcia rabbits,"Memory never recaptures reality. Memory reconstructs reality. Reconstructions change the original, becoming external frames of reference that inevitably fail.",2021-09-03,26000053,13
#L82V9VVC,532,Región de Murcia rabbits,"Memory never recaptures reality. Memory reconstructs reality. Reconstructions change the original, becoming external frames of reference that inevitably fail.",2021-09-03,28000004,8
#L82V9VVC,533,Baleares goblins,I must not fear. Fear is the mind-killer. Fear is the little-death that brings total obliteration. I will face my fear. I will permit it to pass over me and through me. And when it has gone past I will turn the inner eye to see its path. Where the fear has gone there will be nothing. Only I will remain.,2021-08-30,26000068,11
#L82V9VVC,533,Baleares goblins,I must not fear. Fear is the mind-killer. Fear is the little-death that brings total obliteration. I will face my fear. I will permit it to pass over me and through me. And when it has gone past I will turn the inner eye to see its path. Where the fear has gone there will be nothing. Only I will remain.,2021-08-30,26000030,13
#L82V9VVC,533,Baleares goblins,I must not fear. Fear is the mind-killer. Fear is the little-death that brings total obliteration. I will face my fear. I will permit it to pass over me and through me. And when it has gone past I will turn the inner eye to see its path. Where the fear has gone there will be nothing. Only I will remain.,2021-08-30,28000015,8
#L82V9VVC,533,Baleares goblins,I must not fear. Fear is the mind-killer. Fear is the little-death that brings total obliteration. I will face my fear. I will permit it to pass over me and through me. And when it has gone past I will turn the inner eye to see its path. Where the fear has gone there will be nothing. Only I will remain.,2021-08-30,27000004,11
#L82V9VVC,533,Baleares goblins,I must not fear. Fear is the mind-killer. Fear is the little-death that brings total obliteration. I will face my fear. I will permit it to pass over me and through me. And when it has gone past I will turn the inner eye to see its path. Where the fear has gone there will be nothing. Only I will remain.,2021-08-30,26000052,11
#L82V9VVC,533,Baleares goblins,I must not fear. Fear is the mind-killer. Fear is the little-death that brings total obliteration. I will face my fear. I will permit it to pass over me and through me. And when it has gone past I will turn the inner eye to see its path. Where the fear has gone there will be nothing. Only I will remain.,2021-08-30,26000056,14
#L82V9VVC,533,Baleares goblins,I must not fear. Fear is the mind-killer. Fear is the little-death that brings total obliteration. I will face my fear. I will permit it to pass over me and through me. And when it has gone past I will turn the inner eye to see its path. Where the fear has gone there will be nothing. Only I will remain.,2021-08-30,26000057,11
#L82V9VVC,533,Baleares goblins,I must not fear. Fear is the mind-killer. Fear is the little-death that brings total obliteration. I will face my fear. I will permit it to pass over me and through me. And when it has gone past I will turn the inner eye to see its path. Where the fear has gone there will be nothing. Only I will remain.,2021-08-30,26000054,8
#9JCVUYP,534,Baleares buffalo,From water does all life begin.,2021-11-02,26000057,11
#9JCVUYP,534,Baleares buffalo,From water does all life begin.,2021-11-02,26000067,11
#9JCVUYP,534,Baleares buffalo,From water does all life begin.,2021-11-02,28000015,8
#9JCVUYP,534,Baleares buffalo,From water does all life begin.,2021-11-02,27000000,13
#9JCVUYP,534,Baleares buffalo,From water does all life begin.,2021-11-02,28000010,5
#9JCVUYP,534,Baleares buffalo,From water does all life begin.,2021-11-02,28000000,11
#9JCVUYP,534,Baleares buffalo,From water does all life begin.,2021-11-02,26000072,3
#9JCVUYP,534,Baleares buffalo,From water does all life begin.,2021-11-02,26000000,13
#8L8VV88C,535,Castilla y León prophets,"It is by will alone I set my mind in motion. It is by the juice of Sapho that thoughts acquire speed, the lips acquire stains. The stains become a warning.",2021-11-08,26000055,5
#8L8VV88C,535,Castilla y León prophets,"It is by will alone I set my mind in motion. It is by the juice of Sapho that thoughts acquire speed, the lips acquire stains. The stains become a warning.",2021-11-08,26000009,8
#8L8VV88C,535,Castilla y León prophets,"It is by will alone I set my mind in motion. It is by the juice of Sapho that thoughts acquire speed, the lips acquire stains. The stains become a warning.",2021-11-08,26000059,9
#8L8VV88C,535,Castilla y León prophets,"It is by will alone I set my mind in motion. It is by the juice of Sapho that thoughts acquire speed, the lips acquire stains. The stains become a warning.",2021-11-08,26000023,2
#8L8VV88C,535,Castilla y León prophets,"It is by will alone I set my mind in motion. It is by the juice of Sapho that thoughts acquire speed, the lips acquire stains. The stains become a warning.",2021-11-08,26000074,2
#8L8VV88C,535,Castilla y León prophets,"It is by will alone I set my mind in motion. It is by the juice of Sapho that thoughts acquire speed, the lips acquire stains. The stains become a warning.",2021-11-08,26000000,11
#8L8VV88C,535,Castilla y León prophets,"It is by will alone I set my mind in motion. It is by the juice of Sapho that thoughts acquire speed, the lips acquire stains. The stains become a warning.",2021-11-08,27000000,13
#8L8VV88C,535,Castilla y León prophets,"It is by will alone I set my mind in motion. It is by the juice of Sapho that thoughts acquire speed, the lips acquire stains. The stains become a warning.",2021-11-08,28000000,11
#8L8VV88C,536,Cataluña dwarves,May thy knife chip and shatter.,2021-08-17,28000012,7
#8L8VV88C,536,Cataluña dwarves,May thy knife chip and shatter.,2021-08-17,26000002,11
#8L8VV88C,536,Cataluña dwarves,May thy knife chip and shatter.,2021-08-17,26000000,11
#8L8VV88C,536,Cataluña dwarves,May thy knife chip and shatter.,2021-08-17,26000057,10
#8L8VV88C,536,Cataluña dwarves,May thy knife chip and shatter.,2021-08-17,26000031,12
#8L8VV88C,536,Cataluña dwarves,May thy knife chip and shatter.,2021-08-17,26000015,8
#8L8VV88C,536,Cataluña dwarves,May thy knife chip and shatter.,2021-08-17,27000007,9
#8L8VV88C,536,Cataluña dwarves,May thy knife chip and shatter.,2021-08-17,26000012,7
#8L8VV88C,537,Región de Murcia gnomes,"A man's flesh is his own; the water belongs to the tribe.",2021-11-08,26000023,2
#8L8VV88C,537,Región de Murcia gnomes,"A man's flesh is his own; the water belongs to the tribe.",2021-11-08,26000035,5
#8L8VV88C,537,Región de Murcia gnomes,"A man's flesh is his own; the water belongs to the tribe.",2021-11-08,27000012,11
#8L8VV88C,537,Región de Murcia gnomes,"A man's flesh is his own; the water belongs to the tribe.",2021-11-08,26000019,11
#8L8VV88C,537,Región de Murcia gnomes,"A man's flesh is his own; the water belongs to the tribe.",2021-11-08,26000069,2
#8L8VV88C,537,Región de Murcia gnomes,"A man's flesh is his own; the water belongs to the tribe.",2021-11-08,26000048,5
#8L8VV88C,537,Región de Murcia gnomes,"A man's flesh is his own; the water belongs to the tribe.",2021-11-08,26000055,5
#8L8VV88C,537,Región de Murcia gnomes,"A man's flesh is his own; the water belongs to the tribe.",2021-11-08,27000003,9
#LU8RUR,538,Comunidad de Madrid gnomes,"Memory never recaptures reality. Memory reconstructs reality. Reconstructions change the original, becoming external frames of reference that inevitably fail.",2021-09-06,28000003,11
#LU8RUR,538,Comunidad de Madrid gnomes,"Memory never recaptures reality. Memory reconstructs reality. Reconstructions change the original, becoming external frames of reference that inevitably fail.",2021-09-06,26000061,1
#LU8RUR,538,Comunidad de Madrid gnomes,"Memory never recaptures reality. Memory reconstructs reality. Reconstructions change the original, becoming external frames of reference that inevitably fail.",2021-09-06,28000007,4
#LU8RUR,538,Comunidad de Madrid gnomes,"Memory never recaptures reality. Memory reconstructs reality. Reconstructions change the original, becoming external frames of reference that inevitably fail.",2021-09-06,28000002,4
#LU8RUR,538,Comunidad de Madrid gnomes,"Memory never recaptures reality. Memory reconstructs reality. Reconstructions change the original, becoming external frames of reference that inevitably fail.",2021-09-06,26000034,4
#LU8RUR,538,Comunidad de Madrid gnomes,"Memory never recaptures reality. Memory reconstructs reality. Reconstructions change the original, becoming external frames of reference that inevitably fail.",2021-09-06,28000011,6
#LU8RUR,538,Comunidad de Madrid gnomes,"Memory never recaptures reality. Memory reconstructs reality. Reconstructions change the original, becoming external frames of reference that inevitably fail.",2021-09-06,26000002,12
#LU8RUR,538,Comunidad de Madrid gnomes,"Memory never recaptures reality. Memory reconstructs reality. Reconstructions change the original, becoming external frames of reference that inevitably fail.",2021-09-06,26000007,4
#LU8RUR,539,Andalucía druids,There is probably no more terrible instance of enlightenment than the one in which you discover your father is a man — with human flesh.,2021-11-02,28000001,13
#LU8RUR,539,Andalucía druids,There is probably no more terrible instance of enlightenment than the one in which you discover your father is a man — with human flesh.,2021-11-02,26000042,2
#LU8RUR,539,Andalucía druids,There is probably no more terrible instance of enlightenment than the one in which you discover your father is a man — with human flesh.,2021-11-02,26000056,13
#LU8RUR,539,Andalucía druids,There is probably no more terrible instance of enlightenment than the one in which you discover your father is a man — with human flesh.,2021-11-02,27000008,8
#LU8RUR,539,Andalucía druids,There is probably no more terrible instance of enlightenment than the one in which you discover your father is a man — with human flesh.,2021-11-02,26000033,1
#LU8RUR,539,Andalucía druids,There is probably no more terrible instance of enlightenment than the one in which you discover your father is a man — with human flesh.,2021-11-02,26000039,9
#LU8RUR,539,Andalucía druids,There is probably no more terrible instance of enlightenment than the one in which you discover your father is a man — with human flesh.,2021-11-02,28000007,4
#LU8RUR,539,Andalucía druids,There is probably no more terrible instance of enlightenment than the one in which you discover your father is a man — with human flesh.,2021-11-02,26000058,4
#LU8RUR,540,Principado de Asturias exorcists,You do not beg the sun for mercy.,2021-09-19,26000032,6
#LU8RUR,540,Principado de Asturias exorcists,You do not beg the sun for mercy.,2021-09-19,27000008,8
#LU8RUR,540,Principado de Asturias exorcists,You do not beg the sun for mercy.,2021-09-19,26000056,13
#LU8RUR,540,Principado de Asturias exorcists,You do not beg the sun for mercy.,2021-09-19,26000001,13
#LU8RUR,540,Principado de Asturias exorcists,You do not beg the sun for mercy.,2021-09-19,27000013,4
#LU8RUR,540,Principado de Asturias exorcists,You do not beg the sun for mercy.,2021-09-19,26000007,4
#LU8RUR,540,Principado de Asturias exorcists,You do not beg the sun for mercy.,2021-09-19,26000016,4
#LU8RUR,540,Principado de Asturias exorcists,You do not beg the sun for mercy.,2021-09-19,26000068,7
#2JR800G,541,Castilla-La Mancha black cats,"Thou shalt not make a machine in the likeness of a man's mind",2021-09-05,26000035,5
#2JR800G,541,Castilla-La Mancha black cats,"Thou shalt not make a machine in the likeness of a man's mind",2021-09-05,26000025,8
#2JR800G,541,Castilla-La Mancha black cats,"Thou shalt not make a machine in the likeness of a man's mind",2021-09-05,26000074,1
#2JR800G,541,Castilla-La Mancha black cats,"Thou shalt not make a machine in the likeness of a man's mind",2021-09-05,26000007,8
#2JR800G,541,Castilla-La Mancha black cats,"Thou shalt not make a machine in the likeness of a man's mind",2021-09-05,26000039,10
#2JR800G,541,Castilla-La Mancha black cats,"Thou shalt not make a machine in the likeness of a man's mind",2021-09-05,26000064,13
#2JR800G,541,Castilla-La Mancha black cats,"Thou shalt not make a machine in the likeness of a man's mind",2021-09-05,27000004,11
#2JR800G,541,Castilla-La Mancha black cats,"Thou shalt not make a machine in the likeness of a man's mind",2021-09-05,28000001,13
#2JR800G,542,Principado de Asturias chimeras,The eye that looks ahead to the safe course is closed forever.,2021-09-26,26000036,9
#2JR800G,542,Principado de Asturias chimeras,The eye that looks ahead to the safe course is closed forever.,2021-09-26,26000019,12
#2JR800G,542,Principado de Asturias chimeras,The eye that looks ahead to the safe course is closed forever.,2021-09-26,26000018,11
#2JR800G,542,Principado de Asturias chimeras,The eye that looks ahead to the safe course is closed forever.,2021-09-26,27000001,11
#2JR800G,542,Principado de Asturias chimeras,The eye that looks ahead to the safe course is closed forever.,2021-09-26,26000044,8
#2JR800G,542,Principado de Asturias chimeras,The eye that looks ahead to the safe course is closed forever.,2021-09-26,26000067,11
#2JR800G,542,Principado de Asturias chimeras,The eye that looks ahead to the safe course is closed forever.,2021-09-26,27000008,8
#2JR800G,542,Principado de Asturias chimeras,The eye that looks ahead to the safe course is closed forever.,2021-09-26,28000008,13
#2JR800G,543,Cataluña goats,I am the Kwisatz Haderach. That is reason enough.,2021-10-06,26000024,13
#2JR800G,543,Cataluña goats,I am the Kwisatz Haderach. That is reason enough.,2021-10-06,26000055,2
#2JR800G,543,Cataluña goats,I am the Kwisatz Haderach. That is reason enough.,2021-10-06,27000001,11
#2JR800G,543,Cataluña goats,I am the Kwisatz Haderach. That is reason enough.,2021-10-06,28000010,5
#2JR800G,543,Cataluña goats,I am the Kwisatz Haderach. That is reason enough.,2021-10-06,26000016,8
#2JR800G,543,Cataluña goats,I am the Kwisatz Haderach. That is reason enough.,2021-10-06,26000028,11
#2JR800G,543,Cataluña goats,I am the Kwisatz Haderach. That is reason enough.,2021-10-06,26000000,13
#2JR800G,543,Cataluña goats,I am the Kwisatz Haderach. That is reason enough.,2021-10-06,28000017,12
#29C2U2QPP,544,Extremadura banshees,"A process cannot be understood by stopping it. Understanding must move with the flow of the process, must join it and flow with it.",2021-10-01,26000014,11
#29C2U2QPP,544,Extremadura banshees,"A process cannot be understood by stopping it. Understanding must move with the flow of the process, must join it and flow with it.",2021-10-01,26000029,6
#29C2U2QPP,544,Extremadura banshees,"A process cannot be understood by stopping it. Understanding must move with the flow of the process, must join it and flow with it.",2021-10-01,26000030,13
#29C2U2QPP,544,Extremadura banshees,"A process cannot be understood by stopping it. Understanding must move with the flow of the process, must join it and flow with it.",2021-10-01,26000060,8
#29C2U2QPP,544,Extremadura banshees,"A process cannot be understood by stopping it. Understanding must move with the flow of the process, must join it and flow with it.",2021-10-01,26000032,5
#29C2U2QPP,544,Extremadura banshees,"A process cannot be understood by stopping it. Understanding must move with the flow of the process, must join it and flow with it.",2021-10-01,26000074,1
#29C2U2QPP,544,Extremadura banshees,"A process cannot be understood by stopping it. Understanding must move with the flow of the process, must join it and flow with it.",2021-10-01,28000002,8
#29C2U2QPP,544,Extremadura banshees,"A process cannot be understood by stopping it. Understanding must move with the flow of the process, must join it and flow with it.",2021-10-01,28000008,14
#29C2U2QPP,545,Navarra gnomes,God created Arrakis to train the faithful.,2021-10-12,26000063,9
#29C2U2QPP,545,Navarra gnomes,God created Arrakis to train the faithful.,2021-10-12,26000061,5
#29C2U2QPP,545,Navarra gnomes,God created Arrakis to train the faithful.,2021-10-12,26000000,13
#29C2U2QPP,545,Navarra gnomes,God created Arrakis to train the faithful.,2021-10-12,27000013,8
#29C2U2QPP,545,Navarra gnomes,God created Arrakis to train the faithful.,2021-10-12,26000054,8
#29C2U2QPP,545,Navarra gnomes,God created Arrakis to train the faithful.,2021-10-12,27000000,13
#29C2U2QPP,545,Navarra gnomes,God created Arrakis to train the faithful.,2021-10-12,26000017,11
#29C2U2QPP,545,Navarra gnomes,God created Arrakis to train the faithful.,2021-10-12,26000069,1
#29C2U2QPP,546,Andalucía elves,"A process cannot be understood by stopping it. Understanding must move with the flow of the process, must join it and flow with it.",2021-10-13,26000000,13
#29C2U2QPP,546,Andalucía elves,"A process cannot be understood by stopping it. Understanding must move with the flow of the process, must join it and flow with it.",2021-10-13,26000074,1
#29C2U2QPP,546,Andalucía elves,"A process cannot be understood by stopping it. Understanding must move with the flow of the process, must join it and flow with it.",2021-10-13,27000003,11
#29C2U2QPP,546,Andalucía elves,"A process cannot be understood by stopping it. Understanding must move with the flow of the process, must join it and flow with it.",2021-10-13,26000038,11
#29C2U2QPP,546,Andalucía elves,"A process cannot be understood by stopping it. Understanding must move with the flow of the process, must join it and flow with it.",2021-10-13,28000007,8
#29C2U2QPP,546,Andalucía elves,"A process cannot be understood by stopping it. Understanding must move with the flow of the process, must join it and flow with it.",2021-10-13,28000009,9
#29C2U2QPP,546,Andalucía elves,"A process cannot be understood by stopping it. Understanding must move with the flow of the process, must join it and flow with it.",2021-10-13,28000003,11
#29C2U2QPP,546,Andalucía elves,"A process cannot be understood by stopping it. Understanding must move with the flow of the process, must join it and flow with it.",2021-10-13,28000013,9
#YL098VV8P,547,País Vasco gooses,Fragmentation is the natural destiny of all power.,2021-10-17,26000055,3
#YL098VV8P,547,País Vasco gooses,Fragmentation is the natural destiny of all power.,2021-10-17,26000030,13
#YL098VV8P,547,País Vasco gooses,Fragmentation is the natural destiny of all power.,2021-10-17,26000024,13
#YL098VV8P,547,País Vasco gooses,Fragmentation is the natural destiny of all power.,2021-10-17,26000061,5
#YL098VV8P,547,País Vasco gooses,Fragmentation is the natural destiny of all power.,2021-10-17,28000001,9
#YL098VV8P,547,País Vasco gooses,Fragmentation is the natural destiny of all power.,2021-10-17,26000028,7
#YL098VV8P,547,País Vasco gooses,Fragmentation is the natural destiny of all power.,2021-10-17,27000001,7
#YL098VV8P,547,País Vasco gooses,Fragmentation is the natural destiny of all power.,2021-10-17,26000001,13
#YL098VV8P,548,Principado de Asturias gnomes,"When God hath ordained a creature to die in a particular place, He causeth that creature's wants to direct him to that place",2021-11-06,26000028,7
#YL098VV8P,548,Principado de Asturias gnomes,"When God hath ordained a creature to die in a particular place, He causeth that creature's wants to direct him to that place",2021-11-06,26000041,9
#YL098VV8P,548,Principado de Asturias gnomes,"When God hath ordained a creature to die in a particular place, He causeth that creature's wants to direct him to that place",2021-11-06,26000018,11
#YL098VV8P,548,Principado de Asturias gnomes,"When God hath ordained a creature to die in a particular place, He causeth that creature's wants to direct him to that place",2021-11-06,26000029,1
#YL098VV8P,548,Principado de Asturias gnomes,"When God hath ordained a creature to die in a particular place, He causeth that creature's wants to direct him to that place",2021-11-06,28000008,12
#YL098VV8P,548,Principado de Asturias gnomes,"When God hath ordained a creature to die in a particular place, He causeth that creature's wants to direct him to that place",2021-11-06,27000003,7
#YL098VV8P,548,Principado de Asturias gnomes,"When God hath ordained a creature to die in a particular place, He causeth that creature's wants to direct him to that place",2021-11-06,26000010,13
#YL098VV8P,548,Principado de Asturias gnomes,"When God hath ordained a creature to die in a particular place, He causeth that creature's wants to direct him to that place",2021-11-06,26000014,12
#YGYU8Y8V,549,Comunidad de Madrid buffalo,Survival is the ability to swim in strange water.,2021-08-23,26000013,13
#YGYU8Y8V,549,Comunidad de Madrid buffalo,Survival is the ability to swim in strange water.,2021-08-23,26000006,6
#YGYU8Y8V,549,Comunidad de Madrid buffalo,Survival is the ability to swim in strange water.,2021-08-23,26000029,3
#YGYU8Y8V,549,Comunidad de Madrid buffalo,Survival is the ability to swim in strange water.,2021-08-23,26000035,2
#YGYU8Y8V,549,Comunidad de Madrid buffalo,Survival is the ability to swim in strange water.,2021-08-23,26000030,12
#YGYU8Y8V,549,Comunidad de Madrid buffalo,Survival is the ability to swim in strange water.,2021-08-23,26000068,9
#YGYU8Y8V,549,Comunidad de Madrid buffalo,Survival is the ability to swim in strange water.,2021-08-23,26000003,10
#YGYU8Y8V,549,Comunidad de Madrid buffalo,Survival is the ability to swim in strange water.,2021-08-23,28000000,12
#YGYU8Y8V,550,Comunidad de Madrid pigs,Do not count a human dead until you’ve seen his body. And even then you can make a mistake.,2021-09-23,26000047,13
#YGYU8Y8V,550,Comunidad de Madrid pigs,Do not count a human dead until you’ve seen his body. And even then you can make a mistake.,2021-09-23,26000041,12
#YGYU8Y8V,550,Comunidad de Madrid pigs,Do not count a human dead until you’ve seen his body. And even then you can make a mistake.,2021-09-23,26000021,9
#YGYU8Y8V,550,Comunidad de Madrid pigs,Do not count a human dead until you’ve seen his body. And even then you can make a mistake.,2021-09-23,26000024,13
#YGYU8Y8V,550,Comunidad de Madrid pigs,Do not count a human dead until you’ve seen his body. And even then you can make a mistake.,2021-09-23,26000005,13
#YGYU8Y8V,550,Comunidad de Madrid pigs,Do not count a human dead until you’ve seen his body. And even then you can make a mistake.,2021-09-23,26000020,6
#YGYU8Y8V,550,Comunidad de Madrid pigs,Do not count a human dead until you’ve seen his body. And even then you can make a mistake.,2021-09-23,26000084,10
#YGYU8Y8V,550,Comunidad de Madrid pigs,Do not count a human dead until you’ve seen his body. And even then you can make a mistake.,2021-09-23,28000011,3
#2L9RJL2Q,551,Canarias lycanthropes,Truth suffers from too much analysis.,2021-10-16,27000012,11
#2L9RJL2Q,551,Canarias lycanthropes,Truth suffers from too much analysis.,2021-10-16,26000085,8
#2L9RJL2Q,551,Canarias lycanthropes,Truth suffers from too much analysis.,2021-10-16,26000009,8
#2L9RJL2Q,551,Canarias lycanthropes,Truth suffers from too much analysis.,2021-10-16,26000024,13
#2L9RJL2Q,551,Canarias lycanthropes,Truth suffers from too much analysis.,2021-10-16,26000019,13
#2L9RJL2Q,551,Canarias lycanthropes,Truth suffers from too much analysis.,2021-10-16,26000061,5
#2L9RJL2Q,551,Canarias lycanthropes,Truth suffers from too much analysis.,2021-10-16,27000007,9
#2L9RJL2Q,551,Canarias lycanthropes,Truth suffers from too much analysis.,2021-10-16,28000003,11
#2L9RJL2Q,552,Principado de Asturias goats,"Bless the Maker and all His Water. Bless the coming and going of Him, May His passing cleanse the world. May He keep the world for his people.",2021-09-29,28000005,8
#2L9RJL2Q,552,Principado de Asturias goats,"Bless the Maker and all His Water. Bless the coming and going of Him, May His passing cleanse the world. May He keep the world for his people.",2021-09-29,26000055,5
#2L9RJL2Q,552,Principado de Asturias goats,"Bless the Maker and all His Water. Bless the coming and going of Him, May His passing cleanse the world. May He keep the world for his people.",2021-09-29,26000060,6
#2L9RJL2Q,552,Principado de Asturias goats,"Bless the Maker and all His Water. Bless the coming and going of Him, May His passing cleanse the world. May He keep the world for his people.",2021-09-29,27000006,13
#2L9RJL2Q,552,Principado de Asturias goats,"Bless the Maker and all His Water. Bless the coming and going of Him, May His passing cleanse the world. May He keep the world for his people.",2021-09-29,26000013,14
#2L9RJL2Q,552,Principado de Asturias goats,"Bless the Maker and all His Water. Bless the coming and going of Him, May His passing cleanse the world. May He keep the world for his people.",2021-09-29,27000002,12
#2L9RJL2Q,552,Principado de Asturias goats,"Bless the Maker and all His Water. Bless the coming and going of Him, May His passing cleanse the world. May He keep the world for his people.",2021-09-29,26000014,11
#2L9RJL2Q,552,Principado de Asturias goats,"Bless the Maker and all His Water. Bless the coming and going of Him, May His passing cleanse the world. May He keep the world for his people.",2021-09-29,26000074,2
#2L9RJL2Q,553,Castilla y León ducks,From water does all life begin.,2021-10-06,26000005,13
#2L9RJL2Q,553,Castilla y León ducks,From water does all life begin.,2021-10-06,26000002,13
#2L9RJL2Q,553,Castilla y León ducks,From water does all life begin.,2021-10-06,26000016,8
