player,name,description,arena,date,gems
#U800U9U9,Tournament Host,Create and finish 10 tournaments,54000019,2020-04-24,123
#U800U9U9,Tournament Player,Join a tournament,54000046,2021-08-14,254
#U800U9U9,Challenge Streak,Get 12 wins in a single Challenge,54000057,2020-12-27,145
#U800U9U9,Practice with Friends,Win 10 Friendly Battles,54000010,2021-02-18,238
#U800U9U9,Special Challenge,Participate in 5 unique Special Event Challenges,54000015,2020-04-18,42
#U800U9U9,Friend in Need II,Donate 25000 cards,54000027,2020-12-29,191
#89RYUPQ0V,Team Player,Join a Clan,54000043,2020-07-26,48
#89RYUPQ0V,Friend in Need,Donate 2500 cards,54000029,2021-08-19,235
#89RYUPQ0V,Road to Glory,Reach Arena 6,54000008,2020-09-09,210
#89RYUPQ0V,Gatherer,Collect 40 cards,54000056,2020-07-10,163
#89RYUPQ0V,TV Royale,Watch a TV Royale Replay,54000034,2020-09-03,100
#89RYUPQ0V,Tournament Rewards,Win 1000 cards from tournaments,54000021,2021-07-26,208
#89RYUPQ0V,Tournament Host,Create and finish 10 tournaments,54000029,2020-08-13,123
#89RYUPQ0V,Tournament Player,Join a tournament,54000043,2020-04-02,254
#89RYUPQ0V,Challenge Streak,Get 12 wins in a single Challenge,54000048,2020-05-28,145
#89RYUPQ0V,Practice with Friends,Win 10 Friendly Battles,54000028,2021-06-07,238
#89RYUPQ0V,Special Challenge,Participate in 5 unique Special Event Challenges,54000021,2020-05-06,42
#89RYUPQ0V,Friend in Need II,Donate 25000 cards,54000033,2020-11-29,191
#9QY0RR29,Team Player,Join a Clan,54000033,2021-10-15,48
#9QY0RR29,Friend in Need,Donate 2500 cards,54000026,2021-07-18,235
#9QY0RR29,Road to Glory,Reach Arena 6,54000036,2021-05-10,210
#9QY0RR29,Gatherer,Collect 40 cards,54000045,2021-05-01,163
#9QY0RR29,TV Royale,Watch a TV Royale Replay,54000010,2021-05-06,100
#9QY0RR29,Tournament Rewards,Win 1000 cards from tournaments,54000051,2021-01-14,208
#9QY0RR29,Tournament Host,Create and finish 10 tournaments,54000042,2020-11-17,123
#9QY0RR29,Tournament Player,Join a tournament,54000036,2021-04-02,254
#9QY0RR29,Challenge Streak,Get 12 wins in a single Challenge,54000025,2021-06-20,145
#9QY0RR29,Practice with Friends,Win 10 Friendly Battles,54000052,2020-06-05,238
#9QY0RR29,Special Challenge,Participate in 5 unique Special Event Challenges,54000037,2020-08-21,42
#9QY0RR29,Friend in Need II,Donate 25000 cards,54000019,2021-09-02,191
#98R0LCGG,Team Player,Join a Clan,54000026,2020-11-01,48
#98R0LCGG,Friend in Need,Donate 2500 cards,54000038,2020-05-11,235
#98R0LCGG,Road to Glory,Reach Arena 6,54000057,2020-10-02,210
#98R0LCGG,Gatherer,Collect 40 cards,54000028,2021-09-08,163
#98R0LCGG,TV Royale,Watch a TV Royale Replay,54000056,2021-03-02,100
#98R0LCGG,Tournament Rewards,Win 20000 cards from tournaments,54000018,2021-01-27,208
#98R0LCGG,Tournament Host,Create and finish 50 tournaments,54000034,2021-03-03,123
#98R0LCGG,Tournament Player,Join a tournament,54000024,2020-05-22,254
#98R0LCGG,Challenge Streak,Get 12 wins in a single Challenge,54000038,2021-05-18,145
#98R0LCGG,Practice with Friends,Win 10 Friendly Battles,54000047,2021-09-16,238
#98R0LCGG,Special Challenge,Participate in 5 unique Special Event Challenges,54000057,2020-07-29,42
#98R0LCGG,Friend in Need II,Donate 25000 cards,54000001,2021-11-06,191
#8J8QCGLR,Team Player,Join a Clan,54000033,2021-03-16,48
#8J8QCGLR,Friend in Need,Donate 2500 cards,54000039,2020-08-28,235
#8J8QCGLR,Road to Glory,Reach Arena 6,54000018,2021-08-22,210
#8J8QCGLR,Gatherer,Collect 40 cards,54000040,2021-09-20,163
#8J8QCGLR,TV Royale,Watch a TV Royale Replay,54000005,2020-11-26,100
#8J8QCGLR,Tournament Rewards,Win 1000 cards from tournaments,54000054,2021-06-27,208
#8J8QCGLR,Tournament Host,Create and finish 10 tournaments,54000044,2021-01-05,123
#8J8QCGLR,Tournament Player,Join a tournament,54000043,2020-12-23,254
#8J8QCGLR,Challenge Streak,Get 12 wins in a single Challenge,54000004,2021-04-23,145
#8J8QCGLR,Practice with Friends,Win 10 Friendly Battles,54000007,2021-02-14,238
#8J8QCGLR,Special Challenge,Participate in 5 unique Special Event Challenges,54000049,2020-07-29,42
#8J8QCGLR,Friend in Need II,Donate 25000 cards,54000016,2021-04-18,191
#Q88YUVLG,Team Player,Join a Clan,54000016,2021-10-19,48
#Q88YUVLG,Friend in Need,Donate 2500 cards,54000058,2020-05-02,235
#Q88YUVLG,Road to Glory,Reach Arena 6,54000024,2021-06-30,210
#Q88YUVLG,Gatherer,Collect 40 cards,54000011,2020-05-22,163
#Q88YUVLG,TV Royale,Watch a TV Royale Replay,54000025,2021-06-19,100
#Q88YUVLG,Tournament Rewards,Win 20000 cards from tournaments,54000022,2020-11-17,208
#Q88YUVLG,Tournament Host,Create and finish 10 tournaments,54000048,2020-08-20,123
#Q88YUVLG,Tournament Player,Join a tournament,54000016,2021-09-26,254
#Q88YUVLG,Challenge Streak,Get 12 wins in a single Challenge,54000041,2020-10-11,145
#Q88YUVLG,Practice with Friends,Win 10 Friendly Battles,54000001,2021-05-08,238
#Q88YUVLG,Special Challenge,Participate in 5 unique Special Event Challenges,54000016,2021-09-30,42
#Q88YUVLG,Friend in Need II,Donate 25000 cards,54000010,2020-07-16,191
#82UVCUR2R,Team Player,Join a Clan,54000025,2020-08-12,48
#82UVCUR2R,Friend in Need,Donate 2500 cards,54000001,2021-06-07,235
#82UVCUR2R,Road to Glory,Reach Arena 6,54000042,2021-01-11,210
#82UVCUR2R,Gatherer,Collect 40 cards,54000007,2021-05-30,163
#82UVCUR2R,TV Royale,Watch a TV Royale Replay,54000038,2021-01-25,100
#82UVCUR2R,Tournament Rewards,Win 1000 cards from tournaments,54000045,2020-09-16,208
#82UVCUR2R,Tournament Host,Create and finish one tournament,54000029,2020-08-28,123
#82UVCUR2R,Tournament Player,Join a tournament,54000032,2020-03-22,254
#82UVCUR2R,Challenge Streak,Get 12 wins in a single Challenge,54000044,2020-10-22,145
#82UVCUR2R,Practice with Friends,Win 10 Friendly Battles,54000041,2020-07-10,238
#82UVCUR2R,Special Challenge,Participate in 5 unique Special Event Challenges,54000030,2020-05-25,42
#82UVCUR2R,Friend in Need II,Donate 25000 cards,54000043,2020-05-15,191
#9RR9ULL99,Team Player,Join a Clan,54000048,2021-09-07,48
#9RR9ULL99,Friend in Need,Donate 2500 cards,54000039,2020-05-06,235
#9RR9ULL99,Road to Glory,Reach Arena 6,54000032,2020-11-28,210
#9RR9ULL99,Gatherer,Collect 40 cards,54000040,2020-08-28,163
#9RR9ULL99,TV Royale,Watch a TV Royale Replay,54000007,2020-09-23,100
#9RR9ULL99,Tournament Rewards,Win 1000 cards from tournaments,54000055,2021-11-09,208
#9RR9ULL99,Tournament Host,Create and finish 10 tournaments,54000052,2020-04-04,123
#9RR9ULL99,Tournament Player,Join a tournament,54000023,2021-09-22,254
#9RR9ULL99,Challenge Streak,Get 12 wins in a single Challenge,54000047,2021-07-21,145
#9RR9ULL99,Practice with Friends,Win 10 Friendly Battles,54000047,2020-09-05,238
#9RR9ULL99,Special Challenge,Participate in 5 unique Special Event Challenges,54000020,2020-08-01,42
#9RR9ULL99,Friend in Need II,Donate 25000 cards,54000029,2020-06-19,191
#9UCCQ2Q9R,Team Player,Join a Clan,54000032,2020-06-18,48
#9UCCQ2Q9R,Friend in Need,Donate 2500 cards,54000038,2021-02-09,235
#9UCCQ2Q9R,Road to Glory,Reach Arena 6,54000010,2020-11-18,210
#9UCCQ2Q9R,Gatherer,Collect 40 cards,54000014,2020-07-26,163
#9UCCQ2Q9R,TV Royale,Watch a TV Royale Replay,54000022,2020-07-10,100
#9UCCQ2Q9R,Tournament Rewards,Win 1000 cards from tournaments,54000009,2021-06-14,208
#9UCCQ2Q9R,Tournament Host,Create and finish one tournament,54000012,2020-09-27,123
#9UCCQ2Q9R,Tournament Player,Join a tournament,54000051,2020-07-31,254
#9UCCQ2Q9R,Challenge Streak,Get 12 wins in a single Challenge,54000002,2021-07-06,145
#9UCCQ2Q9R,Practice with Friends,Win 10 Friendly Battles,54000044,2021-03-12,238
#9UCCQ2Q9R,Special Challenge,Participate in 5 unique Special Event Challenges,54000050,2021-01-27,42
#9UCCQ2Q9R,Friend in Need II,Donate 25000 cards,54000043,2020-07-13,191
#PG0QC29YR,Team Player,Join a Clan,54000004,2021-02-06,48
#PG0QC29YR,Friend in Need,Donate 2500 cards,54000032,2020-08-05,235
#PG0QC29YR,Road to Glory,Reach Arena 6,54000027,2020-03-25,210
#PG0QC29YR,Gatherer,Collect 40 cards,54000033,2021-02-15,163
#PG0QC29YR,TV Royale,Watch a TV Royale Replay,54000019,2021-02-17,100
#PG0QC29YR,Tournament Rewards,Win 1000 cards from tournaments,54000053,2020-09-04,208
#PG0QC29YR,Tournament Host,Create and finish one tournament,54000043,2020-12-23,123
#PG0QC29YR,Tournament Player,Join a tournament,54000034,2021-06-09,254
#PG0QC29YR,Challenge Streak,Get 12 wins in a single Challenge,54000035,2020-08-31,145
#PG0QC29YR,Practice with Friends,Win 10 Friendly Battles,54000017,2020-11-01,238
#PG0QC29YR,Special Challenge,Participate in 5 unique Special Event Challenges,54000033,2020-06-27,42
#PG0QC29YR,Friend in Need II,Donate 25000 cards,54000002,2021-02-09,191
#G22U2G8J8,Team Player,Join a Clan,54000058,2020-10-19,48
#G22U2G8J8,Friend in Need,Donate 2500 cards,54000028,2020-05-19,235
#G22U2G8J8,Road to Glory,Reach Arena 6,54000014,2021-09-24,210
#G22U2G8J8,Gatherer,Collect 40 cards,54000047,2020-12-06,163
#G22U2G8J8,TV Royale,Watch a TV Royale Replay,54000021,2020-10-14,100
#G22U2G8J8,Tournament Rewards,Win 1000 cards from tournaments,54000028,2021-04-22,208
#G22U2G8J8,Tournament Host,Create and finish one tournament,54000046,2021-02-07,123
#G22U2G8J8,Tournament Player,Join a tournament,54000046,2021-09-24,254
#G22U2G8J8,Challenge Streak,Get 12 wins in a single Challenge,54000004,2021-01-05,145
#G22U2G8J8,Practice with Friends,Win 10 Friendly Battles,54000010,2021-01-18,238
#G22U2G8J8,Special Challenge,Participate in 5 unique Special Event Challenges,54000028,2021-06-16,42
#G22U2G8J8,Friend in Need II,Donate 25000 cards,54000055,2020-05-11,191
#2GRQQU02,Team Player,Join a Clan,54000015,2021-02-12,48
#2GRQQU02,Friend in Need,Donate 2500 cards,54000024,2021-01-13,235
#2GRQQU02,Road to Glory,Reach Arena 6,54000006,2021-07-16,210
#2GRQQU02,Gatherer,Collect 40 cards,54000013,2021-07-18,163
#2GRQQU02,TV Royale,Watch a TV Royale Replay,54000009,2021-04-06,100
#2GRQQU02,Tournament Rewards,Win 20000 cards from tournaments,54000024,2020-03-29,208
#2GRQQU02,Tournament Host,Create and finish 10 tournaments,54000015,2020-08-12,123
#2GRQQU02,Tournament Player,Join a tournament,54000022,2020-12-28,254
#2GRQQU02,Challenge Streak,Get 12 wins in a single Challenge,54000054,2021-04-13,145
#2GRQQU02,Practice with Friends,Win 10 Friendly Battles,54000044,2021-01-24,238
#2GRQQU02,Special Challenge,Participate in 5 unique Special Event Challenges,54000038,2020-12-19,42
#2GRQQU02,Friend in Need II,Donate 25000 cards,54000045,2021-10-16,191
#9RGPC2GG,Team Player,Join a Clan,54000023,2021-05-12,48
#9RGPC2GG,Friend in Need,Donate 2500 cards,54000006,2021-04-27,235
#9RGPC2GG,Road to Glory,Reach Arena 6,54000055,2020-06-30,210
#9RGPC2GG,Gatherer,Collect 40 cards,54000005,2021-07-26,163
#9RGPC2GG,TV Royale,Watch a TV Royale Replay,54000024,2021-03-31,100
#9RGPC2GG,Tournament Rewards,Win 1000 cards from tournaments,54000017,2020-08-03,208
#9RGPC2GG,Tournament Host,Create and finish 10 tournaments,54000056,2020-09-07,123
#9RGPC2GG,Tournament Player,Join a tournament,54000054,2021-09-11,254
#9RGPC2GG,Challenge Streak,Get 12 wins in a single Challenge,54000024,2020-07-22,145
#9RGPC2GG,Practice with Friends,Win 10 Friendly Battles,54000004,2021-02-01,238
#9RGPC2GG,Special Challenge,Participate in 5 unique Special Event Challenges,54000030,2020-12-08,42
#9RGPC2GG,Friend in Need II,Donate 25000 cards,54000052,2021-08-26,191
#CCQCU90L,Team Player,Join a Clan,54000036,2021-07-31,48
#CCQCU90L,Friend in Need,Donate 2500 cards,54000047,2021-09-06,235
#CCQCU90L,Road to Glory,Reach Arena 6,54000034,2020-09-06,210
#CCQCU90L,Gatherer,Collect 40 cards,54000051,2021-01-18,163
#CCQCU90L,TV Royale,Watch a TV Royale Replay,54000010,2021-11-07,100
#CCQCU90L,Tournament Rewards,Win 20000 cards from tournaments,54000005,2020-12-26,208
#CCQCU90L,Tournament Host,Create and finish 10 tournaments,54000020,2020-06-24,123
#CCQCU90L,Tournament Player,Join a tournament,54000011,2020-08-28,254
#CCQCU90L,Challenge Streak,Get 12 wins in a single Challenge,54000052,2020-06-06,145
#CCQCU90L,Practice with Friends,Win 10 Friendly Battles,54000052,2020-09-07,238
#CCQCU90L,Special Challenge,Participate in 5 unique Special Event Challenges,54000054,2021-03-27,42
#CCQCU90L,Friend in Need II,Donate 25000 cards,54000007,2021-04-09,191
#P9LQRJVL8,Team Player,Join a Clan,54000049,2020-07-19,48
#P9LQRJVL8,Friend in Need,Donate 2500 cards,54000004,2020-12-05,235
#P9LQRJVL8,Road to Glory,Reach Arena 6,54000012,2021-11-07,210
#P9LQRJVL8,Gatherer,Collect 40 cards,54000010,2020-07-22,163
#P9LQRJVL8,TV Royale,Watch a TV Royale Replay,54000008,2021-04-02,100
#P9LQRJVL8,Tournament Rewards,Win 1000 cards from tournaments,54000004,2020-08-05,208
#P9LQRJVL8,Tournament Host,Create and finish 10 tournaments,54000042,2021-08-13,123
#P9LQRJVL8,Tournament Player,Join a tournament,54000035,2021-04-20,254
#P9LQRJVL8,Challenge Streak,Get 12 wins in a single Challenge,54000008,2020-03-25,145
#P9LQRJVL8,Practice with Friends,Win 10 Friendly Battles,54000031,2020-06-02,238
#P9LQRJVL8,Special Challenge,Participate in 5 unique Special Event Challenges,54000021,2021-10-18,42
#P9LQRJVL8,Friend in Need II,Donate 25000 cards,54000014,2020-12-30,191
#2YJLLJYGP,Team Player,Join a Clan,54000025,2021-05-19,48
#2YJLLJYGP,Friend in Need,Donate 2500 cards,54000045,2021-02-15,235
#2YJLLJYGP,Road to Glory,Reach Arena 6,54000025,2020-11-26,210
#2YJLLJYGP,Gatherer,Collect 40 cards,54000044,2020-08-03,163
#2YJLLJYGP,TV Royale,Watch a TV Royale Replay,54000021,2020-07-15,100
#2YJLLJYGP,Tournament Rewards,Win 1000 cards from tournaments,54000036,2021-08-14,208
#2YJLLJYGP,Tournament Host,Create and finish 10 tournaments,54000047,2020-09-18,123
#2YJLLJYGP,Tournament Player,Join a tournament,54000043,2021-05-08,254
#2YJLLJYGP,Challenge Streak,Get 12 wins in a single Challenge,54000002,2020-04-13,145
#2YJLLJYGP,Practice with Friends,Win 10 Friendly Battles,54000023,2021-10-30,238
#2YJLLJYGP,Special Challenge,Participate in 5 unique Special Event Challenges,54000026,2021-10-04,42
#2YJLLJYGP,Friend in Need II,Donate 25000 cards,54000010,2020-09-22,191
#2G0JP98QR,Team Player,Join a Clan,54000045,2021-04-16,48
#2G0JP98QR,Friend in Need,Donate 2500 cards,54000012,2021-10-22,235
#2G0JP98QR,Road to Glory,Reach Arena 6,54000014,2021-08-23,210
#2G0JP98QR,Gatherer,Collect 40 cards,54000014,2021-01-04,163
#2G0JP98QR,TV Royale,Watch a TV Royale Replay,54000009,2021-03-03,100
#2G0JP98QR,Tournament Rewards,Win 1000 cards from tournaments,54000003,2021-08-06,208
#2G0JP98QR,Tournament Host,Create and finish 10 tournaments,54000043,2020-11-23,123
#2G0JP98QR,Tournament Player,Join a tournament,54000054,2021-05-29,254
#2G0JP98QR,Challenge Streak,Get 12 wins in a single Challenge,54000057,2021-06-12,145
#2G0JP98QR,Practice with Friends,Win 10 Friendly Battles,54000025,2020-07-29,238
#2G0JP98QR,Special Challenge,Participate in 5 unique Special Event Challenges,54000012,2020-10-05,42
#2G0JP98QR,Friend in Need II,Donate 25000 cards,54000025,2021-02-18,191
#J2PVLP8J,Team Player,Join a Clan,54000025,2020-06-15,48
#J2PVLP8J,Friend in Need,Donate 2500 cards,54000058,2020-05-24,235
#J2PVLP8J,Road to Glory,Reach Arena 6,54000001,2020-11-04,210
#J2PVLP8J,Gatherer,Collect 40 cards,54000032,2021-09-10,163
#J2PVLP8J,TV Royale,Watch a TV Royale Replay,54000013,2020-11-24,100
#J2PVLP8J,Tournament Rewards,Win 1000 cards from tournaments,54000006,2020-06-19,208
#J2PVLP8J,Tournament Host,Create and finish 10 tournaments,54000014,2020-12-30,123
#J2PVLP8J,Tournament Player,Join a tournament,54000018,2021-08-20,254
#J2PVLP8J,Challenge Streak,Get 12 wins in a single Challenge,54000042,2021-04-29,145
#J2PVLP8J,Practice with Friends,Win 10 Friendly Battles,54000036,2020-04-08,238
#J2PVLP8J,Special Challenge,Participate in 5 unique Special Event Challenges,54000054,2020-08-20,42
#J2PVLP8J,Friend in Need II,Donate 25000 cards,54000023,2021-04-27,191
#CQ8CPPG9,Team Player,Join a Clan,54000051,2021-02-04,48
#CQ8CPPG9,Friend in Need,Donate 2500 cards,54000039,2021-03-14,235
#CQ8CPPG9,Road to Glory,Reach Arena 6,54000043,2020-05-10,210
#CQ8CPPG9,Gatherer,Collect 40 cards,54000016,2020-04-23,163
#CQ8CPPG9,TV Royale,Watch a TV Royale Replay,54000045,2020-04-15,100
#CQ8CPPG9,Tournament Rewards,Win 1000 cards from tournaments,54000033,2021-01-17,208
#CQ8CPPG9,Tournament Host,Create and finish one tournament,54000017,2020-05-09,123
#CQ8CPPG9,Tournament Player,Join a tournament,54000013,2021-08-16,254
#CQ8CPPG9,Challenge Streak,Get 12 wins in a single Challenge,54000048,2020-03-24,145
#CQ8CPPG9,Practice with Friends,Win 10 Friendly Battles,54000026,2020-10-16,238
#CQ8CPPG9,Special Challenge,Participate in 5 unique Special Event Challenges,54000038,2021-01-09,42
#CQ8CPPG9,Friend in Need II,Donate 25000 cards,54000043,2020-10-29,191
#9LYUG09,Team Player,Join a Clan,54000029,2020-09-17,48
#9LYUG09,Friend in Need,Donate 2500 cards,54000031,2021-03-16,235
#9LYUG09,Road to Glory,Reach Arena 6,54000006,2021-07-03,210
#9LYUG09,Gatherer,Collect 40 cards,54000011,2020-05-25,163
#9LYUG09,TV Royale,Watch a TV Royale Replay,54000018,2021-09-29,100
#9LYUG09,Tournament Rewards,Win 500000 cards from tournaments,54000023,2021-10-10,208
#9LYUG09,Tournament Host,Create and finish 50 tournaments,54000025,2021-05-19,123
#9LYUG09,Tournament Player,Join a tournament,54000004,2021-06-11,254
#9LYUG09,Challenge Streak,Get 12 wins in a single Challenge,54000025,2021-06-25,145
#9LYUG09,Practice with Friends,Win 10 Friendly Battles,54000011,2020-08-27,238
#9LYUG09,Special Challenge,Participate in 5 unique Special Event Challenges,54000022,2020-06-23,42
#9LYUG09,Friend in Need II,Donate 25000 cards,54000012,2021-07-15,191
#98RRY80YR,Team Player,Join a Clan,54000032,2021-06-03,48
#98RRY80YR,Friend in Need,Donate 2500 cards,54000057,2020-06-15,235
#98RRY80YR,Road to Glory,Reach Arena 6,54000036,2020-07-04,210
#98RRY80YR,Gatherer,Collect 40 cards,54000013,2021-01-01,163
#98RRY80YR,TV Royale,Watch a TV Royale Replay,54000004,2021-04-19,100
#98RRY80YR,Tournament Rewards,Win 1000 cards from tournaments,54000006,2021-01-20,208
#98RRY80YR,Tournament Host,Create and finish one tournament,54000032,2021-05-09,123
#98RRY80YR,Tournament Player,Join a tournament,54000046,2021-01-23,254
#98RRY80YR,Challenge Streak,Get 12 wins in a single Challenge,54000026,2021-02-03,145
#98RRY80YR,Practice with Friends,Win 10 Friendly Battles,54000045,2020-12-13,238
#98RRY80YR,Special Challenge,Participate in 5 unique Special Event Challenges,54000041,2021-08-11,42
#98RRY80YR,Friend in Need II,Donate 25000 cards,54000011,2020-11-29,191
#2CYQJGCR,Team Player,Join a Clan,54000040,2021-07-10,48
#2CYQJGCR,Friend in Need,Donate 2500 cards,54000057,2021-09-04,235
#2CYQJGCR,Road to Glory,Reach Arena 6,54000026,2021-09-29,210
#2CYQJGCR,Gatherer,Collect 40 cards,54000034,2020-10-02,163
#2CYQJGCR,TV Royale,Watch a TV Royale Replay,54000043,2021-07-30,100
#2CYQJGCR,Tournament Rewards,Win 1000 cards from tournaments,54000028,2020-12-26,208
#2CYQJGCR,Tournament Host,Create and finish one tournament,54000012,2020-04-14,123
#2CYQJGCR,Tournament Player,Join a tournament,54000001,2021-08-28,254
#2CYQJGCR,Challenge Streak,Get 12 wins in a single Challenge,54000013,2021-07-06,145
#2CYQJGCR,Practice with Friends,Win 10 Friendly Battles,54000053,2020-07-18,238
#2CYQJGCR,Special Challenge,Participate in 5 unique Special Event Challenges,54000036,2021-01-21,42
#2CYQJGCR,Friend in Need II,Donate 25000 cards,54000010,2020-06-24,191
#PU0GY8Q9,Team Player,Join a Clan,54000021,2020-08-07,48
#PU0GY8Q9,Friend in Need,Donate 2500 cards,54000009,2021-06-04,235
#PU0GY8Q9,Road to Glory,Reach Arena 6,54000057,2021-03-02,210
#PU0GY8Q9,Gatherer,Collect 40 cards,54000052,2021-10-23,163
#PU0GY8Q9,TV Royale,Watch a TV Royale Replay,54000006,2021-01-24,100
#PU0GY8Q9,Tournament Rewards,Win 1000 cards from tournaments,54000019,2021-05-28,208
#PU0GY8Q9,Tournament Host,Create and finish 10 tournaments,54000052,2021-04-21,123
#PU0GY8Q9,Tournament Player,Join a tournament,54000030,2020-04-01,254
#PU0GY8Q9,Challenge Streak,Get 12 wins in a single Challenge,54000056,2020-09-02,145
#PU0GY8Q9,Practice with Friends,Win 10 Friendly Battles,54000022,2020-05-04,238
#PU0GY8Q9,Special Challenge,Participate in 5 unique Special Event Challenges,54000047,2020-11-18,42
#PU0GY8Q9,Friend in Need II,Donate 25000 cards,54000058,2021-06-03,191
#2CQVC0899,Team Player,Join a Clan,54000039,2020-12-15,48
#2CQVC0899,Friend in Need,Donate 2500 cards,54000058,2021-05-10,235
#2CQVC0899,Road to Glory,Reach Arena 6,54000056,2021-08-09,210
#2CQVC0899,Gatherer,Collect 40 cards,54000056,2021-08-16,163
#2CQVC0899,TV Royale,Watch a TV Royale Replay,54000001,2021-03-18,100
#2CQVC0899,Tournament Rewards,Win 1000 cards from tournaments,54000048,2021-08-22,208
#2CQVC0899,Tournament Host,Create and finish one tournament,54000035,2020-07-15,123
#2CQVC0899,Tournament Player,Join a tournament,54000011,2020-05-11,254
#2CQVC0899,Challenge Streak,Get 12 wins in a single Challenge,54000048,2020-10-25,145
#2CQVC0899,Practice with Friends,Win 10 Friendly Battles,54000032,2021-09-08,238
#2CQVC0899,Special Challenge,Participate in 5 unique Special Event Challenges,54000004,2020-09-22,42
#2CQVC0899,Friend in Need II,Donate 25000 cards,54000038,2021-07-18,191
#89UV8ULY,Team Player,Join a Clan,54000009,2021-10-13,48
#89UV8ULY,Friend in Need,Donate 2500 cards,54000047,2021-08-27,235
#89UV8ULY,Road to Glory,Reach Arena 6,54000044,2021-07-23,210
#89UV8ULY,Gatherer,Collect 40 cards,54000012,2021-02-06,163
#89UV8ULY,TV Royale,Watch a TV Royale Replay,54000006,2021-06-05,100
#89UV8ULY,Tournament Rewards,Win 20000 cards from tournaments,54000039,2020-09-23,208
#89UV8ULY,Tournament Host,Create and finish 10 tournaments,54000030,2021-01-29,123
#89UV8ULY,Tournament Player,Join a tournament,54000056,2020-06-12,254
#89UV8ULY,Challenge Streak,Get 12 wins in a single Challenge,54000043,2021-03-03,145
#89UV8ULY,Practice with Friends,Win 10 Friendly Battles,54000047,2021-05-13,238
#89UV8ULY,Special Challenge,Participate in 5 unique Special Event Challenges,54000009,2021-07-31,42
#89UV8ULY,Friend in Need II,Donate 25000 cards,54000020,2020-04-15,191
#PUU200YL8,Team Player,Join a Clan,54000034,2021-07-08,48
#PUU200YL8,Friend in Need,Donate 2500 cards,54000007,2020-05-11,235
#PUU200YL8,Road to Glory,Reach Arena 6,54000015,2021-03-30,210
#PUU200YL8,Gatherer,Collect 40 cards,54000028,2021-08-22,163
#PUU200YL8,TV Royale,Watch a TV Royale Replay,54000054,2020-08-07,100
#PUU200YL8,Tournament Rewards,Win 1000 cards from tournaments,54000026,2020-10-23,208
#PUU200YL8,Tournament Host,Create and finish one tournament,54000011,2021-07-04,123
#PUU200YL8,Tournament Player,Join a tournament,54000050,2021-01-12,254
#PUU200YL8,Challenge Streak,Get 12 wins in a single Challenge,54000034,2020-04-05,145
#PUU200YL8,Practice with Friends,Win 10 Friendly Battles,54000053,2020-08-03,238
#PUU200YL8,Special Challenge,Participate in 5 unique Special Event Challenges,54000029,2021-06-22,42
#PUU200YL8,Friend in Need II,Donate 25000 cards,54000048,2021-07-07,191
#PV209YR,Team Player,Join a Clan,54000036,2021-10-28,48
#PV209YR,Friend in Need,Donate 2500 cards,54000003,2020-09-02,235
#PV209YR,Road to Glory,Reach Arena 6,54000045,2020-05-04,210
#PV209YR,Gatherer,Collect 40 cards,54000040,2021-11-11,163
#PV209YR,TV Royale,Watch a TV Royale Replay,54000006,2020-12-06,100
#PV209YR,Tournament Rewards,Win 1000 cards from tournaments,54000014,2021-07-20,208
#PV209YR,Tournament Host,Create and finish one tournament,54000005,2021-06-17,123
#PV209YR,Tournament Player,Join a tournament,54000017,2020-04-09,254
#PV209YR,Challenge Streak,Get 12 wins in a single Challenge,54000016,2020-05-18,145
#PV209YR,Practice with Friends,Win 10 Friendly Battles,54000018,2021-09-17,238
#PV209YR,Special Challenge,Participate in 5 unique Special Event Challenges,54000046,2021-02-25,42
#PV209YR,Friend in Need II,Donate 25000 cards,54000010,2020-07-25,191
#GLVCVLJP,Team Player,Join a Clan,54000038,2021-06-25,48
#GLVCVLJP,Friend in Need,Donate 2500 cards,54000028,2020-07-02,235
#GLVCVLJP,Road to Glory,Reach Arena 6,54000021,2021-07-09,210
#GLVCVLJP,Gatherer,Collect 40 cards,54000034,2020-12-02,163
#GLVCVLJP,TV Royale,Watch a TV Royale Replay,54000035,2020-08-26,100
#GLVCVLJP,Tournament Rewards,Win 1000 cards from tournaments,54000040,2021-04-01,208
#GLVCVLJP,Tournament Host,Create and finish 10 tournaments,54000036,2020-11-19,123
#GLVCVLJP,Tournament Player,Join a tournament,54000055,2021-09-04,254
#GLVCVLJP,Challenge Streak,Get 12 wins in a single Challenge,54000047,2021-02-18,145
#GLVCVLJP,Practice with Friends,Win 10 Friendly Battles,54000023,2020-04-29,238
#GLVCVLJP,Special Challenge,Participate in 5 unique Special Event Challenges,54000021,2020-11-17,42
#GLVCVLJP,Friend in Need II,Donate 25000 cards,54000047,2020-08-03,191
#2VV9GUYVR,Team Player,Join a Clan,54000041,2020-06-04,48
#2VV9GUYVR,Friend in Need,Donate 2500 cards,54000038,2020-12-22,235
#2VV9GUYVR,Road to Glory,Reach Arena 6,54000001,2021-11-09,210
#2VV9GUYVR,Gatherer,Collect 40 cards,54000046,2020-10-05,163
#2VV9GUYVR,TV Royale,Watch a TV Royale Replay,54000010,2021-03-30,100
#2VV9GUYVR,Tournament Rewards,Win 1000 cards from tournaments,54000002,2020-08-25,208
#2VV9GUYVR,Tournament Host,Create and finish 10 tournaments,54000003,2020-12-07,123
#2VV9GUYVR,Tournament Player,Join a tournament,54000024,2021-07-17,254
